[4/17/23 05:38AM] Player picked up item: Coin, id: 995, amount: 100, owner: Darkslayer	
[4/17/23 05:39AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Darkslayer	
[4/17/23 05:41AM] Player picked up item: Coin, id: 995, amount: 1659057, owner: Darkslayer	
[4/17/23 05:41AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Darkslayer	
[4/17/23 05:42AM] Player picked up item: Coin, id: 995, amount: 4173109, owner: Darkslayer	
[4/17/23 05:42AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Darkslayer	
[4/17/23 05:43AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Darkslayer	
[4/17/23 05:43AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Darkslayer	
[4/17/23 05:46AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Darkslayer	
[4/17/23 05:46AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Darkslayer	
[4/17/23 05:52AM] Player picked up item: Blurite Boots, id: 19989, amount: 1, owner: Darkslayer	
[4/17/23 05:55AM] Player picked up item: Blurite Ring, id: 19992, amount: 1, owner: Darkslayer	
[4/17/23 05:57AM] Player picked up item: Coin, id: 995, amount: 800, owner: Darkslayer	
[4/17/23 06:01AM] Player picked up item: Blurite Ring, id: 19992, amount: 1, owner: Darkslayer	
[4/17/23 06:02AM] Player picked up item: Blurite Box, id: 14488, amount: 1, owner: Darkslayer	
[4/17/23 06:09AM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Darkslayer	
[4/17/23 06:11AM] Player picked up item: Coin, id: 995, amount: 1759298, owner: Darkslayer	
[4/17/23 06:11AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Darkslayer	
[4/17/23 06:15AM] Player picked up item: Coin, id: 995, amount: 2100, owner: Darkslayer	
[4/17/23 06:15AM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Darkslayer	
[4/17/23 06:15AM] Player picked up item: Coin, id: 995, amount: 1400, owner: Darkslayer	
[4/17/23 06:16AM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Darkslayer	
[4/17/23 06:16AM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Darkslayer	
[4/17/23 06:18AM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Darkslayer	
[4/17/23 06:18AM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Darkslayer	
[4/17/23 06:20AM] Player picked up item: Imperial Minigun, id: 18636, amount: 1, owner: Darkslayer	
[4/17/23 06:22AM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Darkslayer	
[4/17/23 06:23AM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Darkslayer	
[4/17/23 06:23AM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Darkslayer	
[4/17/23 06:23AM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Darkslayer	
[4/17/23 06:30AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Darkslayer	
[4/17/23 06:30AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Darkslayer	
[4/17/23 06:31AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Darkslayer	
[4/17/23 06:31AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Darkslayer	
[4/17/23 06:33AM] Player picked up item: Coin, id: 995, amount: 5000, owner: Darkslayer	
[4/17/23 06:35AM] Player picked up item: Revenant Body, id: 18001, amount: 1, owner: Darkslayer	
[4/17/23 06:35AM] Player picked up item: Revenant Body, id: 18001, amount: 1, owner: Darkslayer	
[4/17/23 06:36AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Darkslayer	
[4/17/23 06:36AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Darkslayer	
[4/17/23 06:41AM] Player picked up item: Coin, id: 995, amount: 1875225, owner: Darkslayer	
[4/17/23 06:41AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Darkslayer	
[4/17/23 06:41AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Darkslayer	
[4/17/23 06:42AM] Player picked up item: Owner cape goodiebag, id: 3578, amount: 1, owner: Darkslayer	
[4/17/23 06:42AM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Darkslayer	
[4/17/23 06:42AM] Player picked up item: $1 Scroll, id: 10946, amount: 4, owner: Darkslayer	
[4/17/23 06:44AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Darkslayer	
