[4/21/23 11:21AM] Player picked up item: Coin, id: 995, amount: 100, owner: Jix	
[4/21/23 11:21AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jix	
[4/21/23 11:22AM] Player picked up item: Coin, id: 995, amount: 100, owner: Jix	
[4/21/23 11:22AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jix	
[4/21/23 11:22AM] Player picked up item: Coin, id: 995, amount: 100, owner: Jix	
[4/21/23 11:22AM] Player picked up item: Coin, id: 995, amount: 100, owner: Jix	
[4/21/23 11:22AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jix	
[4/21/23 11:22AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jix	
[4/21/23 11:22AM] Player picked up item: Coin, id: 995, amount: 100, owner: Jix	
[4/21/23 11:22AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jix	
[4/21/23 11:22AM] Player picked up item: Coin, id: 995, amount: 100, owner: Jix	
[4/21/23 11:22AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jix	
[4/21/23 11:22AM] Player picked up item: Coin, id: 995, amount: 100, owner: Jix	
[4/21/23 11:22AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jix	
[4/21/23 11:22AM] Player picked up item: Coin, id: 995, amount: 100, owner: Jix	
[4/21/23 11:22AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jix	
[4/21/23 11:23AM] Player picked up item: Coin, id: 995, amount: 100, owner: Jix	
[4/21/23 11:23AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jix	
[4/21/23 11:23AM] Player picked up item: Coin, id: 995, amount: 100, owner: Jix	
[4/21/23 11:23AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jix	
[4/21/23 11:25AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jix	
[4/21/23 11:26AM] Player picked up item: Coin, id: 995, amount: 200, owner: Jix	
[4/21/23 11:26AM] Player picked up item: Coin, id: 995, amount: 200, owner: Jix	
[4/21/23 11:26AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jix	
[4/21/23 11:26AM] Player picked up item: Coin, id: 995, amount: 600, owner: Jix	
[4/21/23 11:26AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Jix	
[4/21/23 11:26AM] Player picked up item: Coin, id: 995, amount: 200, owner: Jix	
[4/21/23 11:26AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jix	
[4/21/23 11:26AM] Player picked up item: Coin, id: 995, amount: 800, owner: Jix	
[4/21/23 11:26AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Jix	
[4/21/23 11:26AM] Player picked up item: Coin, id: 995, amount: 400, owner: Jix	
[4/21/23 11:26AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Jix	
[4/21/23 11:28AM] Player picked up item: Sanctum Golem Pet, id: 19481, amount: 1, owner: Entropy	
[4/21/23 11:35AM] Player picked up item: Coin, id: 995, amount: 2806108, owner: Jix	
[4/21/23 11:35AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Jix	
[4/21/23 12:04PM] Player picked up item: Coin, id: 995, amount: 1453481, owner: Jix	
[4/21/23 12:04PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Jix	
[4/21/23 12:07PM] Player picked up item: $1 Scroll, id: 10946, amount: 10, owner: Jix	
[4/21/23 12:07PM] Player picked up item: Vote scroll, id: 23020, amount: 6, owner: Jix	
[4/21/23 12:09PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Jix	
[4/21/23 12:09PM] Player picked up item: Vote scroll, id: 23020, amount: 6, owner: Jix	
[4/21/23 12:14PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Jix	
[4/21/23 12:14PM] Player picked up item: Vote scroll, id: 23020, amount: 6, owner: Jix	
[4/21/23 12:19PM] Player picked up item: Coin, id: 995, amount: 700, owner: Jix	
[4/21/23 12:19PM] Player picked up item: Coin, id: 995, amount: 1400, owner: Jix	
[4/21/23 12:19PM] Player picked up item: Coin, id: 995, amount: 700, owner: Jix	
[4/21/23 12:20PM] Player picked up item: Coin, id: 995, amount: 700, owner: Jix	
[4/21/23 12:20PM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Jix	
[4/21/23 12:20PM] Player picked up item: Coin, id: 995, amount: 700, owner: Jix	
[4/21/23 12:20PM] Player picked up item: Coin, id: 995, amount: 2800, owner: Jix	
[4/21/23 12:21PM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Jix	
[4/21/23 12:21PM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Jix	
[4/21/23 12:34PM] Player picked up item: Coin, id: 995, amount: 1802384, owner: Jix	
[4/21/23 12:34PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Jix	
[4/21/23 12:35PM] Player picked up item: Coin, id: 995, amount: 4059383, owner: Jix	
[4/21/23 12:35PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Jix	
[4/21/23 12:36PM] Player picked up item: Lava bones, id: 2023, amount: 200, owner: Jix	
[4/21/23 12:36PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Jix	
[4/21/23 12:37PM] Player picked up item: Zinq shield, id: 23056, amount: 1, owner: Jix	
[4/21/23 12:37PM] Player picked up item: Zinq shield, id: 23056, amount: 1, owner: Jix	
[4/21/23 12:42PM] Player picked up item: Coin, id: 995, amount: 14000, owner: Jix	
[4/21/23 12:42PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jix	
[4/21/23 12:43PM] Player picked up item: Coin, id: 995, amount: 14000, owner: Jix	
[4/21/23 12:43PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Jix	
[4/21/23 12:43PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Jix	
[4/21/23 12:43PM] Player picked up item: Coin, id: 995, amount: 28000, owner: Jix	
[4/21/23 12:43PM] Player picked up item: Unknown Mace, id: 9940, amount: 1, owner: Jix	
[4/21/23 12:52PM] Player picked up item: Revenant whip, id: 18011, amount: 1, owner: Jix	
[4/21/23 12:52PM] Player picked up item: Revenant Helm, id: 17999, amount: 1, owner: Jix	
[4/21/23 12:53PM] Player picked up item: Mystic legs, id: 23023, amount: 1, owner: Jix	
[4/21/23 12:54PM] Player picked up item: Coin, id: 995, amount: 4500, owner: Jix	
[4/21/23 12:54PM] Player picked up item: Coin, id: 995, amount: 4500, owner: Jix	
[4/21/23 12:55PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Jix	
[4/21/23 01:00PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Jix	
[4/21/23 01:04PM] Player picked up item: Coin, id: 995, amount: 2030817, owner: Jix	
[4/21/23 01:04PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Jix	
