[4/16/23 09:00AM] Player picked up item: Coin, id: 995, amount: 100, owner: Burton	
[4/16/23 09:00AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Burton	
[4/16/23 09:00AM] Player picked up item: Coin, id: 995, amount: 100, owner: Burton	
[4/16/23 09:00AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Burton	
[4/16/23 09:00AM] Player picked up item: Coin, id: 995, amount: 100, owner: Burton	
[4/16/23 09:00AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Burton	
[4/16/23 09:01AM] Player picked up item: Coin, id: 995, amount: 100, owner: Burton	
[4/16/23 09:01AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Burton	
[4/16/23 09:01AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Burton	
[4/16/23 09:01AM] Player picked up item: Coin, id: 995, amount: 200, owner: Burton	
[4/16/23 09:01AM] Player picked up item: Coin, id: 995, amount: 100, owner: Burton	
[4/16/23 09:01AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Burton	
[4/16/23 09:01AM] Player picked up item: Coin, id: 995, amount: 100, owner: Burton	
[4/16/23 09:01AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Burton	
[4/16/23 09:02AM] Player picked up item: Coin, id: 995, amount: 300, owner: Burton	
[4/16/23 09:02AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Burton	
[4/16/23 09:02AM] Player picked up item: Coin, id: 995, amount: 100, owner: Burton	
[4/16/23 09:02AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Burton	
[4/16/23 09:09AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Burton	
[4/16/23 09:09AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Burton	
[4/16/23 09:10AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Burton	
[4/16/23 09:10AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Burton	
[4/16/23 09:10AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Burton	
[4/16/23 09:10AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Burton	
[4/16/23 09:12AM] Player picked up item: Coin, id: 995, amount: 200, owner: Burton	
[4/16/23 09:12AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Burton	
[4/16/23 09:12AM] Player picked up item: Coin, id: 995, amount: 200, owner: Burton	
[4/16/23 09:12AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Burton	
[4/16/23 09:12AM] Player picked up item: Coin, id: 995, amount: 200, owner: Burton	
[4/16/23 09:12AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Burton	
[4/16/23 09:12AM] Player picked up item: Coin, id: 995, amount: 200, owner: Burton	
[4/16/23 09:12AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Burton	
[4/16/23 09:13AM] Player picked up item: Coin, id: 995, amount: 200, owner: Burton	
[4/16/23 09:13AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Burton	
[4/16/23 09:13AM] Player picked up item: Coin, id: 995, amount: 200, owner: Burton	
[4/16/23 09:13AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Burton	
[4/16/23 09:13AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Burton	
[4/16/23 09:13AM] Player picked up item: Coin, id: 995, amount: 200, owner: Burton	
[4/16/23 09:13AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Burton	
[4/16/23 09:13AM] Player picked up item: Coin, id: 995, amount: 200, owner: Burton	
[4/16/23 09:13AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Burton	
[4/16/23 09:13AM] Player picked up item: Coin, id: 995, amount: 200, owner: Burton	
[4/16/23 09:13AM] Player picked up item: Coin, id: 995, amount: 200, owner: Burton	
[4/16/23 09:13AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Burton	
[4/16/23 09:13AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Burton	
[4/16/23 09:15AM] Player picked up item: Coin, id: 995, amount: 200, owner: Burton	
[4/16/23 09:15AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Burton	
[4/16/23 09:15AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Burton	
[4/16/23 09:15AM] Player picked up item: Coin, id: 995, amount: 200, owner: Burton	
[4/16/23 09:15AM] Player picked up item: Coin, id: 995, amount: 400, owner: Burton	
[4/16/23 09:15AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Burton	
[4/16/23 09:15AM] Player picked up item: Coin, id: 995, amount: 200, owner: Burton	
[4/16/23 09:16AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Burton	
[4/16/23 09:16AM] Player picked up item: Coin, id: 995, amount: 200, owner: Burton	
[4/16/23 09:16AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Burton	
[4/16/23 09:16AM] Player picked up item: Coin, id: 995, amount: 200, owner: Burton	
[4/16/23 09:16AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Burton	
[4/16/23 09:16AM] Player picked up item: Coin, id: 995, amount: 200, owner: Burton	
[4/16/23 09:16AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Burton	
