[4/15/23 03:17PM] Player picked up item: Coin, id: 995, amount: 100, owner: Rigouress	
[4/15/23 03:17PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rigouress	
[4/15/23 03:18PM] Player picked up item: Coin, id: 995, amount: 100, owner: Rigouress	
[4/15/23 03:18PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rigouress	
[4/15/23 03:18PM] Player picked up item: Coin, id: 995, amount: 100, owner: Rigouress	
[4/15/23 03:18PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rigouress	
[4/15/23 03:18PM] Player picked up item: Coin, id: 995, amount: 100, owner: Rigouress	
[4/15/23 03:18PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rigouress	
[4/15/23 03:19PM] Player picked up item: Coin, id: 995, amount: 100, owner: Rigouress	
[4/15/23 03:19PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rigouress	
[4/15/23 03:19PM] Player picked up item: Coin, id: 995, amount: 100, owner: Rigouress	
[4/15/23 03:19PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rigouress	
[4/15/23 03:19PM] Player picked up item: Coin, id: 995, amount: 100, owner: Rigouress	
[4/15/23 03:19PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rigouress	
[4/15/23 03:19PM] Player picked up item: Coin, id: 995, amount: 100, owner: Rigouress	
[4/15/23 03:19PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rigouress	
[4/15/23 03:19PM] Player picked up item: Coin, id: 995, amount: 100, owner: Rigouress	
[4/15/23 03:19PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rigouress	
[4/15/23 03:19PM] Player picked up item: Coin, id: 995, amount: 100, owner: Rigouress	
[4/15/23 03:19PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rigouress	
[4/15/23 03:20PM] Player picked up item: Coin, id: 995, amount: 100, owner: Rigouress	
[4/15/23 03:20PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rigouress	
[4/15/23 03:20PM] Player picked up item: Coin, id: 995, amount: 200, owner: Rigouress	
[4/15/23 03:20PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rigouress	
[4/15/23 03:20PM] Player picked up item: Coin, id: 995, amount: 200, owner: Rigouress	
[4/15/23 03:20PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rigouress	
[4/15/23 03:20PM] Player picked up item: Coin, id: 995, amount: 200, owner: Rigouress	
[4/15/23 03:20PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rigouress	
[4/15/23 03:20PM] Player picked up item: Coin, id: 995, amount: 200, owner: Rigouress	
[4/15/23 03:20PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rigouress	
[4/15/23 03:20PM] Player picked up item: Coin, id: 995, amount: 200, owner: Rigouress	
[4/15/23 03:20PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rigouress	
[4/15/23 03:20PM] Player picked up item: Coin, id: 995, amount: 200, owner: Rigouress	
[4/15/23 03:20PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rigouress	
[4/15/23 03:21PM] Player picked up item: Coin, id: 995, amount: 200, owner: Rigouress	
[4/15/23 03:21PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rigouress	
[4/15/23 03:21PM] Player picked up item: Coin, id: 995, amount: 200, owner: Rigouress	
[4/15/23 03:21PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rigouress	
