[4/15/23 08:29AM] Player picked up item: Coin, id: 995, amount: 2097937, owner: Bulba	
[4/15/23 08:29AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Bulba	
[4/15/23 08:30AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Bulba	
[4/15/23 08:30AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Bulba	
[4/15/23 08:34AM] Player picked up item: Blurite Amulet, id: 19991, amount: 1, owner: Bulba	
[4/15/23 08:34AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Bulba	
[4/15/23 08:38AM] Player picked up item: Coin, id: 995, amount: 1200, owner: Bulba	
[4/15/23 08:39AM] Player picked up item: Blurite Cape, id: 20400, amount: 1, owner: Bulba	
[4/15/23 08:39AM] Player picked up item: Blurite Helm, id: 19984, amount: 1, owner: Bulba	
[4/15/23 08:39AM] Player picked up item: Coin, id: 995, amount: 400, owner: Bulba	
[4/15/23 08:39AM] Player picked up item: Coin, id: 995, amount: 400, owner: Bulba	
[4/15/23 08:39AM] Player picked up item: Blurite Amulet, id: 19991, amount: 1, owner: Bulba	
[4/15/23 08:39AM] Player picked up item: Blurite Helm, id: 19984, amount: 1, owner: Bulba	
[4/15/23 08:40AM] Player picked up item: Coin, id: 995, amount: 400, owner: Bulba	
[4/15/23 08:40AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bulba	
[4/15/23 08:42AM] Player picked up item: Blurite Ring, id: 19992, amount: 1, owner: Bulba	
[4/15/23 08:42AM] Player picked up item: Blurite Ring, id: 19992, amount: 1, owner: Bulba	
[4/15/23 08:42AM] Player picked up item: Blurite Helm, id: 19984, amount: 1, owner: Bulba	
[4/15/23 08:42AM] Player picked up item: Blurite Legs, id: 19986, amount: 1, owner: Bulba	
[4/15/23 08:42AM] Player picked up item: Blurite Legs, id: 19986, amount: 1, owner: Bulba	
[4/15/23 08:44AM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Bulba	
[4/15/23 08:44AM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Bulba	
[4/15/23 08:44AM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Bulba	
[4/15/23 08:45AM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Bulba	
[4/15/23 08:45AM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Bulba	
[4/15/23 08:45AM] Player picked up item: Coin, id: 995, amount: 800, owner: Bulba	
[4/15/23 08:47AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Bulba	
[4/15/23 08:47AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bulba	
