[4/16/23 02:38AM] Player picked up item: Starter Blade, id: 22084, amount: 1, owner: Arab	
[4/16/23 04:25AM] Player picked up item: Imperial Minigun, id: 18636, amount: 1, owner: Dogdonny	
[4/16/23 09:08AM] Player picked up item: Holy water, id: 732, amount: 1, owner: Zshana	
[4/18/23 02:51PM] Player picked up item: Vial, id: 229, amount: 1, owner: Cookie	
[4/18/23 02:51PM] Player picked up item: Tormented Shield, id: 21049, amount: 1, owner: Pokker	
[4/18/23 03:47PM] Player picked up item: Imperial Minigun, id: 18636, amount: 1, owner: Im A Potato	
[4/18/23 03:47PM] Player picked up item: Unknown Body, id: 21043, amount: 1, owner: Like My Peep	
[4/18/23 03:47PM] Player picked up item: Lust Staff, id: 8809, amount: 1, owner: Like My Peep	
[4/18/23 03:48PM] Player picked up item: Gold Boots, id: 11182, amount: 1, owner: Like My Peep	
[4/18/23 03:48PM] Player picked up item: Gold Boots, id: 11182, amount: 1, owner: Like My Peep	
[4/18/23 03:49PM] Player picked up item: Godly Body, id: 14051, amount: 1, owner: Like My Peep	
[4/18/23 03:49PM] Player picked up item: Godly Body, id: 14051, amount: 1, owner: Like My Peep	
[4/18/23 03:49PM] Player picked up item: Inferno Boots, id: 13305, amount: 1, owner: Im A Potato	
[4/18/23 03:51PM] Player picked up item: Saint Body, id: 21029, amount: 1, owner: Wizzy	
[4/19/23 11:47AM] Player picked up item: Lava bones, id: 2023, amount: 400, owner: Zshana	
[4/19/23 11:48AM] Player picked up item: Lava bones, id: 2023, amount: 600, owner: Zshana	
[4/19/23 12:19PM] Player picked up item: Lava bones, id: 2023, amount: 600, owner: Zshana	
[4/19/23 12:23PM] Player picked up item: Maze Body, id: 5422, amount: 1, owner: Kingrock	
[4/19/23 12:23PM] Player picked up item: Maze Body, id: 5422, amount: 1, owner: Kingrock	
[4/19/23 12:23PM] Player picked up item: Maze Helm, id: 5420, amount: 1, owner: Kingrock	
[4/19/23 12:23PM] Player picked up item: Maze Helm, id: 5420, amount: 1, owner: Kingrock	
[4/19/23 12:24PM] Player picked up item: Maze Body, id: 5422, amount: 1, owner: Kingrock	
[4/19/23 12:24PM] Player picked up item: Maze Body, id: 5422, amount: 1, owner: Kingrock	
[4/19/23 12:26PM] Player picked up item: Clean Ralorage, id: 919, amount: 1, owner: Aspas	
[4/19/23 12:26PM] Player picked up item: Widow Eggs, id: 1013, amount: 1, owner: Aspas	
[4/19/23 12:38PM] Player picked up item: Unknown Helm, id: 21042, amount: 1, owner: Kingrock	
[4/19/23 04:59PM] Player picked up item: Sanctum Golem Pet, id: 19481, amount: 1, owner: Ao	
[4/20/23 05:55AM] Player picked up item: $1 Scroll, id: 10946, amount: 10, owner: Arab	
[4/20/23 05:55AM] Player picked up item: Vote scroll, id: 23020, amount: 6, owner: Arab	
[4/20/23 05:57AM] Player picked up item: $1 Scroll, id: 10946, amount: 10, owner: Arab	
[4/20/23 05:58AM] Player picked up item: Vote scroll, id: 23020, amount: 6, owner: Arab	
[4/20/23 05:59AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Arab	
[4/20/23 06:00AM] Player picked up item: Lava bones, id: 2023, amount: 200, owner: Arab	
[4/20/23 06:00AM] Player picked up item: Lava bones, id: 2023, amount: 200, owner: Arab	
[4/20/23 06:00AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Arab	
[4/20/23 06:21AM] Player picked up item: Coin, id: 995, amount: 2099066, owner: Arab	
[4/20/23 06:21AM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Arab	
[4/20/23 06:22AM] Player picked up item: Coin, id: 995, amount: 3879621, owner: Arab	
[4/20/23 06:22AM] Player picked up item: Lava bones, id: 2023, amount: 80, owner: Arab	
[4/20/23 06:23AM] Player picked up item: Lava bones, id: 2023, amount: 160, owner: Zshana	
[4/20/23 06:24AM] Player picked up item: Lava bones, id: 2023, amount: 600, owner: Arab	
[4/20/23 06:24AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Arab	
[4/20/23 07:04AM] Player picked up item: Coin, id: 995, amount: 28000, owner: Arab	
[4/20/23 07:38AM] Player picked up item: Antique Bow, id: 23144, amount: 1, owner: Arab	
[4/20/23 07:38AM] Player picked up item: Antique Bow, id: 23144, amount: 1, owner: Arab	
[4/20/23 08:28AM] Player picked up item: PvM Casket, id: 2736, amount: 1, owner: Arab	
[4/21/23 09:39AM] Player picked up item: Nightmare gloves, id: 23031, amount: 1, owner: Arab	
[4/22/23 07:07AM] Player picked up item: Infinite healing potion (T3), id: 23120, amount: 1, owner: Boterkoek	
[4/22/23 06:51PM] Player picked up item: Sanctum Golem Pet, id: 19481, amount: 1, owner: Arab	
[4/23/23 04:49AM] Player picked up item: Groudon Staff, id: 13640, amount: 1, owner: Arab	
[4/24/23 04:00AM] Player picked up item: Vote scroll, id: 23020, amount: 15, owner: Arab	
[4/24/23 04:00AM] Player picked up item: Vote scroll, id: 23020, amount: 15, owner: Arab	
[4/25/23 03:56AM] Player picked up item: Slayer casket, id: 2734, amount: 1, owner: Arab	
[4/25/23 03:56AM] Player picked up item: Slayer ticket, id: 5023, amount: 38, owner: Arab	
