[4/15/23 03:45AM] Player picked up item: Coin, id: 995, amount: 100, owner: Grim	
[4/15/23 03:45AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Grim	
[4/15/23 03:45AM] Player picked up item: Coin, id: 995, amount: 100, owner: Grim	
[4/15/23 03:45AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Grim	
[4/15/23 03:45AM] Player picked up item: Coin, id: 995, amount: 100, owner: Grim	
[4/15/23 03:45AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Grim	
[4/15/23 03:46AM] Player picked up item: Coin, id: 995, amount: 100, owner: Grim	
[4/15/23 03:46AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Grim	
[4/15/23 03:46AM] Player picked up item: Coin, id: 995, amount: 100, owner: Grim	
[4/15/23 03:46AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Grim	
[4/15/23 03:46AM] Player picked up item: Coin, id: 995, amount: 100, owner: Grim	
[4/15/23 03:46AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Grim	
[4/15/23 03:46AM] Player picked up item: Coin, id: 995, amount: 100, owner: Grim	
[4/15/23 03:46AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Grim	
[4/15/23 03:46AM] Player picked up item: Coin, id: 995, amount: 100, owner: Grim	
[4/15/23 03:46AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Grim	
[4/15/23 03:47AM] Player picked up item: Coin, id: 995, amount: 100, owner: Grim	
[4/15/23 03:47AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Grim	
[4/15/23 03:47AM] Player picked up item: Coin, id: 995, amount: 100, owner: Grim	
[4/15/23 03:47AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Grim	
[4/15/23 03:47AM] Player picked up item: Coin, id: 995, amount: 100, owner: Grim	
[4/15/23 03:47AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Grim	
[4/15/23 03:48AM] Player picked up item: Coin, id: 995, amount: 100, owner: Supernum	
[4/15/23 03:48AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Supernum	
[4/15/23 03:48AM] Player picked up item: Coin, id: 995, amount: 100, owner: Grim	
[4/15/23 03:48AM] Player picked up item: Coin, id: 995, amount: 200, owner: Grim	
[4/15/23 03:48AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Grim	
[4/15/23 03:48AM] Player picked up item: Coin, id: 995, amount: 200, owner: Grim	
[4/15/23 03:48AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Grim	
[4/15/23 03:48AM] Player picked up item: Coin, id: 995, amount: 200, owner: Grim	
[4/15/23 03:48AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Grim	
[4/15/23 03:49AM] Player picked up item: Coin, id: 995, amount: 200, owner: Grim	
[4/15/23 03:49AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Grim	
[4/15/23 03:49AM] Player picked up item: Coin, id: 995, amount: 200, owner: Grim	
[4/15/23 03:49AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Grim	
[4/15/23 03:49AM] Player picked up item: Coin, id: 995, amount: 200, owner: Grim	
[4/15/23 03:49AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Grim	
[4/15/23 03:49AM] Player picked up item: Coin, id: 995, amount: 200, owner: Grim	
[4/15/23 03:49AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Grim	
