[4/17/23 11:31AM] Player picked up item: Blurite Amulet, id: 19991, amount: 1, owner: Pinpin	
[4/17/23 11:35AM] Player picked up item: Blurite Box, id: 14488, amount: 1, owner: Pinpin	
[4/17/23 11:35AM] Player picked up item: Blurite Boots, id: 19989, amount: 1, owner: Pinpin	
[4/17/23 11:35AM] Player picked up item: Blurite Boots, id: 19989, amount: 1, owner: Pinpin	
[4/17/23 11:36AM] Player picked up item: Coin, id: 995, amount: 500, owner: Pinpin	
[4/17/23 11:38AM] Player picked up item: Blurite Legs, id: 19986, amount: 1, owner: Pinpin	
[4/17/23 11:53AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Pinpin	
[4/17/23 11:53AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Pinpin	
[4/17/23 11:56AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Pinpin	
[4/17/23 11:56AM] Player picked up item: $1 Scroll, id: 10946, amount: 10, owner: Pinpin	
[4/17/23 11:56AM] Player picked up item: Vote scroll, id: 23020, amount: 6, owner: Pinpin	
[4/17/23 11:57AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Pinpin	
[4/17/23 11:57AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Pinpin	
[4/17/23 12:03PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Pinpin	
[4/17/23 12:07PM] Player picked up item: Coin, id: 995, amount: 700, owner: Pinpin	
[4/17/23 12:07PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pinpin	
[4/17/23 12:07PM] Player picked up item: Coin, id: 995, amount: 700, owner: Pinpin	
[4/17/23 12:07PM] Player picked up item: Coin, id: 995, amount: 1400, owner: Pinpin	
[4/17/23 12:07PM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Pinpin	
[4/17/23 12:07PM] Player picked up item: Coin, id: 995, amount: 1400, owner: Pinpin	
[4/17/23 12:07PM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Pinpin	
[4/17/23 12:07PM] Player picked up item: Coin, id: 995, amount: 2100, owner: Pinpin	
[4/17/23 12:08PM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Pinpin	
[4/17/23 12:08PM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Pinpin	
[4/17/23 12:09PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Pinpin	
[4/17/23 12:09PM] Player picked up item: Coin, id: 995, amount: 2227249, owner: Pinpin	
[4/17/23 12:09PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Pinpin	
[4/17/23 12:10PM] Player picked up item: Lava bones, id: 2023, amount: 200, owner: Pinpin	
[4/17/23 12:10PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Pinpin	
[4/17/23 12:10PM] Player picked up item: Lava bones, id: 2023, amount: 200, owner: Pinpin	
[4/17/23 12:10PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Pinpin	
[4/17/23 12:11PM] Player picked up item: Gracious Box, id: 15002, amount: 1, owner: Pinpin	
[4/17/23 12:11PM] Player picked up item: Lava bones, id: 2023, amount: 200, owner: Pinpin	
[4/17/23 12:11PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Pinpin	
[4/17/23 12:11PM] Player picked up item: Coin, id: 995, amount: 2330634, owner: Pinpin	
[4/17/23 12:11PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Pinpin	
[4/17/23 12:12PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Pinpin	
[4/17/23 12:12PM] Player picked up item: Coin, id: 995, amount: 2825228, owner: Pinpin	
[4/17/23 12:12PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Pinpin	
[4/17/23 12:13PM] Player picked up item: Lava bones, id: 2023, amount: 600, owner: Pinpin	
[4/17/23 12:13PM] Player picked up item: $1 Scroll, id: 10946, amount: 4, owner: Pinpin	
[4/17/23 12:14PM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Pinpin	
[4/17/23 12:14PM] Player picked up item: $1 Scroll, id: 10946, amount: 4, owner: Pinpin	
[4/17/23 12:16PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Pinpin	
[4/17/23 12:16PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Pinpin	
[4/17/23 12:16PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Pinpin	
[4/17/23 12:16PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Pinpin	
[4/17/23 12:16PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Pinpin	
[4/17/23 12:16PM] Player picked up item: Infinite prayer potion (T3), id: 23123, amount: 1, owner: Pinpin	
[4/17/23 12:16PM] Player picked up item: Vote scroll, id: 23020, amount: 6, owner: Pinpin	
[4/17/23 12:17PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Pinpin	
[4/17/23 12:18PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Pinpin	
[4/17/23 12:18PM] Player picked up item: Lava bones, id: 2023, amount: 200, owner: Pinpin	
[4/17/23 12:18PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Pinpin	
[4/17/23 12:19PM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Pinpin	
[4/17/23 12:19PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Pinpin	
[4/17/23 12:33PM] Player picked up item: Coin, id: 995, amount: 1642107, owner: Pinpin	
[4/17/23 12:33PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Pinpin	
[4/17/23 12:33PM] Player picked up item: Lava bones, id: 2023, amount: 200, owner: Pinpin	
[4/17/23 12:33PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Pinpin	
