[4/17/23 04:26AM] Player picked up item: Coin, id: 995, amount: 100, owner: Zeafaw	
[4/17/23 04:26AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Zeafaw	
[4/17/23 04:27AM] Player picked up item: Coin, id: 995, amount: 100, owner: Zeafaw	
[4/17/23 04:27AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Zeafaw	
[4/17/23 04:28AM] Player picked up item: Coin, id: 995, amount: 100, owner: Zeafaw	
[4/17/23 04:28AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Zeafaw	
[4/17/23 04:28AM] Player picked up item: Coin, id: 995, amount: 100, owner: Zeafaw	
[4/17/23 04:28AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Zeafaw	
[4/17/23 04:28AM] Player picked up item: Coin, id: 995, amount: 100, owner: Zeafaw	
[4/17/23 04:28AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Zeafaw	
[4/17/23 04:28AM] Player picked up item: Coin, id: 995, amount: 100, owner: Zeafaw	
[4/17/23 04:28AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Zeafaw	
[4/17/23 04:30AM] Player picked up item: Coin, id: 995, amount: 100, owner: Zeafaw	
[4/17/23 04:30AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Zeafaw	
[4/17/23 04:30AM] Player picked up item: Coin, id: 995, amount: 100, owner: Zeafaw	
[4/17/23 04:30AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Zeafaw	
[4/17/23 04:30AM] Player picked up item: Coin, id: 995, amount: 100, owner: Zeafaw	
[4/17/23 04:30AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Zeafaw	
[4/17/23 04:30AM] Player picked up item: Coin, id: 995, amount: 100, owner: Zeafaw	
[4/17/23 04:30AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Zeafaw	
[4/17/23 04:31AM] Player picked up item: Coin, id: 995, amount: 100, owner: Zeafaw	
[4/17/23 04:35AM] Player picked up item: Coin, id: 995, amount: 200, owner: Zeafaw	
[4/17/23 04:35AM] Player picked up item: Coin, id: 995, amount: 200, owner: Zeafaw	
[4/17/23 04:35AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Zeafaw	
[4/17/23 04:36AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Zeafaw	
[4/17/23 04:36AM] Player picked up item: Coin, id: 995, amount: 200, owner: Zeafaw	
[4/17/23 04:36AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Zeafaw	
[4/17/23 04:36AM] Player picked up item: Coin, id: 995, amount: 400, owner: Zeafaw	
[4/17/23 04:36AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Zeafaw	
[4/17/23 04:36AM] Player picked up item: Coin, id: 995, amount: 200, owner: Zeafaw	
[4/17/23 04:36AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Zeafaw	
[4/17/23 04:37AM] Player picked up item: Coin, id: 995, amount: 300, owner: Zeafaw	
[4/17/23 04:37AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Zeafaw	
[4/17/23 04:38AM] Player picked up item: Coin, id: 995, amount: 300, owner: Zeafaw	
[4/17/23 04:38AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Zeafaw	
[4/17/23 04:40AM] Player picked up item: Coin, id: 995, amount: 2380994, owner: Zeafaw	
[4/17/23 04:40AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Zeafaw	
[4/17/23 04:41AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Zeafaw	
[4/17/23 04:46AM] Player picked up item: Coin, id: 995, amount: 1200, owner: Zeafaw	
[4/17/23 04:46AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Zeafaw	
[4/17/23 04:47AM] Player picked up item: Coin, id: 995, amount: 1600, owner: Zeafaw	
[4/17/23 04:47AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Zeafaw	
[4/17/23 04:47AM] Player picked up item: Coin, id: 995, amount: 800, owner: Zeafaw	
[4/17/23 04:47AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Zeafaw	
[4/17/23 04:47AM] Player picked up item: Blurite Box, id: 14488, amount: 1, owner: Zeafaw	
[4/17/23 04:48AM] Player picked up item: Coin, id: 995, amount: 400, owner: Zeafaw	
[4/17/23 04:51AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Zeafaw	
[4/17/23 04:51AM] Player picked up item: Blurite Legs, id: 19986, amount: 1, owner: Zeafaw	
[4/17/23 04:51AM] Player picked up item: Coin, id: 995, amount: 3500, owner: Zeafaw	
[4/17/23 04:51AM] Player picked up item: Blurite Box, id: 14488, amount: 1, owner: Zeafaw	
[4/17/23 04:51AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Zeafaw	
[4/17/23 04:52AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Zeafaw	
[4/17/23 04:54AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Zeafaw	
[4/17/23 04:58AM] Player picked up item: Coin, id: 995, amount: 1200, owner: Zeafaw	
[4/17/23 05:05AM] Player picked up item: Coin, id: 995, amount: 700, owner: Zeafaw	
[4/17/23 05:05AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Zeafaw	
[4/17/23 05:07AM] Player picked up item: Coin, id: 995, amount: 4900, owner: Zeafaw	
[4/17/23 05:07AM] Player picked up item: Lava bones, id: 2023, amount: 9, owner: Zeafaw	
[4/17/23 05:11AM] Player picked up item: Coin, id: 995, amount: 2412266, owner: Zeafaw	
[4/17/23 05:11AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Zeafaw	
[4/17/23 05:12AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Zeafaw	
[4/17/23 05:12AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Zeafaw	
[4/17/23 05:13AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Zeafaw	
[4/17/23 05:17AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Zeafaw	
[4/17/23 05:22AM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Zeafaw	
[4/17/23 05:25AM] Player picked up item: Coin, id: 995, amount: 800, owner: Zeafaw	
[4/17/23 05:31AM] Player picked up item: Coin, id: 995, amount: 4500, owner: Zeafaw	
[4/17/23 05:31AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Zeafaw	
[4/17/23 05:31AM] Player picked up item: Coin, id: 995, amount: 7500, owner: Zeafaw	
[4/17/23 05:31AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Zeafaw	
[4/17/23 05:31AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Zeafaw	
[4/17/23 05:31AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Zeafaw	
[4/17/23 05:33AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Zeafaw	
