[4/19/23 04:16PM] Player picked up item: Coin, id: 995, amount: 800, owner: Archangel J	
[4/19/23 04:16PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Archangel J	
[4/19/23 04:16PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Archangel J	
[4/19/23 04:16PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Archangel J	
[4/19/23 04:16PM] Player picked up item: Coin, id: 995, amount: 200, owner: Archangel J	
[4/19/23 04:16PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Archangel J	
[4/19/23 04:18PM] Player picked up item: Coin, id: 995, amount: 600, owner: Archangel J	
[4/19/23 04:18PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Archangel J	
[4/19/23 04:18PM] Player picked up item: Coin, id: 995, amount: 200, owner: Archangel J	
[4/19/23 04:18PM] Player picked up item: Coin, id: 995, amount: 200, owner: Archangel J	
[4/19/23 04:21PM] Player picked up item: Coin, id: 995, amount: 300, owner: Archangel J	
[4/19/23 04:21PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Archangel J	
[4/19/23 04:28PM] Player picked up item: Blurite Box, id: 14488, amount: 1, owner: Archangel J	
[4/19/23 04:28PM] Player picked up item: Coin, id: 995, amount: 400, owner: Archangel J	
[4/19/23 05:02PM] Player picked up item: Blurite Ring, id: 19992, amount: 1, owner: Archangel J	
[4/19/23 05:23PM] Player picked up item: Blurite Amulet, id: 19991, amount: 1, owner: Archangel J	
[4/19/23 05:26PM] Player picked up item: Blurite Ring, id: 19992, amount: 1, owner: Archangel J	
[4/19/23 05:26PM] Player picked up item: Blurite Gloves, id: 19988, amount: 1, owner: Archangel J	
[4/19/23 05:38PM] Player picked up item: Blurite Cape, id: 20400, amount: 1, owner: Archangel J	
[4/19/23 05:40PM] Player picked up item: Blurite Amulet, id: 19991, amount: 1, owner: Archangel J	
[4/19/23 06:29PM] Player picked up item: Sanctum Golem Pet, id: 19481, amount: 1, owner: Onlyfans	
[4/19/23 06:30PM] Player picked up item: Sanctum Golem Pet, id: 19481, amount: 1, owner: Onlyfans	
[4/19/23 06:30PM] Player picked up item: Sanctum Golem Pet, id: 19481, amount: 1, owner: Onlyfans	
[4/19/23 06:31PM] Player picked up item: Sanctum Golem Pet, id: 19481, amount: 1, owner: Archangel J	
[4/19/23 06:31PM] Player picked up item: Sanctum Golem Pet, id: 19481, amount: 1, owner: Archangel J	
