[4/15/23 01:31AM] Player picked up item: Coin, id: 995, amount: 100, owner: Rks	
[4/15/23 01:31AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rks	
[4/15/23 01:31AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Rks	
[4/15/23 01:32AM] Player picked up item: Coin, id: 995, amount: 100, owner: Slayer	
[4/15/23 01:32AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Slayer	
[4/15/23 01:33AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Slayer	
[4/15/23 01:35AM] Player picked up item: Coin, id: 995, amount: 100, owner: Slayer	
[4/15/23 01:35AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Slayer	
[4/15/23 01:37AM] Player picked up item: Coin, id: 995, amount: 100, owner: Slayer	
[4/15/23 01:37AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Slayer	
[4/15/23 01:37AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Slayer	
[4/15/23 01:39AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Slayer	
[4/15/23 01:39AM] Player picked up item: Coin, id: 995, amount: 100, owner: Slayer	
[4/15/23 01:39AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Slayer	
[4/15/23 01:40AM] Player picked up item: Coin, id: 995, amount: 100, owner: Slayer	
[4/15/23 01:40AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Slayer	
[4/15/23 01:41AM] Player picked up item: Coin, id: 995, amount: 100, owner: Slayer	
[4/15/23 01:41AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Slayer	
[4/15/23 01:43AM] Player picked up item: Coin, id: 995, amount: 200, owner: Slayer	
[4/15/23 01:43AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Slayer	
[4/15/23 01:43AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Slayer	
[4/15/23 01:43AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Slayer	
[4/15/23 01:44AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Slayer	
[4/15/23 01:45AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Slayer	
[4/15/23 01:45AM] Player picked up item: Coin, id: 995, amount: 200, owner: Slayer	
[4/15/23 01:45AM] Player picked up item: Coin, id: 995, amount: 200, owner: Slayer	
[4/15/23 01:45AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Slayer	
[4/15/23 01:46AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Slayer	
[4/15/23 01:46AM] Player picked up item: Coin, id: 995, amount: 200, owner: Slayer	
[4/15/23 01:47AM] Player picked up item: Coin, id: 995, amount: 400, owner: Slayer	
[4/15/23 01:47AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Slayer	
[4/15/23 01:47AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Slayer	
[4/15/23 01:48AM] Player picked up item: Coin, id: 995, amount: 200, owner: Slayer	
[4/15/23 01:48AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Slayer	
[4/15/23 01:48AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Slayer	
[4/15/23 01:49AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Slayer	
[4/15/23 01:50AM] Player picked up item: Coin, id: 995, amount: 200, owner: Slayer	
[4/15/23 01:50AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Slayer	
[4/15/23 01:50AM] Player picked up item: Blurite Helm, id: 19984, amount: 1, owner: Slayer	
[4/15/23 01:50AM] Player picked up item: Coin, id: 995, amount: 200, owner: Slayer	
[4/15/23 01:50AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Slayer	
[4/15/23 01:51AM] Player picked up item: Coin, id: 995, amount: 200, owner: Slayer	
[4/15/23 01:51AM] Player picked up item: Coin, id: 995, amount: 200, owner: Slayer	
[4/15/23 01:51AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Slayer	
[4/15/23 01:51AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Slayer	
[4/15/23 01:52AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Slayer	
[4/15/23 01:52AM] Player picked up item: Coin, id: 995, amount: 200, owner: Slayer	
[4/15/23 01:52AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Slayer	
[4/15/23 01:56AM] Player picked up item: Coin, id: 995, amount: 300, owner: Slayer	
[4/15/23 01:56AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Slayer	
[4/15/23 01:56AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Slayer	
[4/15/23 01:58AM] Player picked up item: Coin, id: 995, amount: 300, owner: Slayer	
[4/15/23 01:58AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Slayer	
[4/15/23 01:59AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Slayer	
[4/15/23 01:59AM] Player picked up item: Coin, id: 995, amount: 300, owner: Slayer	
[4/15/23 02:00AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Slayer	
[4/15/23 02:00AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Slayer	
[4/15/23 02:00AM] Player picked up item: Coin, id: 995, amount: 300, owner: Slayer	
[4/15/23 02:02AM] Player picked up item: Coin, id: 995, amount: 300, owner: Slayer	
[4/15/23 02:02AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Slayer	
[4/15/23 02:03AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Slayer	
[4/15/23 02:03AM] Player picked up item: Coin, id: 995, amount: 300, owner: Slayer	
[4/15/23 02:04AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Slayer	
[4/15/23 02:04AM] Player picked up item: Coin, id: 995, amount: 300, owner: Slayer	
[4/15/23 02:04AM] Player picked up item: Coin, id: 995, amount: 300, owner: Slayer	
[4/15/23 02:04AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Slayer	
[4/15/23 02:04AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Slayer	
[4/15/23 02:04AM] Player picked up item: Coin, id: 995, amount: 300, owner: Slayer	
[4/15/23 02:06AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Slayer	
[4/15/23 02:06AM] Player picked up item: Coin, id: 995, amount: 300, owner: Slayer	
[4/15/23 02:06AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Slayer	
[4/15/23 02:06AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Slayer	
[4/15/23 02:06AM] Player picked up item: Coin, id: 995, amount: 300, owner: Slayer	
[4/15/23 02:07AM] Player picked up item: Blurite Legs, id: 19986, amount: 1, owner: Slayer	
[4/15/23 02:07AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Slayer	
[4/15/23 02:07AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Slayer	
[4/15/23 02:07AM] Player picked up item: Coin, id: 995, amount: 300, owner: Slayer	
[4/15/23 02:07AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Slayer	
[4/15/23 02:09AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Slayer	
[4/15/23 02:09AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Slayer	
[4/15/23 02:09AM] Player picked up item: Coin, id: 995, amount: 400, owner: Slayer	
[4/15/23 02:10AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Slayer	
[4/15/23 02:10AM] Player picked up item: Coin, id: 995, amount: 400, owner: Slayer	
[4/15/23 02:11AM] Player picked up item: Coin, id: 995, amount: 400, owner: Slayer	
[4/15/23 02:11AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Slayer	
[4/15/23 02:11AM] Player picked up item: Coin, id: 995, amount: 400, owner: Slayer	
[4/15/23 02:11AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Slayer	
[4/15/23 02:12AM] Player picked up item: Coin, id: 995, amount: 400, owner: Slayer	
[4/15/23 02:12AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Slayer	
[4/15/23 02:13AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Slayer	
[4/15/23 02:13AM] Player picked up item: Coin, id: 995, amount: 800, owner: Slayer	
[4/15/23 02:14AM] Player picked up item: Coin, id: 995, amount: 400, owner: Slayer	
[4/15/23 02:14AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Slayer	
[4/15/23 02:14AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Slayer	
[4/15/23 02:14AM] Player picked up item: Coin, id: 995, amount: 400, owner: Slayer	
[4/15/23 02:15AM] Player picked up item: Coin, id: 995, amount: 400, owner: Slayer	
[4/15/23 02:15AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Slayer	
[4/15/23 02:16AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Slayer	
[4/15/23 02:16AM] Player picked up item: Coin, id: 995, amount: 400, owner: Slayer	
[4/15/23 02:16AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Slayer	
[4/15/23 02:17AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Slayer	
[4/15/23 02:17AM] Player picked up item: Coin, id: 995, amount: 400, owner: Slayer	
[4/15/23 02:18AM] Player picked up item: Coin, id: 995, amount: 400, owner: Slayer	
[4/15/23 02:18AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Slayer	
[4/15/23 02:19AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Slayer	
[4/15/23 02:20AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Slayer	
[4/15/23 02:20AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Slayer	
[4/15/23 02:20AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Slayer	
[4/15/23 02:20AM] Player picked up item: Coin, id: 995, amount: 400, owner: Slayer	
