[4/18/23 04:26PM] Player picked up item: Coin, id: 995, amount: 100, owner: Lun4	
[4/18/23 04:26PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Lun4	
[4/18/23 04:27PM] Player picked up item: Coin, id: 995, amount: 100, owner: Lun4	
[4/18/23 04:27PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Lun4	
[4/18/23 04:27PM] Player picked up item: Coin, id: 995, amount: 100, owner: Lun4	
[4/18/23 04:27PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Lun4	
[4/18/23 04:27PM] Player picked up item: Coin, id: 995, amount: 100, owner: Lun4	
[4/18/23 04:27PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Lun4	
[4/18/23 04:28PM] Player picked up item: Coin, id: 995, amount: 100, owner: Lun4	
[4/18/23 04:28PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Lun4	
[4/18/23 04:28PM] Player picked up item: Coin, id: 995, amount: 100, owner: Lun4	
[4/18/23 04:28PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Lun4	
[4/18/23 04:28PM] Player picked up item: Coin, id: 995, amount: 100, owner: Lun4	
[4/18/23 04:28PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Lun4	
[4/18/23 04:28PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Lun4	
[4/18/23 04:28PM] Player picked up item: Coin, id: 995, amount: 100, owner: Lun4	
[4/18/23 04:28PM] Player picked up item: Coin, id: 995, amount: 100, owner: Lun4	
[4/18/23 04:28PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Lun4	
[4/18/23 04:29PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Lun4	
[4/18/23 04:29PM] Player picked up item: Coin, id: 995, amount: 100, owner: Lun4	
[4/18/23 04:29PM] Player picked up item: Coin, id: 995, amount: 100, owner: Lun4	
[4/18/23 04:29PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Lun4	
[4/18/23 04:29PM] Player picked up item: Coin, id: 995, amount: 100, owner: Lun4	
[4/18/23 04:29PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Lun4	
[4/18/23 04:29PM] Player picked up item: Coin, id: 995, amount: 100, owner: Lun4	
[4/18/23 04:29PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Lun4	
[4/18/23 04:30PM] Player picked up item: Coin, id: 995, amount: 200, owner: Lun4	
[4/18/23 04:30PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Lun4	
[4/18/23 04:30PM] Player picked up item: Coin, id: 995, amount: 200, owner: Lun4	
[4/18/23 04:30PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Lun4	
[4/18/23 04:30PM] Player picked up item: Coin, id: 995, amount: 200, owner: Lun4	
[4/18/23 04:30PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Lun4	
[4/18/23 04:30PM] Player picked up item: Coin, id: 995, amount: 200, owner: Lun4	
[4/18/23 04:31PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Lun4	
[4/18/23 04:32PM] Player picked up item: Starter Helm, id: 703, amount: 1, owner: Lun4	
[4/18/23 04:33PM] Player picked up item: Coin, id: 995, amount: 200, owner: Lun4	
[4/18/23 04:33PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Lun4	
[4/18/23 04:33PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Lun4	
[4/18/23 04:33PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Lun4	
[4/18/23 04:33PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Lun4	
[4/18/23 04:33PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Lun4	
[4/18/23 04:33PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Lun4	
[4/18/23 04:33PM] Player picked up item: Coin, id: 995, amount: 200, owner: Lun4	
[4/18/23 04:33PM] Player picked up item: Coin, id: 995, amount: 200, owner: Lun4	
