[4/21/23 03:14PM] Player picked up item: Coin, id: 995, amount: 100, owner: Sartorius	
[4/21/23 03:14PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Sartorius	
[4/21/23 03:15PM] Player picked up item: Coin, id: 995, amount: 100, owner: Sartorius	
[4/21/23 03:15PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Sartorius	
[4/21/23 03:15PM] Player picked up item: Coin, id: 995, amount: 100, owner: Sartorius	
[4/21/23 03:15PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Sartorius	
[4/21/23 03:16PM] Player picked up item: Coin, id: 995, amount: 100, owner: Sartorius	
[4/21/23 03:16PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Sartorius	
[4/21/23 03:16PM] Player picked up item: Coin, id: 995, amount: 100, owner: Sartorius	
[4/21/23 03:16PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Sartorius	
[4/21/23 03:16PM] Player picked up item: Coin, id: 995, amount: 100, owner: Sartorius	
[4/21/23 03:16PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Sartorius	
[4/21/23 03:17PM] Player picked up item: Coin, id: 995, amount: 100, owner: Sartorius	
[4/21/23 03:17PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Sartorius	
[4/21/23 03:17PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Sartorius	
[4/21/23 03:17PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Sartorius	
[4/21/23 03:18PM] Player picked up item: Coin, id: 995, amount: 100, owner: Sartorius	
[4/21/23 03:18PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Sartorius	
[4/21/23 03:18PM] Player picked up item: Coin, id: 995, amount: 200, owner: Sartorius	
[4/21/23 03:18PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Sartorius	
[4/21/23 03:19PM] Player picked up item: Coin, id: 995, amount: 200, owner: Sartorius	
[4/21/23 03:19PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Sartorius	
[4/21/23 03:19PM] Player picked up item: Coin, id: 995, amount: 200, owner: Sartorius	
[4/21/23 03:19PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Sartorius	
[4/21/23 03:19PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Sartorius	
[4/21/23 03:20PM] Player picked up item: Coin, id: 995, amount: 200, owner: Sartorius	
[4/21/23 03:20PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Sartorius	
[4/21/23 03:20PM] Player picked up item: Coin, id: 995, amount: 200, owner: Sartorius	
[4/21/23 03:21PM] Player picked up item: Blurite Box, id: 14488, amount: 1, owner: Sartorius	
[4/21/23 03:21PM] Player picked up item: Blurite Box, id: 14488, amount: 1, owner: Sartorius	
[4/21/23 03:25PM] Player picked up item: Coin, id: 995, amount: 400, owner: Sartorius	
