[4/16/23 02:55AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Voyage	
[4/16/23 02:56AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Voyage	
[4/16/23 02:56AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Voyage	
[4/16/23 03:00AM] Player picked up item: Blurite Helm, id: 19984, amount: 1, owner: Voyage	
[4/16/23 03:06AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Voyage	
[4/16/23 03:16AM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Voyage	
[4/16/23 03:18AM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Voyage	
[4/16/23 03:18AM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Voyage	
[4/16/23 03:27AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Voyage	
[4/16/23 03:28AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Voyage	
[4/16/23 04:43AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Voyage	
[4/16/23 04:43AM] Player picked up item: $1 Scroll, id: 10946, amount: 10, owner: Voyage	
[4/16/23 04:47AM] Player picked up item: Coin, id: 995, amount: 1061792, owner: Voyage	
[4/16/23 04:47AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Voyage	
[4/16/23 04:48AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Voyage	
[4/16/23 04:49AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Voyage	
[4/16/23 04:49AM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Voyage	
[4/16/23 04:51AM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Voyage	
[4/16/23 04:52AM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Voyage	
[4/16/23 04:56AM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Voyage	
[4/16/23 04:56AM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Voyage	
[4/16/23 04:57AM] Player picked up item: Coin, id: 995, amount: 800, owner: Voyage	
[4/16/23 04:57AM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Voyage	
[4/16/23 04:57AM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Voyage	
[4/16/23 04:57AM] Player picked up item: Coin, id: 995, amount: 800, owner: Voyage	
[4/16/23 04:59AM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Voyage	
[4/16/23 05:00AM] Player picked up item: Coin, id: 995, amount: 1927205, owner: Voyage	
[4/16/23 05:00AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Voyage	
[4/16/23 05:02AM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Voyage	
[4/16/23 05:05AM] Player picked up item: Coin, id: 995, amount: 900, owner: Voyage	
[4/16/23 05:09AM] Player picked up item: Revenant Helm, id: 17999, amount: 1, owner: Voyage	
[4/16/23 05:10AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Voyage	
[4/16/23 05:10AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Voyage	
[4/16/23 05:11AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Voyage	
[4/16/23 05:14AM] Player picked up item: Revenant whip, id: 18011, amount: 1, owner: Voyage	
[4/16/23 05:14AM] Player picked up item: Revenant whip, id: 18011, amount: 1, owner: Voyage	
[4/16/23 05:15AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Voyage	
[4/16/23 05:15AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Voyage	
[4/16/23 05:16AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Voyage	
[4/16/23 05:16AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Voyage	
[4/16/23 05:18AM] Player picked up item: Revenant Body, id: 18001, amount: 1, owner: Voyage	
[4/16/23 05:21AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Voyage	
[4/16/23 05:22AM] Player picked up item: Revenant Body, id: 18001, amount: 1, owner: Voyage	
[4/16/23 05:25AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Voyage	
[4/16/23 05:26AM] Player picked up item: Coin, id: 995, amount: 3495717, owner: Voyage	
[4/16/23 05:28AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Voyage	
[4/16/23 05:28AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Voyage	
[4/16/23 05:30AM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Voyage	
[4/16/23 05:30AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Voyage	
[4/16/23 05:42AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Voyage	
[4/16/23 05:42AM] Player picked up item: Mystic book, id: 23027, amount: 1, owner: Voyage	
[4/16/23 05:43AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Voyage	
[4/16/23 05:45AM] Player picked up item: Mystic book, id: 23027, amount: 1, owner: Voyage	
[4/16/23 05:45AM] Player picked up item: Mystic book, id: 23027, amount: 1, owner: Voyage	
[4/16/23 05:47AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Voyage	
[4/16/23 05:49AM] Player picked up item: Mystic boots, id: 23025, amount: 1, owner: Voyage	
[4/16/23 05:50AM] Player picked up item: Mystic boots, id: 23025, amount: 1, owner: Voyage	
[4/16/23 05:52AM] Player picked up item: Mystic staff, id: 23026, amount: 1, owner: Voyage	
[4/16/23 05:52AM] Player picked up item: Mystic staff, id: 23026, amount: 1, owner: Voyage	
[4/16/23 05:54AM] Player picked up item: Coin, id: 995, amount: 2168463, owner: Voyage	
[4/16/23 05:54AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Voyage	
[4/16/23 05:55AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Voyage	
[4/16/23 05:55AM] Player picked up item: Mystic legs, id: 23023, amount: 1, owner: Voyage	
[4/16/23 05:56AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Voyage	
[4/16/23 05:57AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Voyage	
[4/16/23 06:01AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Voyage	
[4/16/23 06:03AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Voyage	
[4/16/23 06:03AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Voyage	
[4/16/23 06:05AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Voyage	
[4/16/23 06:05AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Voyage	
[4/16/23 06:08AM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Voyage	
[4/16/23 06:08AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Voyage	
[4/16/23 06:09AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Voyage	
[4/16/23 06:10AM] Player picked up item: Mystic staff, id: 23026, amount: 1, owner: Voyage	
[4/16/23 06:11AM] Player picked up item: Mystic book, id: 23027, amount: 1, owner: Voyage	
[4/16/23 06:11AM] Player picked up item: Lava bones, id: 2023, amount: 9, owner: Voyage	
[4/16/23 06:11AM] Player picked up item: Mystic book, id: 23027, amount: 1, owner: Voyage	
[4/16/23 06:17AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Voyage	
[4/16/23 06:18AM] Player picked up item: Mystic boots, id: 23025, amount: 1, owner: Voyage	
[4/16/23 06:18AM] Player picked up item: Mystic boots, id: 23025, amount: 1, owner: Voyage	
[4/16/23 06:18AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Voyage	
[4/16/23 06:18AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Voyage	
[4/16/23 06:19AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Voyage	
[4/16/23 06:19AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Voyage	
[4/16/23 06:19AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Voyage	
[4/16/23 06:19AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Voyage	
[4/16/23 06:19AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Voyage	
[4/16/23 06:20AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Voyage	
[4/16/23 06:20AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Voyage	
[4/16/23 06:21AM] Player picked up item: Mystic legs, id: 23023, amount: 1, owner: Voyage	
[4/16/23 06:22AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Voyage	
[4/16/23 06:22AM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Voyage	
[4/16/23 06:23AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Voyage	
[4/16/23 06:28AM] Player picked up item: Coin, id: 995, amount: 2016643, owner: Voyage	
[4/16/23 06:29AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Voyage	
[4/16/23 06:30AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Voyage	
[4/16/23 06:30AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Voyage	
[4/16/23 06:31AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Voyage	
[4/16/23 06:32AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Voyage	
[4/16/23 06:33AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Voyage	
[4/16/23 06:33AM] Player picked up item: Vote scroll, id: 23020, amount: 6, owner: Voyage	
