[4/16/23 06:45PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mirkys	
[4/16/23 06:45PM] Player picked up item: Coin, id: 995, amount: 100, owner: Mirkys	
[4/16/23 06:56PM] Player picked up item: Coin, id: 995, amount: 1507559, owner: Mirkys	
[4/16/23 06:56PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Mirkys	
[4/16/23 06:57PM] Player picked up item: Coin, id: 995, amount: 200, owner: Mirkys	
[4/16/23 06:57PM] Player picked up item: Coin, id: 995, amount: 200, owner: Mirkys	
[4/16/23 06:57PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mirkys	
[4/16/23 06:59PM] Player picked up item: Coin, id: 995, amount: 600, owner: Mirkys	
[4/16/23 07:12PM] Player picked up item: Coin, id: 995, amount: 600, owner: Mirkys	
[4/16/23 07:12PM] Player picked up item: Coin, id: 995, amount: 300, owner: Mirkys	
[4/16/23 07:12PM] Player picked up item: Coin, id: 995, amount: 300, owner: Mirkys	
[4/16/23 07:12PM] Player picked up item: Coin, id: 995, amount: 300, owner: Mirkys	
[4/16/23 07:12PM] Player picked up item: Coin, id: 995, amount: 300, owner: Mirkys	
[4/16/23 07:12PM] Player picked up item: Coin, id: 995, amount: 300, owner: Mirkys	
[4/16/23 07:14PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mirkys	
[4/16/23 07:14PM] Player picked up item: Coin, id: 995, amount: 300, owner: Mirkys	
[4/16/23 07:14PM] Player picked up item: Coin, id: 995, amount: 300, owner: Mirkys	
[4/16/23 07:14PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mirkys	
[4/16/23 07:14PM] Player picked up item: Coin, id: 995, amount: 300, owner: Mirkys	
[4/16/23 07:14PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mirkys	
[4/16/23 07:14PM] Player picked up item: Coin, id: 995, amount: 300, owner: Mirkys	
[4/16/23 07:14PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mirkys	
[4/16/23 07:15PM] Player picked up item: Coin, id: 995, amount: 300, owner: Mirkys	
[4/16/23 08:45PM] Player picked up item: Blurite Cape, id: 20400, amount: 1, owner: Mirkys	
[4/17/23 09:22AM] Player picked up item: Coin, id: 995, amount: 500, owner: Mirkys	
[4/17/23 09:22AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mirkys	
[4/17/23 09:22AM] Player picked up item: Coin, id: 995, amount: 500, owner: Mirkys	
[4/17/23 09:23AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Mirkys	
[4/17/23 09:23AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Mirkys	
[4/17/23 09:23AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Mirkys	
[4/17/23 09:23AM] Player picked up item: Coin, id: 995, amount: 500, owner: Mirkys	
[4/17/23 10:02AM] Player picked up item: Coin, id: 995, amount: 600, owner: Mirkys	
[4/17/23 10:03AM] Player picked up item: Coin, id: 995, amount: 1200, owner: Mirkys	
[4/17/23 10:04AM] Player picked up item: Coin, id: 995, amount: 600, owner: Mirkys	
[4/17/23 10:04AM] Player picked up item: Coin, id: 995, amount: 1800, owner: Mirkys	
[4/17/23 10:04AM] Player picked up item: Coin, id: 995, amount: 600, owner: Mirkys	
[4/17/23 10:04AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mirkys	
[4/17/23 10:04AM] Player picked up item: Coin, id: 995, amount: 1200, owner: Mirkys	
[4/17/23 10:06AM] Player picked up item: Coin, id: 995, amount: 600, owner: Mirkys	
[4/17/23 10:33AM] Player picked up item: Coin, id: 995, amount: 1829264, owner: Mirkys	
[4/17/23 10:33AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Mirkys	
