[4/17/23 12:45AM] Player picked up item: Coin, id: 995, amount: 100, owner: Er1k	
[4/17/23 12:45AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Er1k	
[4/17/23 12:47AM] Player picked up item: Coin, id: 995, amount: 200, owner: Er1k	
[4/17/23 12:48AM] Player picked up item: Coin, id: 995, amount: 600, owner: Er1k	
[4/17/23 12:49AM] Player picked up item: Coin, id: 995, amount: 1200, owner: Er1k	
[4/17/23 12:49AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Er1k	
[4/17/23 12:49AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Er1k	
[4/17/23 12:49AM] Player picked up item: Coin, id: 995, amount: 800, owner: Er1k	
[4/17/23 12:49AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Er1k	
[4/17/23 12:49AM] Player picked up item: Coin, id: 995, amount: 400, owner: Er1k	
[4/17/23 12:49AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Er1k	
[4/17/23 12:50AM] Player picked up item: Coin, id: 995, amount: 400, owner: Er1k	
[4/17/23 12:50AM] Player picked up item: Blurite Gloves, id: 19988, amount: 1, owner: Er1k	
[4/17/23 12:50AM] Player picked up item: Blurite Body, id: 19985, amount: 1, owner: Er1k	
[4/17/23 12:51AM] Player picked up item: Blurite Ring, id: 19992, amount: 1, owner: Er1k	
[4/17/23 12:51AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Er1k	
[4/17/23 12:51AM] Player picked up item: Blurite Amulet, id: 19991, amount: 1, owner: Er1k	
[4/17/23 12:51AM] Player picked up item: Coin, id: 995, amount: 500, owner: Er1k	
[4/17/23 12:52AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Er1k	
[4/17/23 12:54AM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Er1k	
[4/17/23 12:54AM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Er1k	
[4/17/23 12:55AM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Er1k	
[4/17/23 12:57AM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Er1k	
[4/17/23 12:57AM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Er1k	
[4/17/23 12:57AM] Player picked up item: Coin, id: 995, amount: 1400, owner: Er1k	
[4/17/23 12:57AM] Player picked up item: Coin, id: 995, amount: 700, owner: Er1k	
[4/17/23 12:57AM] Player picked up item: Coin, id: 995, amount: 700, owner: Er1k	
[4/17/23 12:58AM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Er1k	
[4/17/23 12:58AM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Er1k	
[4/17/23 12:58AM] Player picked up item: Coin, id: 995, amount: 1400, owner: Er1k	
[4/17/23 12:58AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Er1k	
[4/17/23 01:10AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Er1k	
[4/17/23 01:10AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Er1k	
[4/17/23 01:17AM] Player picked up item: Coin, id: 995, amount: 1772480, owner: Er1k	
