[4/21/23 02:16PM] Player picked up item: Coin, id: 995, amount: 100, owner: Lucy	
[4/21/23 02:16PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Lucy	
[4/21/23 02:16PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Lucy	
[4/21/23 02:16PM] Player picked up item: Coin, id: 995, amount: 100, owner: Lucy	
[4/21/23 02:17PM] Player picked up item: Coin, id: 995, amount: 100, owner: Lucy	
[4/21/23 02:17PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Lucy	
[4/21/23 02:17PM] Player picked up item: Coin, id: 995, amount: 100, owner: Lucy	
[4/21/23 02:17PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Lucy	
[4/21/23 02:17PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Lucy	
[4/21/23 02:17PM] Player picked up item: Coin, id: 995, amount: 100, owner: Lucy	
[4/21/23 02:17PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Lucy	
[4/21/23 02:17PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Lucy	
[4/21/23 02:18PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Lucy	
[4/21/23 02:18PM] Player picked up item: Coin, id: 995, amount: 100, owner: Lucy	
[4/21/23 02:18PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Lucy	
[4/21/23 02:18PM] Player picked up item: Coin, id: 995, amount: 100, owner: Lucy	
[4/21/23 02:18PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Lucy	
[4/21/23 02:18PM] Player picked up item: Coin, id: 995, amount: 100, owner: Lucy	
[4/21/23 02:18PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Lucy	
[4/21/23 02:19PM] Player picked up item: Coin, id: 995, amount: 200, owner: Lucy	
[4/21/23 02:19PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Lucy	
[4/21/23 02:19PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Lucy	
[4/21/23 02:19PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Lucy	
[4/21/23 02:19PM] Player picked up item: Coin, id: 995, amount: 200, owner: Lucy	
[4/21/23 02:19PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Lucy	
[4/21/23 02:20PM] Player picked up item: Coin, id: 995, amount: 200, owner: Lucy	
[4/21/23 02:20PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Lucy	
[4/21/23 02:20PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Lucy	
[4/21/23 02:20PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Lucy	
[4/21/23 02:20PM] Player picked up item: Coin, id: 995, amount: 200, owner: Lucy	
[4/21/23 02:20PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Lucy	
[4/21/23 02:20PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Lucy	
[4/21/23 02:20PM] Player picked up item: Coin, id: 995, amount: 200, owner: Lucy	
[4/21/23 02:20PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Lucy	
[4/21/23 02:20PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Lucy	
[4/21/23 02:21PM] Player picked up item: Coin, id: 995, amount: 200, owner: Lucy	
[4/21/23 02:21PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Lucy	
[4/21/23 02:21PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Lucy	
[4/21/23 02:21PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Lucy	
[4/21/23 02:21PM] Player picked up item: Coin, id: 995, amount: 200, owner: Lucy	
[4/21/23 02:21PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Lucy	
[4/21/23 02:21PM] Player picked up item: Coin, id: 995, amount: 200, owner: Lucy	
[4/21/23 02:21PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Lucy	
[4/21/23 02:21PM] Player picked up item: Coin, id: 995, amount: 200, owner: Lucy	
[4/21/23 02:21PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Lucy	
[4/21/23 02:21PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Lucy	
[4/21/23 02:21PM] Player picked up item: Coin, id: 995, amount: 200, owner: Lucy	
[4/21/23 02:21PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Lucy	
[4/21/23 02:21PM] Player picked up item: Coin, id: 995, amount: 200, owner: Lucy	
[4/21/23 02:21PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Lucy	
[4/21/23 02:22PM] Player picked up item: Blurite Amulet, id: 19991, amount: 1, owner: Lucy	
[4/21/23 02:22PM] Player picked up item: Blurite Ring, id: 19992, amount: 1, owner: Lucy	
[4/21/23 02:24PM] Player picked up item: Blurite Ring, id: 19992, amount: 1, owner: Lucy	
[4/21/23 02:24PM] Player picked up item: Blurite Legs, id: 19986, amount: 1, owner: Lucy	
[4/21/23 02:27PM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Lucy	
[4/21/23 02:27PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Lucy	
[4/21/23 02:27PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Lucy	
[4/21/23 02:29PM] Player picked up item: Blurite Boots, id: 19989, amount: 1, owner: Lucy	
[4/21/23 02:31PM] Player picked up item: Blurite Body, id: 19985, amount: 1, owner: Lucy	
[4/21/23 02:31PM] Player picked up item: Blurite Ring, id: 19992, amount: 1, owner: Lucy	
[4/21/23 03:00PM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Lucy	
[4/21/23 03:04PM] Player picked up item: Coin, id: 995, amount: 1359217, owner: Lucy	
[4/21/23 03:04PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Lucy	
[4/21/23 03:07PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Lucy	
[4/21/23 03:07PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Lucy	
[4/21/23 03:10PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Lucy	
[4/21/23 03:12PM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Lucy	
[4/21/23 03:12PM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Lucy	
[4/21/23 03:24PM] Player picked up item: Revenant Legs, id: 18003, amount: 1, owner: Lucy	
[4/21/23 03:26PM] Player picked up item: Revenant Legs, id: 18003, amount: 1, owner: Lucy	
[4/21/23 03:34PM] Player picked up item: Coin, id: 995, amount: 1617332, owner: Lucy	
[4/21/23 03:34PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Lucy	
[4/21/23 03:34PM] Player picked up item: Zinq shield, id: 23056, amount: 1, owner: Lucy	
[4/21/23 03:51PM] Player picked up item: Zinq sword, id: 23055, amount: 1, owner: Lucy	
[4/21/23 03:51PM] Player picked up item: Zinq sword, id: 23055, amount: 1, owner: Lucy	
[4/21/23 04:04PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Lucy	
[4/21/23 04:12PM] Player picked up item: Zinq body, id: 23051, amount: 1, owner: Lucy	
[4/21/23 04:12PM] Player picked up item: Zinq shield, id: 23056, amount: 1, owner: Lucy	
[4/21/23 04:12PM] Player picked up item: Zinq shield, id: 23056, amount: 1, owner: Lucy	
