[4/18/23 01:01PM] Player picked up item: Coin, id: 995, amount: 100, owner: Truu	
[4/18/23 01:01PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Truu	
[4/18/23 01:01PM] Player picked up item: Coin, id: 995, amount: 100, owner: Truu	
[4/18/23 01:01PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Truu	
[4/18/23 01:01PM] Player picked up item: Coin, id: 995, amount: 100, owner: Truu	
[4/18/23 01:01PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Truu	
[4/18/23 01:02PM] Player picked up item: Coin, id: 995, amount: 100, owner: Truu	
[4/18/23 01:02PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Truu	
[4/18/23 01:02PM] Player picked up item: Coin, id: 995, amount: 100, owner: Truu	
[4/18/23 01:02PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Truu	
[4/18/23 01:02PM] Player picked up item: Coin, id: 995, amount: 100, owner: Truu	
[4/18/23 01:02PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Truu	
[4/18/23 01:02PM] Player picked up item: Coin, id: 995, amount: 100, owner: Truu	
[4/18/23 01:03PM] Player picked up item: Coin, id: 995, amount: 100, owner: Truu	
[4/18/23 01:03PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Truu	
[4/18/23 01:03PM] Player picked up item: Coin, id: 995, amount: 100, owner: Truu	
[4/18/23 01:03PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Truu	
[4/18/23 01:04PM] Player picked up item: Coin, id: 995, amount: 200, owner: Truu	
[4/18/23 01:04PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Truu	
[4/18/23 01:04PM] Player picked up item: Coin, id: 995, amount: 400, owner: Truu	
[4/18/23 01:04PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Truu	
[4/18/23 01:04PM] Player picked up item: Coin, id: 995, amount: 400, owner: Truu	
[4/18/23 01:04PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Truu	
[4/18/23 01:04PM] Player picked up item: Coin, id: 995, amount: 400, owner: Truu	
[4/18/23 01:04PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Truu	
[4/18/23 01:04PM] Player picked up item: Coin, id: 995, amount: 400, owner: Truu	
[4/18/23 01:04PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Truu	
[4/18/23 01:04PM] Player picked up item: Coin, id: 995, amount: 600, owner: Truu	
[4/18/23 01:04PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Truu	
[4/18/23 01:04PM] Player picked up item: Coin, id: 995, amount: 200, owner: Truu	
[4/18/23 01:05PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Truu	
[4/18/23 01:05PM] Player picked up item: Coin, id: 995, amount: 200, owner: Truu	
[4/18/23 01:05PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Truu	
[4/18/23 01:05PM] Player picked up item: Coin, id: 995, amount: 200, owner: Truu	
[4/18/23 01:05PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Truu	
[4/18/23 01:05PM] Player picked up item: Coin, id: 995, amount: 200, owner: Truu	
[4/18/23 01:05PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Truu	
[4/18/23 01:05PM] Player picked up item: Coin, id: 995, amount: 300, owner: Truu	
[4/18/23 01:05PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Truu	
