[4/16/23 08:36AM] Player picked up item: Coin, id: 995, amount: 100, owner: Duke	
[4/16/23 08:36AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Duke	
[4/16/23 08:36AM] Player picked up item: Coin, id: 995, amount: 100, owner: Duke	
[4/16/23 08:36AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Duke	
[4/16/23 08:36AM] Player picked up item: Coin, id: 995, amount: 100, owner: Duke	
[4/16/23 08:36AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Duke	
[4/16/23 08:36AM] Player picked up item: Coin, id: 995, amount: 100, owner: Duke	
[4/16/23 08:36AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Duke	
[4/16/23 08:37AM] Player picked up item: Coin, id: 995, amount: 100, owner: Duke	
[4/16/23 08:37AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Duke	
[4/16/23 08:37AM] Player picked up item: Coin, id: 995, amount: 100, owner: Duke	
[4/16/23 08:37AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Duke	
[4/16/23 08:37AM] Player picked up item: Coin, id: 995, amount: 100, owner: Duke	
[4/16/23 08:37AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Duke	
[4/16/23 08:38AM] Player picked up item: Coin, id: 995, amount: 100, owner: Duke	
[4/16/23 08:38AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Duke	
[4/16/23 08:38AM] Player picked up item: Coin, id: 995, amount: 100, owner: Duke	
[4/16/23 08:38AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Duke	
[4/16/23 08:38AM] Player picked up item: Coin, id: 995, amount: 100, owner: Duke	
[4/16/23 08:38AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Duke	
[4/16/23 08:38AM] Player picked up item: Coin, id: 995, amount: 100, owner: Duke	
[4/16/23 08:38AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Duke	
[4/16/23 08:39AM] Player picked up item: Coin, id: 995, amount: 200, owner: Duke	
[4/16/23 08:39AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Duke	
[4/16/23 08:39AM] Player picked up item: Coin, id: 995, amount: 400, owner: Duke	
[4/16/23 08:39AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Duke	
[4/16/23 08:39AM] Player picked up item: Coin, id: 995, amount: 200, owner: Duke	
[4/16/23 08:40AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Duke	
[4/16/23 08:40AM] Player picked up item: Coin, id: 995, amount: 200, owner: Duke	
[4/16/23 08:40AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Duke	
[4/16/23 08:40AM] Player picked up item: Coin, id: 995, amount: 200, owner: Duke	
[4/16/23 08:40AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Duke	
[4/16/23 08:40AM] Player picked up item: Coin, id: 995, amount: 200, owner: Duke	
[4/16/23 08:40AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Duke	
[4/16/23 08:41AM] Player picked up item: Coin, id: 995, amount: 200, owner: Duke	
[4/16/23 08:41AM] Player picked up item: Coin, id: 995, amount: 200, owner: Duke	
[4/16/23 08:41AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Duke	
[4/16/23 08:41AM] Player picked up item: Coin, id: 995, amount: 400, owner: Duke	
[4/16/23 08:41AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Duke	
[4/16/23 08:41AM] Player picked up item: Coin, id: 995, amount: 200, owner: Duke	
[4/16/23 08:41AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Duke	
[4/16/23 08:41AM] Player picked up item: Coin, id: 995, amount: 200, owner: Duke	
[4/16/23 08:41AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Duke	
[4/16/23 08:41AM] Player picked up item: Coin, id: 995, amount: 200, owner: Duke	
[4/16/23 08:42AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Duke	
[4/16/23 08:42AM] Player picked up item: Coin, id: 995, amount: 200, owner: Duke	
[4/16/23 08:42AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Duke	
[4/16/23 08:42AM] Player picked up item: Coin, id: 995, amount: 200, owner: Duke	
[4/16/23 08:42AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Duke	
[4/16/23 08:43AM] Player picked up item: Coin, id: 995, amount: 200, owner: Duke	
[4/16/23 08:43AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Duke	
[4/16/23 08:44AM] Player picked up item: Coin, id: 995, amount: 200, owner: Duke	
[4/16/23 08:44AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Duke	
[4/16/23 08:45AM] Player picked up item: Coin, id: 995, amount: 200, owner: Duke	
[4/16/23 08:45AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Duke	
[4/16/23 08:45AM] Player picked up item: Coin, id: 995, amount: 200, owner: Duke	
[4/16/23 08:45AM] Player picked up item: Coin, id: 995, amount: 300, owner: Duke	
