[4/15/23 04:24AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Asoich	
[4/15/23 04:28AM] Player picked up item: Coin, id: 995, amount: 100, owner: Asoich	
[4/15/23 04:28AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Asoich	
[4/15/23 04:29AM] Player picked up item: Coin, id: 995, amount: 100, owner: Asoich	
[4/15/23 04:29AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Asoich	
[4/15/23 04:30AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Asoich	
[4/15/23 04:31AM] Player picked up item: Coin, id: 995, amount: 100, owner: Asoich	
[4/15/23 04:31AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Asoich	
[4/15/23 04:32AM] Player picked up item: Coin, id: 995, amount: 100, owner: Asoich	
[4/15/23 04:32AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Asoich	
[4/15/23 04:33AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Asoich	
[4/15/23 04:33AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Asoich	
[4/15/23 04:34AM] Player picked up item: Coin, id: 995, amount: 100, owner: Asoich	
[4/15/23 04:34AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Asoich	
[4/15/23 04:34AM] Player picked up item: Blurite Helm, id: 19984, amount: 1, owner: Asoich	
[4/15/23 04:34AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Asoich	
[4/15/23 04:34AM] Player picked up item: Coin, id: 995, amount: 100, owner: Asoich	
[4/15/23 04:38AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Asoich	
[4/15/23 04:38AM] Player picked up item: Coin, id: 995, amount: 200, owner: Asoich	
[4/15/23 04:38AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Asoich	
[4/15/23 04:38AM] Player picked up item: Coin, id: 995, amount: 200, owner: Asoich	
[4/15/23 04:38AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Asoich	
[4/15/23 04:59AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Asoich	
[4/15/23 04:59AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Asoich	
