[4/15/23 12:05AM] Player picked up item: Coin, id: 995, amount: 100, owner: Kebintea	
[4/15/23 12:05AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kebintea	
[4/15/23 12:05AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kebintea	
[4/15/23 12:05AM] Player picked up item: Coin, id: 995, amount: 100, owner: Kebintea	
[4/15/23 12:05AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kebintea	
[4/15/23 12:06AM] Player picked up item: Coin, id: 995, amount: 100, owner: Kebintea	
[4/15/23 12:06AM] Player picked up item: Coin, id: 995, amount: 100, owner: Kebintea	
[4/15/23 12:06AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kebintea	
[4/15/23 12:07AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kebintea	
[4/15/23 12:07AM] Player picked up item: Coin, id: 995, amount: 100, owner: Kebintea	
[4/15/23 12:07AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kebintea	
[4/15/23 12:07AM] Player picked up item: Coin, id: 995, amount: 100, owner: Kebintea	
[4/15/23 12:07AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kebintea	
[4/15/23 12:07AM] Player picked up item: Coin, id: 995, amount: 100, owner: Kebintea	
[4/15/23 12:08AM] Player picked up item: Coin, id: 995, amount: 100, owner: Kebintea	
[4/15/23 12:08AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kebintea	
[4/15/23 12:08AM] Player picked up item: Coin, id: 995, amount: 100, owner: Kebintea	
[4/15/23 12:08AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kebintea	
[4/15/23 12:08AM] Player picked up item: Coin, id: 995, amount: 100, owner: Kebintea	
[4/15/23 12:08AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kebintea	
[4/15/23 12:08AM] Player picked up item: Coin, id: 995, amount: 100, owner: Kandonas	
[4/15/23 12:08AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kandonas	
[4/15/23 12:09AM] Player picked up item: Coin, id: 995, amount: 200, owner: Kebintea	
[4/15/23 12:09AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kebintea	
[4/15/23 12:09AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kebintea	
[4/15/23 12:09AM] Player picked up item: Coin, id: 995, amount: 200, owner: Kebintea	
[4/15/23 12:09AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kebintea	
[4/15/23 12:09AM] Player picked up item: Coin, id: 995, amount: 200, owner: Kebintea	
[4/15/23 12:09AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kebintea	
[4/15/23 12:09AM] Player picked up item: Coin, id: 995, amount: 200, owner: Kebintea	
[4/15/23 12:09AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kebintea	
[4/15/23 12:09AM] Player picked up item: Coin, id: 995, amount: 200, owner: Kebintea	
[4/15/23 12:09AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kebintea	
[4/15/23 12:09AM] Player picked up item: Coin, id: 995, amount: 200, owner: Kebintea	
[4/15/23 12:09AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kebintea	
[4/15/23 12:10AM] Player picked up item: Coin, id: 995, amount: 200, owner: Kebintea	
[4/15/23 12:10AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kebintea	
[4/15/23 12:10AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kebintea	
[4/15/23 12:10AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kebintea	
[4/15/23 12:10AM] Player picked up item: Coin, id: 995, amount: 200, owner: Kebintea	
[4/15/23 12:10AM] Player picked up item: Coin, id: 995, amount: 400, owner: Kebintea	
[4/15/23 12:10AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kebintea	
[4/15/23 12:10AM] Player picked up item: Coin, id: 995, amount: 200, owner: Kebintea	
[4/15/23 12:10AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kebintea	
[4/15/23 12:10AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kebintea	
[4/15/23 12:10AM] Player picked up item: Coin, id: 995, amount: 200, owner: Kebintea	
[4/15/23 12:10AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kebintea	
[4/15/23 12:10AM] Player picked up item: Coin, id: 995, amount: 200, owner: Kebintea	
[4/15/23 12:10AM] Player picked up item: Coin, id: 995, amount: 200, owner: Kebintea	
[4/15/23 12:10AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kebintea	
[4/15/23 12:12AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kebintea	
[4/15/23 12:12AM] Player picked up item: Coin, id: 995, amount: 300, owner: Kebintea	
[4/15/23 12:12AM] Player picked up item: Coin, id: 995, amount: 300, owner: Kebintea	
[4/15/23 12:12AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kebintea	
[4/15/23 12:12AM] Player picked up item: Coin, id: 995, amount: 300, owner: Kebintea	
[4/15/23 12:12AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kebintea	
[4/15/23 12:13AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kebintea	
[4/15/23 12:13AM] Player picked up item: Coin, id: 995, amount: 300, owner: Kebintea	
[4/15/23 12:13AM] Player picked up item: Coin, id: 995, amount: 300, owner: Kebintea	
[4/15/23 12:13AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kebintea	
[4/15/23 12:13AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kebintea	
[4/15/23 12:13AM] Player picked up item: Coin, id: 995, amount: 600, owner: Kebintea	
[4/15/23 12:13AM] Player picked up item: Coin, id: 995, amount: 300, owner: Kebintea	
[4/15/23 12:13AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kebintea	
[4/15/23 12:13AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kebintea	
[4/15/23 12:13AM] Player picked up item: Coin, id: 995, amount: 300, owner: Kebintea	
[4/15/23 12:13AM] Player picked up item: Coin, id: 995, amount: 300, owner: Kebintea	
[4/15/23 12:13AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kebintea	
[4/15/23 12:13AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kebintea	
[4/15/23 12:13AM] Player picked up item: Coin, id: 995, amount: 300, owner: Kebintea	
[4/15/23 12:13AM] Player picked up item: Coin, id: 995, amount: 300, owner: Kebintea	
[4/15/23 12:13AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kebintea	
[4/15/23 12:13AM] Player picked up item: Coin, id: 995, amount: 300, owner: Kebintea	
[4/15/23 12:13AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kebintea	
[4/15/23 12:14AM] Player picked up item: Coin, id: 995, amount: 300, owner: Kebintea	
[4/15/23 12:14AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kebintea	
[4/15/23 12:14AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kebintea	
[4/15/23 12:14AM] Player picked up item: Coin, id: 995, amount: 300, owner: Kebintea	
[4/15/23 12:14AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kebintea	
[4/15/23 12:14AM] Player picked up item: Coin, id: 995, amount: 300, owner: Kebintea	
[4/15/23 12:14AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kebintea	
[4/15/23 12:14AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kebintea	
[4/15/23 12:14AM] Player picked up item: Coin, id: 995, amount: 300, owner: Kebintea	
[4/15/23 12:14AM] Player picked up item: Coin, id: 995, amount: 300, owner: Kebintea	
[4/15/23 12:14AM] Player picked up item: Coin, id: 995, amount: 300, owner: Kebintea	
[4/15/23 12:14AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kebintea	
[4/15/23 12:14AM] Player picked up item: Coin, id: 995, amount: 300, owner: Kebintea	
[4/15/23 12:14AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kebintea	
[4/15/23 12:14AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kebintea	
[4/15/23 12:15AM] Player picked up item: Blurite Cape, id: 20400, amount: 1, owner: Kebintea	
[4/15/23 12:15AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Kebintea	
[4/15/23 12:15AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kebintea	
[4/15/23 12:15AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kebintea	
[4/15/23 12:15AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kebintea	
[4/15/23 12:15AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kebintea	
[4/15/23 12:15AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kebintea	
[4/15/23 12:16AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kebintea	
[4/15/23 12:16AM] Player picked up item: Coin, id: 995, amount: 800, owner: Kebintea	
[4/15/23 12:16AM] Player picked up item: Coin, id: 995, amount: 400, owner: Kebintea	
[4/15/23 12:16AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kebintea	
[4/15/23 12:16AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kebintea	
[4/15/23 12:16AM] Player picked up item: Coin, id: 995, amount: 400, owner: Kebintea	
[4/15/23 12:16AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kebintea	
[4/15/23 12:18AM] Player picked up item: Blurite Cape, id: 20400, amount: 1, owner: Kebintea	
[4/15/23 12:19AM] Player picked up item: Coin, id: 995, amount: 1200, owner: Kebintea	
[4/15/23 12:20AM] Player picked up item: Coin, id: 995, amount: 2400, owner: Kebintea	
[4/15/23 12:20AM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Kebintea	
[4/15/23 12:21AM] Player picked up item: Blurite Box, id: 14488, amount: 1, owner: Kebintea	
[4/15/23 12:39AM] Player picked up item: Coin, id: 995, amount: 1200, owner: Kebintea	
[4/15/23 10:21PM] Player picked up item: Coin, id: 995, amount: 600, owner: Kebintea	
[4/15/23 10:21PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kebintea	
[4/15/23 10:21PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kebintea	
[4/15/23 10:21PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kebintea	
[4/15/23 10:22PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kebintea	
[4/15/23 10:22PM] Player picked up item: Coin, id: 995, amount: 600, owner: Kebintea	
[4/15/23 10:22PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Kebintea	
[4/15/23 10:22PM] Player picked up item: Coin, id: 995, amount: 600, owner: Kebintea	
[4/15/23 10:22PM] Player picked up item: Coin, id: 995, amount: 1200, owner: Kebintea	
[4/15/23 10:22PM] Player picked up item: Coin, id: 995, amount: 600, owner: Kebintea	
[4/15/23 10:22PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kebintea	
[4/15/23 10:22PM] Player picked up item: Coin, id: 995, amount: 1800, owner: Kebintea	
[4/15/23 10:22PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Kebintea	
[4/15/23 10:23PM] Player picked up item: Imperial Minigun, id: 18636, amount: 1, owner: Jig Saw	
[4/15/23 10:29PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Kebintea	
[4/15/23 10:29PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Kebintea	
[4/15/23 10:30PM] Player picked up item: Coin, id: 995, amount: 1087539, owner: Kebintea	
[4/15/23 10:30PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Kebintea	
[4/15/23 10:31PM] Player picked up item: Coin, id: 995, amount: 3053164, owner: Kebintea	
[4/15/23 10:31PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Kebintea	
[4/15/23 10:32PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Kebintea	
[4/15/23 10:32PM] Player picked up item: $25 Bond, id: 23058, amount: 1, owner: Kebintea	
[4/15/23 10:32PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Kebintea	
[4/16/23 11:46PM] Player picked up item: Coin, id: 995, amount: 2367615, owner: Kebintea	
[4/16/23 11:46PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Kebintea	
[4/16/23 11:49PM] Player picked up item: Coin, id: 995, amount: 3453517, owner: Kebintea	
[4/16/23 11:49PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Kebintea	
[4/16/23 11:53PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Kebintea	
[4/16/23 11:53PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Kebintea	
[4/16/23 11:58PM] Player picked up item: Coin, id: 995, amount: 600, owner: Kebintea	
[4/16/23 11:58PM] Player picked up item: Coin, id: 995, amount: 600, owner: Kebintea	
[4/16/23 11:58PM] Player picked up item: Coin, id: 995, amount: 600, owner: Kebintea	
[4/16/23 11:58PM] Player picked up item: Coin, id: 995, amount: 600, owner: Kebintea	
[4/16/23 11:58PM] Player picked up item: Coin, id: 995, amount: 1200, owner: Kebintea	
[4/16/23 11:58PM] Player picked up item: Coin, id: 995, amount: 600, owner: Kebintea	
[4/16/23 11:58PM] Player picked up item: Coin, id: 995, amount: 600, owner: Kebintea	
[4/16/23 11:59PM] Player picked up item: Coin, id: 995, amount: 600, owner: Kebintea	
[4/16/23 11:59PM] Player picked up item: Coin, id: 995, amount: 600, owner: Kebintea	
[4/17/23 12:01AM] Player picked up item: Coin, id: 995, amount: 2100, owner: Kebintea	
[4/17/23 12:01AM] Player picked up item: Coin, id: 995, amount: 2100, owner: Kebintea	
[4/17/23 12:02AM] Player picked up item: Coin, id: 995, amount: 2800, owner: Kebintea	
[4/17/23 12:02AM] Player picked up item: Coin, id: 995, amount: 2100, owner: Kebintea	
[4/17/23 12:03AM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Kebintea	
[4/17/23 12:04AM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Kebintea	
[4/17/23 12:04AM] Player picked up item: Coin, id: 995, amount: 4200, owner: Kebintea	
[4/17/23 12:04AM] Player picked up item: Coin, id: 995, amount: 700, owner: Kebintea	
