[4/15/23 06:34AM] Player picked up item: Coin, id: 995, amount: 100, owner: Lara	
[4/15/23 06:35AM] Player picked up item: Coin, id: 995, amount: 200, owner: Lara	
[4/15/23 06:35AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Lara	
[4/15/23 06:35AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Lara	
[4/15/23 06:35AM] Player picked up item: Coin, id: 995, amount: 300, owner: Lara	
[4/15/23 06:35AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Lara	
[4/15/23 06:35AM] Player picked up item: Coin, id: 995, amount: 100, owner: Lara	
[4/15/23 06:36AM] Player picked up item: Coin, id: 995, amount: 100, owner: Lara	
[4/15/23 06:36AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Lara	
[4/15/23 06:36AM] Player picked up item: Coin, id: 995, amount: 100, owner: Lara	
[4/15/23 06:36AM] Player picked up item: Coin, id: 995, amount: 100, owner: Lara	
[4/15/23 06:36AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Lara	
[4/15/23 06:36AM] Player picked up item: Coin, id: 995, amount: 100, owner: Lara	
[4/15/23 06:36AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Lara	
[4/15/23 06:37AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Lara	
[4/15/23 06:37AM] Player picked up item: Coin, id: 995, amount: 100, owner: Lara	
[4/15/23 06:37AM] Player picked up item: Blurite Ring, id: 19992, amount: 1, owner: Lara	
[4/15/23 06:37AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Lara	
[4/15/23 06:38AM] Player picked up item: Coin, id: 995, amount: 100, owner: Lara	
[4/15/23 06:38AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Lara	
[4/15/23 06:38AM] Player picked up item: Coin, id: 995, amount: 200, owner: Lara	
[4/15/23 06:38AM] Player picked up item: Coin, id: 995, amount: 200, owner: Lara	
[4/15/23 06:38AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Lara	
[4/15/23 06:38AM] Player picked up item: Coin, id: 995, amount: 600, owner: Rotter	
[4/15/23 06:38AM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Rotter	
[4/15/23 06:38AM] Player picked up item: Coin, id: 995, amount: 400, owner: Rotter	
[4/15/23 06:38AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Rotter	
[4/15/23 06:39AM] Player picked up item: Coin, id: 995, amount: 200, owner: Lara	
[4/15/23 06:39AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Lara	
[4/15/23 06:44AM] Player picked up item: Coin, id: 995, amount: 600, owner: Lara	
[4/15/23 06:44AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Lara	
[4/15/23 06:44AM] Player picked up item: Coin, id: 995, amount: 200, owner: Lara	
[4/15/23 06:44AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Lara	
[4/15/23 06:44AM] Player picked up item: Coin, id: 995, amount: 200, owner: Lara	
[4/15/23 06:44AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Lara	
[4/15/23 06:45AM] Player picked up item: Coin, id: 995, amount: 600, owner: Lara	
[4/15/23 06:45AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Lara	
[4/15/23 06:46AM] Player picked up item: Coin, id: 995, amount: 300, owner: Lara	
[4/15/23 06:46AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Lara	
