[4/16/23 08:54AM] Player picked up item: Coin, id: 995, amount: 1575554, owner: Happy	
[4/16/23 08:54AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Happy	
[4/16/23 08:54AM] Player picked up item: Coin, id: 995, amount: 100, owner: Happy	
[4/16/23 08:54AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Happy	
[4/16/23 08:54AM] Player picked up item: Coin, id: 995, amount: 100, owner: Happy	
[4/16/23 08:54AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Happy	
[4/16/23 08:55AM] Player picked up item: Coin, id: 995, amount: 100, owner: Happy	
[4/16/23 08:55AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Happy	
[4/16/23 08:55AM] Player picked up item: Coin, id: 995, amount: 100, owner: Happy	
[4/16/23 08:56AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Happy	
[4/16/23 08:56AM] Player picked up item: Coin, id: 995, amount: 100, owner: Happy	
[4/16/23 08:56AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Happy	
[4/16/23 08:56AM] Player picked up item: Coin, id: 995, amount: 100, owner: Happy	
[4/16/23 08:56AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Happy	
[4/16/23 08:57AM] Player picked up item: Coin, id: 995, amount: 100, owner: Happy	
[4/16/23 08:57AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Happy	
[4/16/23 08:57AM] Player picked up item: Coin, id: 995, amount: 100, owner: Happy	
[4/16/23 08:57AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Happy	
[4/16/23 08:57AM] Player picked up item: Coin, id: 995, amount: 100, owner: Happy	
[4/16/23 08:57AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Happy	
[4/16/23 08:58AM] Player picked up item: Coin, id: 995, amount: 100, owner: Happy	
[4/16/23 08:58AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Happy	
[4/16/23 08:59AM] Player picked up item: Coin, id: 995, amount: 200, owner: Happy	
[4/16/23 08:59AM] Player picked up item: Coin, id: 995, amount: 200, owner: Happy	
[4/16/23 09:10AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Happy	
[4/16/23 09:10AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Happy	
[4/16/23 09:11AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Happy	
[4/16/23 09:11AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Happy	
[4/16/23 09:15AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Happy	
[4/16/23 09:16AM] Player picked up item: Blurite Ring, id: 19992, amount: 1, owner: Happy	
[4/16/23 09:20AM] Player picked up item: Imperial Minigun, id: 18636, amount: 1, owner: Happy	
[4/16/23 09:24AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Happy	
[4/16/23 09:24AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Happy	
[4/16/23 09:36AM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Happy	
[4/16/23 09:36AM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Happy	
[4/16/23 09:38AM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Happy	
[4/16/23 09:40AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Happy	
[4/16/23 09:40AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Happy	
[4/16/23 09:40AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Happy	
[4/16/23 09:40AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Happy	
[4/16/23 09:41AM] Player picked up item: Lava bones, id: 2023, amount: 200, owner: Happy	
