[4/19/23 01:22AM] Player picked up item: Coin, id: 995, amount: 100, owner: Kabal	
[4/19/23 01:22AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kabal	
[4/19/23 01:22AM] Player picked up item: Coin, id: 995, amount: 100, owner: Kabal	
[4/19/23 01:22AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kabal	
[4/19/23 01:25AM] Player picked up item: Coin, id: 995, amount: 100, owner: Kabal	
[4/19/23 01:25AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kabal	
[4/19/23 01:25AM] Player picked up item: Coin, id: 995, amount: 100, owner: Kabal	
[4/19/23 01:25AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kabal	
[4/19/23 01:26AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kabal	
[4/19/23 01:26AM] Player picked up item: Coin, id: 995, amount: 100, owner: Kabal	
[4/19/23 01:26AM] Player picked up item: Coin, id: 995, amount: 100, owner: Kabal	
[4/19/23 01:26AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kabal	
[4/19/23 01:26AM] Player picked up item: Coin, id: 995, amount: 100, owner: Kabal	
[4/19/23 01:26AM] Player picked up item: Coin, id: 995, amount: 100, owner: Kabal	
[4/19/23 01:26AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kabal	
[4/19/23 01:26AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kabal	
[4/19/23 01:26AM] Player picked up item: Coin, id: 995, amount: 100, owner: Kabal	
[4/19/23 01:27AM] Player picked up item: Coin, id: 995, amount: 100, owner: Kabal	
[4/19/23 01:27AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kabal	
[4/19/23 01:27AM] Player picked up item: Coin, id: 995, amount: 100, owner: Kabal	
[4/19/23 01:27AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kabal	
[4/19/23 01:30AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kabal	
[4/19/23 01:55AM] Player picked up item: Blurite Boots, id: 19989, amount: 1, owner: Kabal	
[4/19/23 06:25PM] Player picked up item: Coin, id: 995, amount: 100, owner: Kabal	
[4/19/23 06:25PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kabal	
[4/19/23 06:25PM] Player picked up item: Coin, id: 995, amount: 100, owner: Kabal	
[4/19/23 06:25PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kabal	
[4/19/23 06:25PM] Player picked up item: Coin, id: 995, amount: 100, owner: Kabal	
[4/19/23 06:25PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kabal	
[4/19/23 06:25PM] Player picked up item: Coin, id: 995, amount: 100, owner: Kabal	
[4/19/23 06:25PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kabal	
[4/19/23 06:25PM] Player picked up item: Coin, id: 995, amount: 100, owner: Kabal	
[4/19/23 06:25PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kabal	
[4/19/23 06:25PM] Player picked up item: Coin, id: 995, amount: 100, owner: Kabal	
[4/19/23 06:25PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kabal	
[4/19/23 06:25PM] Player picked up item: Coin, id: 995, amount: 100, owner: Kabal	
[4/19/23 06:25PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kabal	
[4/19/23 06:26PM] Player picked up item: Coin, id: 995, amount: 100, owner: Kabal	
[4/19/23 06:26PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kabal	
[4/19/23 06:26PM] Player picked up item: Coin, id: 995, amount: 100, owner: Kabal	
[4/19/23 06:26PM] Player picked up item: Coin, id: 995, amount: 100, owner: Kabal	
[4/19/23 06:26PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kabal	
[4/19/23 06:26PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kabal	
[4/19/23 06:26PM] Player picked up item: Coin, id: 995, amount: 100, owner: Kabal	
[4/19/23 06:26PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kabal	
[4/19/23 06:26PM] Player picked up item: Coin, id: 995, amount: 100, owner: Kabal	
[4/19/23 06:26PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kabal	
[4/19/23 06:26PM] Player picked up item: Coin, id: 995, amount: 100, owner: Kabal	
[4/19/23 06:26PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kabal	
[4/19/23 06:27PM] Player picked up item: Coin, id: 995, amount: 200, owner: Kabal	
[4/19/23 06:27PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kabal	
[4/19/23 06:27PM] Player picked up item: Coin, id: 995, amount: 200, owner: Kabal	
[4/19/23 06:27PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kabal	
[4/19/23 06:27PM] Player picked up item: Coin, id: 995, amount: 200, owner: Kabal	
[4/19/23 06:27PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kabal	
[4/19/23 06:28PM] Player picked up item: Coin, id: 995, amount: 200, owner: Kabal	
[4/19/23 06:28PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kabal	
[4/19/23 06:28PM] Player picked up item: Coin, id: 995, amount: 200, owner: Kabal	
[4/19/23 06:28PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kabal	
[4/19/23 06:29PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kabal	
[4/19/23 06:29PM] Player picked up item: Coin, id: 995, amount: 200, owner: Kabal	
[4/19/23 06:30PM] Player picked up item: Sanctum Golem Pet, id: 19481, amount: 1, owner: Onlyfans	
[4/19/23 06:30PM] Player picked up item: Sanctum Golem Pet, id: 19481, amount: 1, owner: Onlyfans	
[4/19/23 06:39PM] Player picked up item: Blurite Amulet, id: 19991, amount: 1, owner: Kabal	
[4/19/23 06:40PM] Player picked up item: Coin, id: 995, amount: 400, owner: Kabal	
[4/19/23 06:40PM] Player picked up item: Coin, id: 995, amount: 800, owner: Kabal	
[4/19/23 06:40PM] Player picked up item: Coin, id: 995, amount: 400, owner: Kabal	
[4/19/23 06:40PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Kabal	
[4/19/23 06:40PM] Player picked up item: Coin, id: 995, amount: 400, owner: Kabal	
[4/19/23 06:40PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kabal	
[4/19/23 06:40PM] Player picked up item: Coin, id: 995, amount: 400, owner: Kabal	
[4/19/23 06:40PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kabal	
[4/19/23 06:46PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Kabal	
[4/19/23 06:46PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Kabal	
[4/19/23 06:57PM] Player picked up item: Coin, id: 995, amount: 7000, owner: Kabal	
[4/19/23 06:59PM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Kabal	
[4/19/23 06:59PM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Kabal	
[4/19/23 07:50PM] Player picked up item: Sanctum Golem Pet, id: 19481, amount: 1, owner: Ao	
[4/19/23 10:34PM] Player picked up item: PvM Casket, id: 2736, amount: 1, owner: Kabal	
[4/21/23 12:29AM] Player picked up item: Tyrant Wings, id: 14200, amount: 1, owner: Entropy	
[4/21/23 02:17AM] Player picked up item: Solar Robe Bottom, id: 15647, amount: 1, owner: Kabal	
[4/21/23 03:51AM] Player picked up item: Progressive Box [T1], id: 10025, amount: 1, owner: Kabal	
[4/21/23 03:51AM] Player picked up item: DR Potion (Godly), id: 3086, amount: 1, owner: Kabal	
[4/21/23 03:51AM] Player picked up item: EXP Potion (Divine), id: 1033, amount: 1, owner: Kabal	
[4/21/23 03:51AM] Player picked up item: DMG Potion (Mortal), id: 3090, amount: 1, owner: Kabal	
[4/21/23 04:57AM] Player picked up item: Solar Staff, id: 22135, amount: 1, owner: Like My Peep	
[4/21/23 04:57AM] Player picked up item: Solar Staff, id: 22135, amount: 1, owner: Like My Peep	
[4/21/23 04:57AM] Player picked up item: Solar Staff, id: 22135, amount: 1, owner: Like My Peep	
[4/21/23 04:57AM] Player picked up item: Solar Staff, id: 22135, amount: 1, owner: Like My Peep	
[4/21/23 04:57AM] Player picked up item: Solar Staff, id: 22135, amount: 1, owner: Like My Peep	
[4/21/23 04:57AM] Player picked up item: Solar Staff, id: 22135, amount: 1, owner: Like My Peep	
[4/21/23 04:57AM] Player picked up item: Solar Staff, id: 22135, amount: 1, owner: Like My Peep	
[4/21/23 04:57AM] Player picked up item: Solar Staff, id: 22135, amount: 1, owner: Like My Peep	
[4/21/23 04:57AM] Player picked up item: Solar Staff, id: 22135, amount: 1, owner: Like My Peep	
[4/21/23 04:57AM] Player picked up item: Solar Staff, id: 22135, amount: 1, owner: Like My Peep	
[4/21/23 04:58AM] Player picked up item: Solar Staff, id: 22135, amount: 1, owner: Like My Peep	
[4/21/23 04:58AM] Player picked up item: Solar Staff, id: 22135, amount: 1, owner: Like My Peep	
[4/21/23 04:58AM] Player picked up item: Solar Staff, id: 22135, amount: 1, owner: Like My Peep	
[4/21/23 04:58AM] Player picked up item: Solar Staff, id: 22135, amount: 1, owner: Like My Peep	
[4/21/23 04:58AM] Player picked up item: Solar Staff, id: 22135, amount: 1, owner: Like My Peep	
[4/21/23 04:58AM] Player picked up item: Solar Hood, id: 15645, amount: 1, owner: Like My Peep	
[4/21/23 04:58AM] Player picked up item: Solar Hood, id: 15645, amount: 1, owner: Like My Peep	
[4/21/23 04:58AM] Player picked up item: Solar Hood, id: 15645, amount: 1, owner: Like My Peep	
[4/21/23 04:58AM] Player picked up item: Solar Hood, id: 15645, amount: 1, owner: Like My Peep	
[4/21/23 04:58AM] Player picked up item: Solar Hood, id: 15645, amount: 1, owner: Like My Peep	
[4/21/23 04:58AM] Player picked up item: Solar Hood, id: 15645, amount: 1, owner: Like My Peep	
[4/21/23 04:58AM] Player picked up item: Solar Hood, id: 15645, amount: 1, owner: Like My Peep	
[4/21/23 04:58AM] Player picked up item: Solar Hood, id: 15645, amount: 1, owner: Like My Peep	
[4/21/23 04:58AM] Player picked up item: Solar Hood, id: 15645, amount: 1, owner: Like My Peep	
[4/21/23 04:58AM] Player picked up item: Solar Hood, id: 15645, amount: 1, owner: Like My Peep	
[4/21/23 04:58AM] Player picked up item: Solar Hood, id: 15645, amount: 1, owner: Like My Peep	
[4/21/23 04:58AM] Player picked up item: Solar Robe Top, id: 15646, amount: 1, owner: Like My Peep	
[4/21/23 04:58AM] Player picked up item: Solar Robe Top, id: 15646, amount: 1, owner: Like My Peep	
[4/21/23 04:58AM] Player picked up item: Solar Robe Bottom, id: 15647, amount: 1, owner: Like My Peep	
[4/21/23 04:58AM] Player picked up item: Solar Robe Bottom, id: 15647, amount: 1, owner: Like My Peep	
[4/21/23 04:58AM] Player picked up item: Solar Robe Bottom, id: 15647, amount: 1, owner: Like My Peep	
[4/21/23 04:58AM] Player picked up item: Solar Robe Bottom, id: 15647, amount: 1, owner: Like My Peep	
[4/21/23 04:58AM] Player picked up item: Solar Robe Bottom, id: 15647, amount: 1, owner: Like My Peep	
[4/21/23 04:59AM] Player picked up item: Solar Robe Bottom, id: 15647, amount: 1, owner: Like My Peep	
[4/21/23 04:59AM] Player picked up item: Solar Robe Bottom, id: 15647, amount: 1, owner: Like My Peep	
[4/21/23 04:59AM] Player picked up item: Solar Robe Bottom, id: 15647, amount: 1, owner: Like My Peep	
[4/21/23 04:59AM] Player picked up item: Solar Robe Top, id: 15646, amount: 1, owner: Like My Peep	
[4/21/23 04:59AM] Player picked up item: Solar Robe Top, id: 15646, amount: 1, owner: Like My Peep	
[4/21/23 04:59AM] Player picked up item: Solar Robe Top, id: 15646, amount: 1, owner: Like My Peep	
[4/21/23 04:59AM] Player picked up item: Solar Robe Top, id: 15646, amount: 1, owner: Like My Peep	
[4/21/23 04:59AM] Player picked up item: Solar Robe Top, id: 15646, amount: 1, owner: Like My Peep	
[4/21/23 04:59AM] Player picked up item: Solar Robe Top, id: 15646, amount: 1, owner: Like My Peep	
[4/21/23 04:59AM] Player picked up item: Solar Robe Top, id: 15646, amount: 1, owner: Like My Peep	
[4/21/23 05:01AM] Player picked up item: Sanctum Golem Pet, id: 19481, amount: 1, owner: Like My Peep	
[4/21/23 05:01AM] Player picked up item: Sanctum Golem Pet, id: 19481, amount: 1, owner: Like My Peep	
[4/21/23 05:01AM] Player picked up item: Solar Hood, id: 15645, amount: 1, owner: Kingrock	
[4/21/23 05:01AM] Player picked up item: Solar Hood, id: 15645, amount: 1, owner: Kingrock	
[4/21/23 05:01AM] Player picked up item: Solar Robe Bottom, id: 15647, amount: 1, owner: Kingrock	
