[4/23/23 11:35AM] Player picked up item: Coin, id: 995, amount: 100, owner: Tyranos	
[4/23/23 11:35AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tyranos	
[4/23/23 11:35AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tyranos	
[4/23/23 11:35AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tyranos	
[4/23/23 11:35AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tyranos	
[4/23/23 11:35AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tyranos	
[4/23/23 11:35AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tyranos	
[4/23/23 11:35AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tyranos	
[4/23/23 11:36AM] Player picked up item: Blurite Amulet, id: 19991, amount: 1, owner: Tyranos	
[4/23/23 11:36AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Tyranos	
[4/23/23 11:36AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tyranos	
[4/23/23 11:36AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tyranos	
[4/23/23 11:38AM] Player picked up item: Blurite Boots, id: 19989, amount: 1, owner: Tyranos	
[4/23/23 11:40AM] Player picked up item: Coin, id: 995, amount: 400, owner: Tyranos	
