[4/16/23 12:18PM] Player picked up item: Coin, id: 995, amount: 100, owner: Malevolent	
[4/16/23 12:18PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Malevolent	
[4/16/23 12:19PM] Player picked up item: Coin, id: 995, amount: 100, owner: Malevolent	
[4/16/23 12:19PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Malevolent	
[4/16/23 12:19PM] Player picked up item: Coin, id: 995, amount: 100, owner: Malevolent	
[4/16/23 12:19PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Malevolent	
[4/16/23 12:19PM] Player picked up item: Coin, id: 995, amount: 100, owner: Malevolent	
[4/16/23 12:19PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Malevolent	
[4/16/23 12:20PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Malevolent	
[4/16/23 12:20PM] Player picked up item: Coin, id: 995, amount: 100, owner: Malevolent	
[4/16/23 12:20PM] Player picked up item: Coin, id: 995, amount: 100, owner: Malevolent	
[4/16/23 12:20PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Malevolent	
[4/16/23 12:20PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Malevolent	
[4/16/23 12:20PM] Player picked up item: Coin, id: 995, amount: 100, owner: Malevolent	
[4/16/23 12:20PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Malevolent	
[4/16/23 12:20PM] Player picked up item: Coin, id: 995, amount: 100, owner: Malevolent	
[4/16/23 12:20PM] Player picked up item: Coin, id: 995, amount: 100, owner: Malevolent	
[4/16/23 12:20PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Malevolent	
[4/16/23 12:21PM] Player picked up item: Coin, id: 995, amount: 100, owner: Malevolent	
[4/16/23 12:22PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Malevolent	
[4/16/23 12:23PM] Player picked up item: Coin, id: 995, amount: 200, owner: Malevolent	
[4/16/23 12:23PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Malevolent	
[4/16/23 12:23PM] Player picked up item: Coin, id: 995, amount: 200, owner: Malevolent	
[4/16/23 12:23PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Malevolent	
[4/16/23 12:23PM] Player picked up item: Coin, id: 995, amount: 200, owner: Malevolent	
[4/16/23 12:23PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Malevolent	
[4/16/23 12:24PM] Player picked up item: Coin, id: 995, amount: 1764473, owner: Malevolent	
[4/16/23 12:24PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Malevolent	
[4/16/23 12:25PM] Player picked up item: Coin, id: 995, amount: 200, owner: Malevolent	
[4/16/23 12:25PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Malevolent	
[4/16/23 12:25PM] Player picked up item: Coin, id: 995, amount: 200, owner: Malevolent	
[4/16/23 12:25PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Malevolent	
[4/16/23 12:25PM] Player picked up item: Coin, id: 995, amount: 200, owner: Malevolent	
[4/16/23 12:25PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Malevolent	
[4/16/23 12:25PM] Player picked up item: Coin, id: 995, amount: 200, owner: Malevolent	
[4/16/23 12:25PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Malevolent	
[4/16/23 12:25PM] Player picked up item: Coin, id: 995, amount: 200, owner: Malevolent	
[4/16/23 12:25PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Malevolent	
[4/16/23 12:26PM] Player picked up item: Coin, id: 995, amount: 200, owner: Malevolent	
[4/16/23 12:26PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Malevolent	
[4/16/23 12:26PM] Player picked up item: Coin, id: 995, amount: 200, owner: Malevolent	
[4/16/23 12:26PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Malevolent	
[4/16/23 12:26PM] Player picked up item: Coin, id: 995, amount: 200, owner: Malevolent	
[4/16/23 12:26PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Malevolent	
[4/16/23 12:26PM] Player picked up item: Coin, id: 995, amount: 200, owner: Malevolent	
[4/16/23 12:26PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Malevolent	
[4/16/23 12:27PM] Player picked up item: Coin, id: 995, amount: 200, owner: Malevolent	
[4/16/23 12:27PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Malevolent	
[4/16/23 12:27PM] Player picked up item: Coin, id: 995, amount: 200, owner: Malevolent	
[4/16/23 12:27PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Malevolent	
[4/16/23 12:27PM] Player picked up item: Coin, id: 995, amount: 200, owner: Malevolent	
[4/16/23 12:27PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Malevolent	
[4/16/23 12:28PM] Player picked up item: Coin, id: 995, amount: 200, owner: Malevolent	
[4/16/23 12:28PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Malevolent	
[4/16/23 12:28PM] Player picked up item: Coin, id: 995, amount: 200, owner: Malevolent	
[4/16/23 12:28PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Malevolent	
[4/16/23 12:28PM] Player picked up item: Coin, id: 995, amount: 200, owner: Malevolent	
[4/16/23 12:28PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Malevolent	
[4/16/23 12:29PM] Player picked up item: Coin, id: 995, amount: 200, owner: Malevolent	
[4/16/23 12:29PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Malevolent	
[4/16/23 12:29PM] Player picked up item: Coin, id: 995, amount: 200, owner: Malevolent	
[4/16/23 12:29PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Malevolent	
[4/16/23 12:30PM] Player picked up item: Coin, id: 995, amount: 300, owner: Malevolent	
[4/16/23 12:30PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Malevolent	
[4/16/23 12:30PM] Player picked up item: Coin, id: 995, amount: 300, owner: Malevolent	
[4/16/23 12:30PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Malevolent	
[4/16/23 12:30PM] Player picked up item: Coin, id: 995, amount: 300, owner: Malevolent	
[4/16/23 12:30PM] Player picked up item: Coin, id: 995, amount: 300, owner: Malevolent	
[4/16/23 12:30PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Malevolent	
[4/16/23 12:30PM] Player picked up item: Coin, id: 995, amount: 300, owner: Malevolent	
[4/16/23 12:31PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Malevolent	
[4/16/23 12:31PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Malevolent	
[4/16/23 12:31PM] Player picked up item: Coin, id: 995, amount: 300, owner: Malevolent	
[4/16/23 12:31PM] Player picked up item: Coin, id: 995, amount: 300, owner: Malevolent	
[4/16/23 12:31PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Malevolent	
[4/16/23 12:31PM] Player picked up item: Coin, id: 995, amount: 300, owner: Malevolent	
[4/16/23 12:31PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Malevolent	
[4/16/23 12:32PM] Player picked up item: Coin, id: 995, amount: 300, owner: Malevolent	
[4/16/23 12:32PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Malevolent	
[4/16/23 12:32PM] Player picked up item: Coin, id: 995, amount: 300, owner: Malevolent	
[4/16/23 12:32PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Malevolent	
[4/16/23 12:32PM] Player picked up item: Coin, id: 995, amount: 300, owner: Malevolent	
[4/16/23 12:32PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Malevolent	
[4/16/23 12:33PM] Player picked up item: Coin, id: 995, amount: 300, owner: Malevolent	
[4/16/23 12:33PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Malevolent	
[4/16/23 12:33PM] Player picked up item: Coin, id: 995, amount: 300, owner: Malevolent	
[4/16/23 12:33PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Malevolent	
[4/16/23 12:33PM] Player picked up item: Coin, id: 995, amount: 300, owner: Malevolent	
[4/16/23 12:33PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Malevolent	
[4/16/23 12:34PM] Player picked up item: Coin, id: 995, amount: 300, owner: Malevolent	
[4/16/23 12:34PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Malevolent	
[4/16/23 12:34PM] Player picked up item: Coin, id: 995, amount: 300, owner: Malevolent	
[4/16/23 12:34PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Malevolent	
[4/16/23 12:34PM] Player picked up item: Coin, id: 995, amount: 300, owner: Malevolent	
[4/16/23 12:34PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Malevolent	
[4/16/23 12:35PM] Player picked up item: Coin, id: 995, amount: 300, owner: Malevolent	
[4/16/23 12:35PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Malevolent	
[4/16/23 12:35PM] Player picked up item: Coin, id: 995, amount: 300, owner: Malevolent	
[4/16/23 12:35PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Malevolent	
[4/16/23 12:36PM] Player picked up item: Coin, id: 995, amount: 300, owner: Malevolent	
[4/16/23 12:36PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Malevolent	
[4/16/23 12:36PM] Player picked up item: Coin, id: 995, amount: 300, owner: Malevolent	
[4/16/23 12:36PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Malevolent	
[4/16/23 12:41PM] Player picked up item: Coin, id: 995, amount: 300, owner: Malevolent	
[4/16/23 12:41PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Malevolent	
[4/16/23 12:42PM] Player picked up item: Coin, id: 995, amount: 300, owner: Malevolent	
[4/16/23 12:42PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Malevolent	
[4/16/23 12:54PM] Player picked up item: Coin, id: 995, amount: 1606721, owner: Malevolent	
[4/16/23 12:54PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Malevolent	
[4/16/23 12:55PM] Player picked up item: Coin, id: 995, amount: 300, owner: Malevolent	
[4/16/23 12:55PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Malevolent	
[4/16/23 12:55PM] Player picked up item: Coin, id: 995, amount: 300, owner: Malevolent	
[4/16/23 12:55PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Malevolent	
[4/16/23 01:25PM] Player picked up item: Coin, id: 995, amount: 300, owner: Malevolent	
[4/16/23 01:25PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Malevolent	
[4/16/23 01:28PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Malevolent	
[4/16/23 01:28PM] Player picked up item: Coin, id: 995, amount: 300, owner: Malevolent	
[4/16/23 01:28PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Malevolent	
[4/16/23 01:28PM] Player picked up item: Coin, id: 995, amount: 600, owner: Malevolent	
[4/16/23 01:42PM] Player picked up item: Blurite Cape, id: 20400, amount: 1, owner: Malevolent	
[4/16/23 01:49PM] Player picked up item: Coin, id: 995, amount: 4200, owner: Malevolent	
[4/16/23 01:54PM] Player picked up item: Coin, id: 995, amount: 1879598, owner: Malevolent	
[4/16/23 01:54PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Malevolent	
[4/16/23 01:58PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Malevolent	
[4/16/23 01:58PM] Player picked up item: Vote scroll, id: 23020, amount: 6, owner: Malevolent	
[4/16/23 02:07PM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Malevolent	
[4/16/23 02:09PM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Malevolent	
[4/16/23 02:13PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Malevolent	
[4/16/23 02:20PM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Malevolent	
