[4/20/23 09:22AM] Player picked up item: Coin, id: 995, amount: 100, owner: Baka	
[4/20/23 09:22AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Baka	
[4/20/23 09:22AM] Player picked up item: Coin, id: 995, amount: 100, owner: Baka	
[4/20/23 09:22AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Baka	
[4/20/23 09:22AM] Player picked up item: Coin, id: 995, amount: 100, owner: Baka	
[4/20/23 09:22AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Baka	
[4/20/23 09:22AM] Player picked up item: Coin, id: 995, amount: 100, owner: Baka	
[4/20/23 09:22AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Baka	
[4/20/23 09:23AM] Player picked up item: Coin, id: 995, amount: 100, owner: Baka	
[4/20/23 09:23AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Baka	
[4/20/23 09:23AM] Player picked up item: Coin, id: 995, amount: 100, owner: Baka	
[4/20/23 09:23AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Baka	
[4/20/23 09:23AM] Player picked up item: Coin, id: 995, amount: 100, owner: Baka	
[4/20/23 09:23AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Baka	
[4/20/23 09:23AM] Player picked up item: Coin, id: 995, amount: 100, owner: Baka	
[4/20/23 09:23AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Baka	
[4/20/23 09:23AM] Player picked up item: Coin, id: 995, amount: 100, owner: Baka	
[4/20/23 09:24AM] Player picked up item: Coin, id: 995, amount: 100, owner: Baka	
[4/20/23 09:24AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Baka	
[4/20/23 09:24AM] Player picked up item: Coin, id: 995, amount: 200, owner: Baka	
[4/20/23 09:24AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Baka	
[4/20/23 09:24AM] Player picked up item: Coin, id: 995, amount: 100, owner: Baka	
[4/20/23 09:24AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Baka	
[4/20/23 09:25AM] Player picked up item: Coin, id: 995, amount: 200, owner: Baka	
[4/20/23 09:25AM] Player picked up item: Coin, id: 995, amount: 200, owner: Baka	
[4/20/23 09:25AM] Player picked up item: Coin, id: 995, amount: 200, owner: Baka	
[4/20/23 09:25AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Baka	
[4/20/23 09:26AM] Player picked up item: Coin, id: 995, amount: 400, owner: Baka	
[4/20/23 09:30AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Baka	
