[4/21/23 07:27PM] Player picked up item: Coin, id: 995, amount: 100, owner: Toasty	
[4/21/23 07:27PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Toasty	
[4/21/23 07:29PM] Player picked up item: Coin, id: 995, amount: 100, owner: Toasty	
[4/21/23 07:34PM] Player picked up item: Coin, id: 995, amount: 1632563, owner: Toasty	
[4/21/23 07:34PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Toasty	
[4/21/23 07:35PM] Player picked up item: Zinq shield, id: 23056, amount: 1, owner: Toasty	
[4/21/23 07:36PM] Player picked up item: Blurite Body, id: 19985, amount: 1, owner: Toasty	
[4/21/23 07:36PM] Player picked up item: Blurite Helm, id: 19984, amount: 1, owner: Toasty	
[4/21/23 07:36PM] Player picked up item: Blurite Helm, id: 19984, amount: 1, owner: Toasty	
[4/21/23 07:44PM] Player picked up item: Coin, id: 995, amount: 500, owner: Toasty	
[4/21/23 07:47PM] Player picked up item: Blurite Amulet, id: 19991, amount: 1, owner: Toasty	
[4/21/23 08:00PM] Player picked up item: Imperial Minigun, id: 18636, amount: 1, owner: Toasty	
[4/21/23 08:04PM] Player picked up item: Coin, id: 995, amount: 2136120, owner: Toasty	
[4/21/23 08:04PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Toasty	
[4/21/23 08:04PM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Toasty	
[4/21/23 08:13PM] Player picked up item: Coin, id: 995, amount: 800, owner: Toasty	
[4/21/23 08:21PM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Toasty	
[4/21/23 08:21PM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Toasty	
[4/21/23 08:23PM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Toasty	
[4/21/23 08:27PM] Player picked up item: Coin, id: 995, amount: 3600, owner: Toasty	
[4/21/23 08:27PM] Player picked up item: Coin, id: 995, amount: 3600, owner: Toasty	
[4/21/23 08:29PM] Player picked up item: Vial, id: 229, amount: 1, owner: Classic Irl	
[4/21/23 08:29PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Toasty	
[4/21/23 08:29PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Toasty	
[4/21/23 08:30PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Toasty	
