[4/17/23 04:06AM] Player picked up item: Coin, id: 995, amount: 100, owner: Retch	
[4/17/23 04:06AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Retch	
[4/17/23 04:06AM] Player picked up item: Coin, id: 995, amount: 100, owner: Retch	
[4/17/23 04:06AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Retch	
[4/17/23 04:06AM] Player picked up item: Coin, id: 995, amount: 100, owner: Retch	
[4/17/23 04:06AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Retch	
[4/17/23 04:06AM] Player picked up item: Coin, id: 995, amount: 100, owner: Retch	
[4/17/23 04:06AM] Player picked up item: Coin, id: 995, amount: 100, owner: Retch	
[4/17/23 04:06AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Retch	
[4/17/23 04:06AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Retch	
[4/17/23 04:06AM] Player picked up item: Coin, id: 995, amount: 100, owner: Retch	
[4/17/23 04:06AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Retch	
[4/17/23 04:06AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Retch	
[4/17/23 04:06AM] Player picked up item: Coin, id: 995, amount: 100, owner: Retch	
[4/17/23 04:06AM] Player picked up item: Coin, id: 995, amount: 100, owner: Retch	
[4/17/23 04:06AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Retch	
[4/17/23 04:06AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Retch	
[4/17/23 04:07AM] Player picked up item: Coin, id: 995, amount: 200, owner: Retch	
[4/17/23 04:07AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Retch	
[4/17/23 04:07AM] Player picked up item: Coin, id: 995, amount: 200, owner: Retch	
[4/17/23 04:07AM] Player picked up item: Coin, id: 995, amount: 200, owner: Retch	
[4/17/23 04:07AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Retch	
[4/17/23 04:07AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Retch	
[4/17/23 04:07AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Retch	
[4/17/23 04:07AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Retch	
[4/17/23 04:07AM] Player picked up item: Coin, id: 995, amount: 200, owner: Retch	
