[4/19/23 07:58AM] Player picked up item: Coin, id: 995, amount: 100, owner: Tuggy	
[4/19/23 08:00AM] Player picked up item: Coin, id: 995, amount: 200, owner: Tuggy	
[4/19/23 08:00AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tuggy	
[4/19/23 08:00AM] Player picked up item: Coin, id: 995, amount: 200, owner: Tuggy	
[4/19/23 08:00AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tuggy	
[4/19/23 08:01AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Tuggy	
[4/19/23 08:01AM] Player picked up item: Coin, id: 995, amount: 400, owner: Tuggy	
[4/19/23 08:01AM] Player picked up item: Coin, id: 995, amount: 200, owner: Tuggy	
[4/19/23 08:02AM] Player picked up item: Coin, id: 995, amount: 400, owner: Tuggy	
[4/19/23 08:02AM] Player picked up item: Coin, id: 995, amount: 800, owner: Tuggy	
[4/19/23 08:02AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tuggy	
[4/19/23 08:02AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Tuggy	
[4/19/23 08:02AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tuggy	
[4/19/23 08:02AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Tuggy	
[4/19/23 08:02AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Tuggy	
[4/19/23 08:02AM] Player picked up item: Coin, id: 995, amount: 200, owner: Tuggy	
[4/19/23 08:02AM] Player picked up item: Coin, id: 995, amount: 800, owner: Tuggy	
[4/19/23 08:02AM] Player picked up item: Coin, id: 995, amount: 200, owner: Tuggy	
[4/19/23 08:02AM] Player picked up item: Coin, id: 995, amount: 200, owner: Tuggy	
[4/19/23 08:02AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tuggy	
[4/19/23 08:03AM] Player picked up item: Coin, id: 995, amount: 200, owner: Tuggy	
[4/19/23 08:03AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tuggy	
[4/19/23 08:03AM] Player picked up item: Coin, id: 995, amount: 600, owner: Tuggy	
[4/19/23 08:03AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tuggy	
[4/19/23 08:04AM] Player picked up item: Coin, id: 995, amount: 300, owner: Tuggy	
[4/19/23 08:04AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Tuggy	
[4/19/23 08:04AM] Player picked up item: Coin, id: 995, amount: 600, owner: Tuggy	
[4/19/23 08:04AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tuggy	
[4/19/23 08:17AM] Player picked up item: Coin, id: 995, amount: 1757077, owner: Tuggy	
[4/19/23 08:17AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Tuggy	
[4/19/23 08:26AM] Player picked up item: Coin, id: 995, amount: 400, owner: Tuggy	
[4/19/23 08:26AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tuggy	
[4/19/23 08:26AM] Player picked up item: Coin, id: 995, amount: 400, owner: Tuggy	
[4/19/23 08:26AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tuggy	
[4/19/23 08:29AM] Player picked up item: Coin, id: 995, amount: 800, owner: Tuggy	
[4/19/23 08:29AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Tuggy	
[4/19/23 08:29AM] Player picked up item: Coin, id: 995, amount: 1200, owner: Tuggy	
[4/19/23 08:29AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Tuggy	
[4/19/23 08:30AM] Player picked up item: Coin, id: 995, amount: 1200, owner: Tuggy	
[4/19/23 08:30AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Tuggy	
[4/19/23 08:30AM] Player picked up item: Coin, id: 995, amount: 1200, owner: Tuggy	
[4/19/23 08:31AM] Player picked up item: Coin, id: 995, amount: 500, owner: Tuggy	
[4/19/23 08:31AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tuggy	
[4/19/23 08:42AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Tuggy	
[4/19/23 08:42AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Tuggy	
[4/19/23 08:42AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Tuggy	
[4/19/23 08:47AM] Player picked up item: Coin, id: 995, amount: 2233639, owner: Tuggy	
[4/19/23 08:47AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Tuggy	
[4/19/23 08:49AM] Player picked up item: Coin, id: 995, amount: 2144983, owner: Tuggy	
