[4/20/23 02:51AM] Player picked up item: Coin, id: 995, amount: 100, owner: Bigbung	
[4/20/23 02:51AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bigbung	
[4/20/23 02:51AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Bigbung	
[4/20/23 02:51AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bigbung	
[4/20/23 02:52AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bigbung	
[4/20/23 02:52AM] Player picked up item: Coin, id: 995, amount: 200, owner: Bigbung	
[4/20/23 02:52AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bigbung	
[4/20/23 02:52AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bigbung	
[4/20/23 02:54AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Bigbung	
[4/20/23 02:54AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bigbung	
[4/20/23 02:55AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Bigbung	
[4/20/23 02:55AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bigbung	
[4/20/23 02:55AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Bigbung	
[4/20/23 02:56AM] Player picked up item: Blurite Ring, id: 19992, amount: 1, owner: Bigbung	
[4/20/23 02:56AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Bigbung	
[4/20/23 02:56AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bigbung	
[4/20/23 02:56AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Bigbung	
[4/20/23 02:56AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Bigbung	
[4/20/23 02:56AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bigbung	
[4/20/23 02:58AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bigbung	
[4/20/23 02:58AM] Player picked up item: Coin, id: 995, amount: 400, owner: Bigbung	
[4/20/23 02:58AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Bigbung	
[4/20/23 02:58AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bigbung	
[4/20/23 03:05AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Bigbung	
[4/20/23 03:05AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Bigbung	
[4/20/23 03:06AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Bigbung	
[4/20/23 03:06AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Bigbung	
[4/20/23 03:07AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bigbung	
