[4/16/23 04:54PM] Player picked up item: Coin, id: 995, amount: 200, owner: Bsmithy	
[4/16/23 04:54PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Bsmithy	
[4/16/23 04:54PM] Player picked up item: Coin, id: 995, amount: 100, owner: Bsmithy	
[4/16/23 04:54PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bsmithy	
[4/16/23 04:55PM] Player picked up item: Coin, id: 995, amount: 100, owner: Bsmithy	
[4/16/23 04:55PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bsmithy	
[4/16/23 04:55PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bsmithy	
[4/16/23 04:55PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bsmithy	
[4/16/23 04:55PM] Player picked up item: Coin, id: 995, amount: 100, owner: Bsmithy	
[4/16/23 04:55PM] Player picked up item: Coin, id: 995, amount: 100, owner: Bsmithy	
[4/16/23 04:55PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bsmithy	
[4/16/23 04:57PM] Player picked up item: Coin, id: 995, amount: 200, owner: Bsmithy	
[4/16/23 04:57PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bsmithy	
[4/16/23 04:57PM] Player picked up item: Coin, id: 995, amount: 200, owner: Bsmithy	
[4/16/23 04:57PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bsmithy	
[4/16/23 04:57PM] Player picked up item: Coin, id: 995, amount: 200, owner: Bsmithy	
[4/16/23 04:57PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bsmithy	
[4/16/23 04:57PM] Player picked up item: Coin, id: 995, amount: 200, owner: Bsmithy	
[4/16/23 04:57PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bsmithy	
[4/16/23 04:57PM] Player picked up item: Coin, id: 995, amount: 200, owner: Bsmithy	
[4/16/23 04:57PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bsmithy	
[4/16/23 04:57PM] Player picked up item: Coin, id: 995, amount: 400, owner: Bsmithy	
[4/16/23 04:57PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Bsmithy	
[4/16/23 04:58PM] Player picked up item: Coin, id: 995, amount: 400, owner: Bsmithy	
[4/16/23 04:58PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Bsmithy	
[4/16/23 04:58PM] Player picked up item: Coin, id: 995, amount: 200, owner: Bsmithy	
[4/16/23 04:58PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bsmithy	
[4/16/23 04:58PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Bsmithy	
[4/16/23 04:58PM] Player picked up item: Coin, id: 995, amount: 400, owner: Bsmithy	
[4/16/23 04:58PM] Player picked up item: Coin, id: 995, amount: 200, owner: Bsmithy	
[4/16/23 04:58PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bsmithy	
[4/16/23 04:59PM] Player picked up item: Coin, id: 995, amount: 200, owner: Bsmithy	
[4/16/23 04:59PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bsmithy	
[4/16/23 04:59PM] Player picked up item: Coin, id: 995, amount: 200, owner: Bsmithy	
[4/16/23 04:59PM] Player picked up item: Coin, id: 995, amount: 200, owner: Bsmithy	
[4/16/23 04:59PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Bsmithy	
[4/16/23 04:59PM] Player picked up item: Coin, id: 995, amount: 200, owner: Bsmithy	
[4/16/23 04:59PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bsmithy	
[4/16/23 04:59PM] Player picked up item: Coin, id: 995, amount: 200, owner: Bsmithy	
[4/16/23 04:59PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bsmithy	
[4/16/23 04:59PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Bsmithy	
[4/16/23 04:59PM] Player picked up item: Coin, id: 995, amount: 400, owner: Bsmithy	
[4/16/23 05:02PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bsmithy	
[4/16/23 05:02PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bsmithy	
[4/16/23 05:02PM] Player picked up item: Coin, id: 995, amount: 300, owner: Bsmithy	
[4/16/23 05:02PM] Player picked up item: Coin, id: 995, amount: 300, owner: Bsmithy	
[4/16/23 05:02PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bsmithy	
[4/16/23 05:02PM] Player picked up item: Coin, id: 995, amount: 300, owner: Bsmithy	
[4/16/23 05:02PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bsmithy	
[4/16/23 05:04PM] Player picked up item: Coin, id: 995, amount: 600, owner: Bsmithy	
[4/16/23 05:04PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Bsmithy	
[4/16/23 05:04PM] Player picked up item: Coin, id: 995, amount: 900, owner: Bsmithy	
[4/16/23 05:04PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Bsmithy	
[4/16/23 05:04PM] Player picked up item: Coin, id: 995, amount: 300, owner: Bsmithy	
[4/16/23 05:04PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Bsmithy	
[4/16/23 05:04PM] Player picked up item: Coin, id: 995, amount: 300, owner: Bsmithy	
[4/16/23 05:04PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bsmithy	
[4/16/23 05:04PM] Player picked up item: Coin, id: 995, amount: 1800, owner: Bsmithy	
[4/16/23 05:04PM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Bsmithy	
[4/16/23 05:04PM] Player picked up item: Coin, id: 995, amount: 300, owner: Bsmithy	
[4/16/23 05:04PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bsmithy	
[4/16/23 05:04PM] Player picked up item: Coin, id: 995, amount: 300, owner: Bsmithy	
[4/16/23 05:04PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bsmithy	
[4/16/23 05:04PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bsmithy	
[4/16/23 05:04PM] Player picked up item: Coin, id: 995, amount: 300, owner: Bsmithy	
[4/16/23 05:06PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Bsmithy	
[4/16/23 05:06PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Bsmithy	
[4/16/23 05:07PM] Player picked up item: Coin, id: 995, amount: 600, owner: Bsmithy	
[4/16/23 05:07PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Bsmithy	
[4/16/23 05:07PM] Player picked up item: Coin, id: 995, amount: 600, owner: Bsmithy	
[4/16/23 05:07PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Bsmithy	
[4/16/23 05:07PM] Player picked up item: Coin, id: 995, amount: 300, owner: Bsmithy	
[4/16/23 05:07PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bsmithy	
[4/16/23 05:07PM] Player picked up item: Coin, id: 995, amount: 300, owner: Bsmithy	
[4/16/23 05:07PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Bsmithy	
[4/16/23 05:07PM] Player picked up item: Coin, id: 995, amount: 300, owner: Bsmithy	
[4/16/23 05:07PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bsmithy	
[4/16/23 05:10PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Bsmithy	
[4/16/23 05:10PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bsmithy	
[4/16/23 05:10PM] Player picked up item: Coin, id: 995, amount: 400, owner: Bsmithy	
[4/16/23 05:10PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bsmithy	
[4/16/23 05:10PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bsmithy	
[4/16/23 05:10PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bsmithy	
[4/16/23 05:10PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bsmithy	
[4/16/23 05:11PM] Player picked up item: Coin, id: 995, amount: 800, owner: Bsmithy	
[4/16/23 05:11PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bsmithy	
[4/16/23 05:11PM] Player picked up item: Blurite Gloves, id: 19988, amount: 1, owner: Bsmithy	
[4/16/23 05:15PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Bsmithy	
