[4/16/23 07:11PM] Player picked up item: Coin, id: 995, amount: 100, owner: Arthas	
[4/16/23 07:11PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Arthas	
[4/16/23 07:11PM] Player picked up item: Coin, id: 995, amount: 100, owner: Arthas	
[4/16/23 07:11PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Arthas	
[4/16/23 07:11PM] Player picked up item: Coin, id: 995, amount: 100, owner: Arthas	
[4/16/23 07:11PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Arthas	
[4/16/23 07:11PM] Player picked up item: Coin, id: 995, amount: 100, owner: Arthas	
[4/16/23 07:11PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Arthas	
[4/16/23 07:11PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Arthas	
[4/16/23 07:11PM] Player picked up item: Coin, id: 995, amount: 100, owner: Arthas	
[4/16/23 07:11PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Arthas	
[4/16/23 07:11PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Arthas	
[4/16/23 07:12PM] Player picked up item: Coin, id: 995, amount: 100, owner: Arthas	
[4/16/23 07:12PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Arthas	
[4/16/23 07:12PM] Player picked up item: Coin, id: 995, amount: 100, owner: Arthas	
[4/16/23 07:12PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Arthas	
[4/16/23 07:12PM] Player picked up item: Coin, id: 995, amount: 100, owner: Arthas	
[4/16/23 07:12PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Arthas	
[4/16/23 07:13PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Arthas	
[4/16/23 07:13PM] Player picked up item: Coin, id: 995, amount: 200, owner: Arthas	
[4/16/23 07:13PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Arthas	
[4/16/23 07:13PM] Player picked up item: Coin, id: 995, amount: 200, owner: Arthas	
[4/16/23 07:13PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Arthas	
[4/16/23 07:13PM] Player picked up item: Coin, id: 995, amount: 200, owner: Arthas	
[4/16/23 07:13PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Arthas	
[4/16/23 07:13PM] Player picked up item: Coin, id: 995, amount: 200, owner: Arthas	
[4/16/23 07:13PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Arthas	
[4/16/23 07:14PM] Player picked up item: Coin, id: 995, amount: 200, owner: Arthas	
[4/16/23 07:14PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Arthas	
[4/16/23 07:14PM] Player picked up item: Coin, id: 995, amount: 200, owner: Arthas	
[4/16/23 07:14PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Arthas	
[4/16/23 07:14PM] Player picked up item: Coin, id: 995, amount: 200, owner: Arthas	
[4/16/23 07:14PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Arthas	
[4/16/23 07:14PM] Player picked up item: Coin, id: 995, amount: 200, owner: Arthas	
[4/16/23 07:14PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Arthas	
[4/16/23 07:14PM] Player picked up item: Coin, id: 995, amount: 200, owner: Arthas	
[4/16/23 07:14PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Arthas	
[4/16/23 07:15PM] Player picked up item: Coin, id: 995, amount: 200, owner: Arthas	
[4/16/23 07:15PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Arthas	
[4/16/23 07:15PM] Player picked up item: Coin, id: 995, amount: 200, owner: Arthas	
[4/16/23 07:15PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Arthas	
[4/16/23 07:15PM] Player picked up item: Coin, id: 995, amount: 200, owner: Arthas	
