[4/15/23 05:43PM] Player picked up item: Blurite Box, id: 14488, amount: 1, owner: Hibashi	
[4/15/23 05:48PM] Player picked up item: Blurite Box, id: 14488, amount: 1, owner: Hibashi	
[4/15/23 05:49PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Hibashi	
[4/15/23 05:49PM] Player picked up item: Coin, id: 995, amount: 500, owner: Hibashi	
[4/15/23 05:49PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hibashi	
[4/15/23 05:54PM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Hibashi	
[4/15/23 05:54PM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Hibashi	
[4/15/23 05:56PM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Hibashi	
[4/15/23 05:56PM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Hibashi	
[4/15/23 05:56PM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Hibashi	
[4/15/23 05:56PM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Hibashi	
[4/15/23 05:56PM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Hibashi	
[4/15/23 05:58PM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Hibashi	
[4/15/23 05:58PM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Hibashi	
[4/15/23 05:58PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hibashi	
[4/15/23 05:58PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Hibashi	
[4/15/23 06:00PM] Player picked up item: Coin, id: 995, amount: 1850965, owner: Hibashi	
[4/15/23 06:00PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Hibashi	
[4/15/23 06:04PM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Hibashi	
[4/15/23 06:04PM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Hibashi	
[4/15/23 06:04PM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Hibashi	
[4/15/23 06:04PM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Hibashi	
[4/15/23 06:12PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Hibashi	
[4/15/23 06:15PM] Player picked up item: Coin, id: 995, amount: 700, owner: Hibashi	
[4/15/23 06:15PM] Player picked up item: Coin, id: 995, amount: 1400, owner: Hibashi	
[4/15/23 06:15PM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Hibashi	
[4/15/23 06:15PM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Hibashi	
[4/15/23 06:16PM] Player picked up item: Coin, id: 995, amount: 700, owner: Hibashi	
[4/15/23 06:17PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Hibashi	
[4/15/23 06:17PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Hibashi	
[4/15/23 06:18PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Hibashi	
[4/15/23 06:18PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Hibashi	
[4/15/23 06:18PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Hibashi	
[4/15/23 06:19PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Hibashi	
[4/15/23 06:19PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Hibashi	
[4/15/23 06:22PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Hibashi	
[4/15/23 06:25PM] Player picked up item: Zinq sword, id: 23055, amount: 1, owner: Hibashi	
[4/15/23 06:27PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Hibashi	
[4/15/23 06:27PM] Player picked up item: Coin, id: 995, amount: 8000, owner: Hibashi	
[4/15/23 06:28PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hibashi	
