[4/16/23 08:37AM] Player picked up item: Coin, id: 995, amount: 100, owner: Origin	
[4/16/23 08:37AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Origin	
[4/16/23 08:37AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Origin	
[4/16/23 08:37AM] Player picked up item: Coin, id: 995, amount: 100, owner: Origin	
[4/16/23 08:37AM] Player picked up item: Coin, id: 995, amount: 100, owner: Origin	
[4/16/23 08:37AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Origin	
[4/16/23 08:37AM] Player picked up item: Coin, id: 995, amount: 100, owner: Origin	
[4/16/23 08:38AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Origin	
[4/16/23 08:38AM] Player picked up item: Coin, id: 995, amount: 100, owner: Origin	
[4/16/23 08:38AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Origin	
[4/16/23 08:38AM] Player picked up item: Coin, id: 995, amount: 100, owner: Origin	
[4/16/23 08:38AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Origin	
[4/16/23 08:38AM] Player picked up item: Coin, id: 995, amount: 100, owner: Origin	
[4/16/23 08:38AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Origin	
[4/16/23 08:38AM] Player picked up item: Coin, id: 995, amount: 100, owner: Origin	
[4/16/23 08:38AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Origin	
[4/16/23 08:38AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Origin	
[4/16/23 08:38AM] Player picked up item: Coin, id: 995, amount: 100, owner: Origin	
[4/16/23 08:38AM] Player picked up item: Coin, id: 995, amount: 100, owner: Origin	
[4/16/23 08:38AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Origin	
[4/16/23 08:39AM] Player picked up item: Coin, id: 995, amount: 200, owner: Origin	
[4/16/23 08:39AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Origin	
[4/16/23 08:39AM] Player picked up item: Coin, id: 995, amount: 200, owner: Origin	
[4/16/23 08:39AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Origin	
[4/16/23 08:39AM] Player picked up item: Coin, id: 995, amount: 200, owner: Origin	
[4/16/23 08:39AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Origin	
[4/16/23 08:39AM] Player picked up item: Coin, id: 995, amount: 200, owner: Origin	
[4/16/23 08:39AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Origin	
[4/16/23 08:39AM] Player picked up item: Coin, id: 995, amount: 200, owner: Origin	
[4/16/23 08:39AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Origin	
[4/16/23 08:39AM] Player picked up item: Coin, id: 995, amount: 200, owner: Origin	
[4/16/23 08:39AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Origin	
[4/16/23 08:39AM] Player picked up item: Coin, id: 995, amount: 200, owner: Origin	
[4/16/23 08:39AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Origin	
[4/16/23 08:39AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Origin	
[4/16/23 08:39AM] Player picked up item: Coin, id: 995, amount: 200, owner: Origin	
[4/16/23 08:39AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Origin	
[4/16/23 08:40AM] Player picked up item: Coin, id: 995, amount: 200, owner: Origin	
[4/16/23 08:40AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Origin	
[4/16/23 08:40AM] Player picked up item: Coin, id: 995, amount: 200, owner: Origin	
[4/16/23 08:40AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Origin	
[4/16/23 08:40AM] Player picked up item: Coin, id: 995, amount: 200, owner: Origin	
[4/16/23 08:40AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Origin	
[4/16/23 08:40AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Origin	
[4/16/23 08:40AM] Player picked up item: Coin, id: 995, amount: 200, owner: Origin	
[4/16/23 08:40AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Origin	
[4/16/23 08:40AM] Player picked up item: Coin, id: 995, amount: 200, owner: Origin	
[4/16/23 08:40AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Origin	
[4/16/23 08:40AM] Player picked up item: Coin, id: 995, amount: 200, owner: Origin	
[4/16/23 08:40AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Origin	
[4/16/23 08:40AM] Player picked up item: Coin, id: 995, amount: 200, owner: Origin	
[4/16/23 08:40AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Origin	
[4/16/23 08:40AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Origin	
[4/16/23 08:40AM] Player picked up item: Coin, id: 995, amount: 200, owner: Origin	
[4/16/23 08:41AM] Player picked up item: Coin, id: 995, amount: 200, owner: Origin	
[4/16/23 08:41AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Origin	
[4/16/23 08:41AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Origin	
[4/16/23 08:41AM] Player picked up item: Coin, id: 995, amount: 200, owner: Origin	
[4/16/23 08:42AM] Player picked up item: Coin, id: 995, amount: 300, owner: Origin	
[4/16/23 08:42AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Origin	
[4/16/23 08:42AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Origin	
[4/16/23 08:42AM] Player picked up item: Coin, id: 995, amount: 300, owner: Origin	
[4/16/23 08:42AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Origin	
[4/16/23 08:42AM] Player picked up item: Coin, id: 995, amount: 300, owner: Origin	
[4/16/23 08:42AM] Player picked up item: Coin, id: 995, amount: 600, owner: Origin	
[4/16/23 08:42AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Origin	
[4/16/23 08:42AM] Player picked up item: Coin, id: 995, amount: 300, owner: Origin	
[4/16/23 08:42AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Origin	
