[4/18/23 09:59AM] Player picked up item: Coin, id: 995, amount: 100, owner: King	
[4/18/23 09:59AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: King	
[4/18/23 10:00AM] Player picked up item: Coin, id: 995, amount: 100, owner: King	
[4/18/23 10:00AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: King	
[4/18/23 10:01AM] Player picked up item: Coin, id: 995, amount: 100, owner: King	
[4/18/23 10:01AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: King	
[4/18/23 10:03AM] Player picked up item: Coin, id: 995, amount: 100, owner: King	
[4/18/23 10:03AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: King	
[4/18/23 10:03AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: King	
[4/18/23 10:04AM] Player picked up item: Coin, id: 995, amount: 100, owner: King	
[4/18/23 10:04AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: King	
[4/18/23 10:04AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: King	
[4/18/23 10:05AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: King	
[4/18/23 10:05AM] Player picked up item: Coin, id: 995, amount: 100, owner: King	
[4/18/23 10:05AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: King	
[4/18/23 10:06AM] Player picked up item: Coin, id: 995, amount: 100, owner: King	
[4/18/23 10:06AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: King	
[4/18/23 10:07AM] Player picked up item: Coin, id: 995, amount: 100, owner: King	
[4/18/23 10:07AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: King	
[4/18/23 10:08AM] Player picked up item: Coin, id: 995, amount: 100, owner: King	
[4/18/23 10:08AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: King	
[4/18/23 10:08AM] Player picked up item: Coin, id: 995, amount: 100, owner: King	
[4/18/23 10:08AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: King	
[4/18/23 10:09AM] Player picked up item: Coin, id: 995, amount: 200, owner: King	
[4/18/23 10:09AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: King	
[4/18/23 10:10AM] Player picked up item: Coin, id: 995, amount: 200, owner: King	
[4/18/23 10:10AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: King	
[4/18/23 10:11AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: King	
[4/18/23 10:11AM] Player picked up item: Coin, id: 995, amount: 200, owner: King	
[4/18/23 10:11AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: King	
[4/18/23 10:12AM] Player picked up item: Coin, id: 995, amount: 200, owner: King	
[4/18/23 10:12AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: King	
[4/18/23 10:12AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: King	
[4/18/23 10:12AM] Player picked up item: Coin, id: 995, amount: 200, owner: King	
[4/18/23 10:13AM] Player picked up item: Coin, id: 995, amount: 200, owner: King	
[4/18/23 10:13AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: King	
[4/18/23 10:14AM] Player picked up item: Coin, id: 995, amount: 200, owner: King	
[4/18/23 10:14AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: King	
[4/18/23 10:16AM] Player picked up item: Blurite Boots, id: 19989, amount: 1, owner: King	
[4/18/23 10:16AM] Player picked up item: Blurite Boots, id: 19989, amount: 1, owner: King	
[4/18/23 10:16AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: King	
[4/18/23 10:16AM] Player picked up item: Coin, id: 995, amount: 200, owner: King	
[4/18/23 10:17AM] Player picked up item: Coin, id: 995, amount: 200, owner: King	
[4/18/23 10:17AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: King	
[4/18/23 10:17AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: King	
[4/18/23 10:18AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: King	
[4/18/23 10:19AM] Player picked up item: Coin, id: 995, amount: 200, owner: King	
[4/18/23 10:19AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: King	
[4/18/23 10:20AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: King	
[4/18/23 10:21AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: King	
[4/18/23 10:21AM] Player picked up item: Coin, id: 995, amount: 200, owner: King	
[4/18/23 10:21AM] Player picked up item: Coin, id: 995, amount: 200, owner: King	
[4/18/23 10:21AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: King	
[4/18/23 10:22AM] Player picked up item: Coin, id: 995, amount: 200, owner: King	
[4/18/23 10:22AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: King	
[4/18/23 10:25AM] Player picked up item: Coin, id: 995, amount: 200, owner: King	
[4/18/23 10:25AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: King	
[4/18/23 10:29AM] Player picked up item: Coin, id: 995, amount: 300, owner: King	
[4/18/23 10:29AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: King	
[4/18/23 10:30AM] Player picked up item: Coin, id: 995, amount: 300, owner: King	
[4/18/23 10:30AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: King	
[4/18/23 10:31AM] Player picked up item: Coin, id: 995, amount: 300, owner: King	
[4/18/23 10:31AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: King	
[4/18/23 10:31AM] Player picked up item: Coin, id: 995, amount: 300, owner: King	
[4/18/23 10:31AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: King	
[4/18/23 10:32AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: King	
[4/18/23 10:32AM] Player picked up item: Coin, id: 995, amount: 300, owner: King	
[4/18/23 10:32AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: King	
[4/18/23 10:33AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: King	
[4/18/23 10:33AM] Player picked up item: Coin, id: 995, amount: 300, owner: King	
[4/18/23 10:40AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: King	
[4/18/23 10:45AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: King	
[4/18/23 10:45AM] Player picked up item: Coin, id: 995, amount: 600, owner: King	
[4/18/23 10:52AM] Player picked up item: Coin, id: 995, amount: 300, owner: King	
