[4/15/23 10:17PM] Player picked up item: Coin, id: 995, amount: 100, owner: You	
[4/15/23 10:17PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: You	
[4/15/23 10:18PM] Player picked up item: Coin, id: 995, amount: 100, owner: You	
[4/15/23 10:18PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: You	
[4/15/23 10:19PM] Player picked up item: Coin, id: 995, amount: 100, owner: You	
[4/15/23 10:19PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: You	
[4/15/23 10:19PM] Player picked up item: Coin, id: 995, amount: 100, owner: You	
[4/15/23 10:19PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: You	
[4/15/23 10:19PM] Player picked up item: Coin, id: 995, amount: 100, owner: You	
[4/15/23 10:19PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: You	
[4/15/23 10:19PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: You	
[4/15/23 10:20PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: You	
[4/15/23 10:20PM] Player picked up item: Coin, id: 995, amount: 100, owner: You	
[4/15/23 10:20PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: You	
[4/15/23 10:20PM] Player picked up item: Coin, id: 995, amount: 100, owner: You	
[4/15/23 10:20PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: You	
[4/15/23 10:21PM] Player picked up item: Coin, id: 995, amount: 100, owner: You	
[4/15/23 10:21PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: You	
[4/15/23 10:21PM] Player picked up item: Coin, id: 995, amount: 100, owner: You	
[4/15/23 10:21PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: You	
[4/15/23 10:22PM] Player picked up item: Coin, id: 995, amount: 200, owner: You	
[4/15/23 10:22PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: You	
[4/15/23 10:23PM] Player picked up item: Coin, id: 995, amount: 200, owner: You	
[4/15/23 10:23PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: You	
[4/15/23 10:24PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: You	
[4/15/23 10:24PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: You	
[4/15/23 10:24PM] Player picked up item: Coin, id: 995, amount: 200, owner: You	
[4/15/23 10:24PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: You	
[4/15/23 10:25PM] Player picked up item: Coin, id: 995, amount: 200, owner: You	
[4/15/23 10:25PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: You	
[4/15/23 10:26PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: You	
[4/15/23 10:26PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: You	
