[4/20/23 07:09AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Jdrope	
[4/20/23 07:09AM] Player picked up item: Coin, id: 995, amount: 100, owner: Jdrope	
[4/20/23 07:09AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jdrope	
[4/20/23 07:09AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Jdrope	
[4/20/23 07:10AM] Player picked up item: Coin, id: 995, amount: 100, owner: Jdrope	
[4/20/23 07:10AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jdrope	
[4/20/23 07:10AM] Player picked up item: Coin, id: 995, amount: 100, owner: Jdrope	
[4/20/23 07:10AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jdrope	
[4/20/23 07:10AM] Player picked up item: Coin, id: 995, amount: 100, owner: Jdrope	
[4/20/23 07:10AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Jdrope	
[4/20/23 07:10AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jdrope	
[4/20/23 07:11AM] Player picked up item: Coin, id: 995, amount: 100, owner: Jdrope	
[4/20/23 07:11AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Jdrope	
[4/20/23 07:11AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jdrope	
[4/20/23 07:11AM] Player picked up item: Coin, id: 995, amount: 100, owner: Jdrope	
[4/20/23 07:11AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jdrope	
[4/20/23 07:12AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Jdrope	
[4/20/23 07:12AM] Player picked up item: Coin, id: 995, amount: 100, owner: Jdrope	
[4/20/23 07:12AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Jdrope	
[4/20/23 07:13AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Jdrope	
[4/20/23 07:13AM] Player picked up item: Coin, id: 995, amount: 200, owner: Jdrope	
[4/20/23 07:13AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jdrope	
[4/20/23 07:13AM] Player picked up item: Coin, id: 995, amount: 200, owner: Jdrope	
[4/20/23 07:13AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jdrope	
[4/20/23 07:13AM] Player picked up item: Coin, id: 995, amount: 200, owner: Jdrope	
[4/20/23 07:13AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jdrope	
[4/20/23 07:13AM] Player picked up item: Coin, id: 995, amount: 200, owner: Jdrope	
[4/20/23 07:13AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jdrope	
[4/20/23 07:13AM] Player picked up item: Coin, id: 995, amount: 200, owner: Jdrope	
[4/20/23 07:13AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Jdrope	
[4/20/23 07:13AM] Player picked up item: Coin, id: 995, amount: 200, owner: Jdrope	
[4/20/23 07:13AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jdrope	
[4/20/23 07:13AM] Player picked up item: Coin, id: 995, amount: 200, owner: Jdrope	
[4/20/23 07:13AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jdrope	
[4/20/23 07:14AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jdrope	
[4/20/23 07:14AM] Player picked up item: Coin, id: 995, amount: 200, owner: Jdrope	
[4/20/23 07:14AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Jdrope	
[4/20/23 07:14AM] Player picked up item: Coin, id: 995, amount: 200, owner: Jdrope	
[4/20/23 07:14AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Jdrope	
[4/20/23 07:14AM] Player picked up item: Coin, id: 995, amount: 200, owner: Jdrope	
[4/20/23 07:14AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jdrope	
[4/20/23 07:14AM] Player picked up item: Coin, id: 995, amount: 200, owner: Jdrope	
[4/20/23 07:14AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Jdrope	
[4/20/23 07:14AM] Player picked up item: Coin, id: 995, amount: 200, owner: Jdrope	
[4/20/23 07:14AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Jdrope	
[4/20/23 07:14AM] Player picked up item: Coin, id: 995, amount: 200, owner: Jdrope	
[4/20/23 07:15AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jdrope	
