[4/16/23 11:56AM] Player picked up item: Coin, id: 995, amount: 100, owner: Pluto	
[4/16/23 11:56AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pluto	
[4/16/23 11:57AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pluto	
[4/16/23 11:57AM] Player picked up item: Coin, id: 995, amount: 100, owner: Pluto	
[4/16/23 11:57AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pluto	
[4/16/23 11:58AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Pluto	
[4/16/23 11:58AM] Player picked up item: Coin, id: 995, amount: 100, owner: Pluto	
[4/16/23 11:58AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pluto	
[4/16/23 11:58AM] Player picked up item: Coin, id: 995, amount: 100, owner: Pluto	
[4/16/23 11:58AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pluto	
[4/16/23 11:59AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pluto	
[4/16/23 11:59AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Pluto	
[4/18/23 08:13AM] Player picked up item: Coin, id: 995, amount: 200, owner: Pluto	
[4/18/23 08:13AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pluto	
[4/18/23 08:14AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pluto	
[4/18/23 08:14AM] Player picked up item: Coin, id: 995, amount: 400, owner: Pluto	
[4/18/23 08:14AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Pluto	
[4/18/23 08:16AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Pluto	
[4/18/23 08:16AM] Player picked up item: Coin, id: 995, amount: 200, owner: Pluto	
[4/18/23 08:16AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Pluto	
[4/18/23 08:16AM] Player picked up item: Coin, id: 995, amount: 400, owner: Pluto	
[4/18/23 08:16AM] Player picked up item: Blurite Legs, id: 19986, amount: 1, owner: Pluto	
[4/18/23 08:16AM] Player picked up item: Coin, id: 995, amount: 200, owner: Pluto	
[4/18/23 08:17AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pluto	
[4/18/23 08:17AM] Player picked up item: Coin, id: 995, amount: 200, owner: Pluto	
[4/18/23 08:17AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Pluto	
[4/18/23 08:18AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pluto	
[4/18/23 08:18AM] Player picked up item: Coin, id: 995, amount: 200, owner: Pluto	
[4/18/23 08:18AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pluto	
[4/18/23 08:19AM] Player picked up item: Coin, id: 995, amount: 200, owner: Pluto	
[4/18/23 08:19AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pluto	
[4/18/23 08:19AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pluto	
[4/18/23 08:19AM] Player picked up item: Coin, id: 995, amount: 200, owner: Pluto	
[4/18/23 08:20AM] Player picked up item: Coin, id: 995, amount: 300, owner: Pluto	
[4/18/23 08:20AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Pluto	
[4/18/23 08:21AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Pluto	
[4/18/23 08:21AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Pluto	
[4/18/23 08:24AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pluto	
[4/18/23 08:29AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pluto	
[4/18/23 08:30AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Pluto	
[4/18/23 08:30AM] Player picked up item: Coin, id: 995, amount: 600, owner: Pluto	
[4/18/23 08:31AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pluto	
[4/18/23 08:32AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Pluto	
[4/18/23 08:32AM] Player picked up item: Coin, id: 995, amount: 300, owner: Pluto	
[4/18/23 08:32AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Pluto	
[4/18/23 08:32AM] Player picked up item: Coin, id: 995, amount: 600, owner: Pluto	
[4/18/23 08:33AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pluto	
[4/18/23 08:33AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Pluto	
[4/18/23 08:33AM] Player picked up item: Coin, id: 995, amount: 300, owner: Pluto	
[4/18/23 08:33AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Pluto	
[4/18/23 08:34AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pluto	
[4/18/23 08:34AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pluto	
[4/18/23 08:34AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pluto	
[4/18/23 08:34AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pluto	
[4/18/23 08:35AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pluto	
[4/18/23 08:35AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pluto	
[4/18/23 08:37AM] Player picked up item: Coin, id: 995, amount: 400, owner: Pluto	
[4/18/23 08:37AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Pluto	
