[4/18/23 08:21PM] Player picked up item: Coin, id: 995, amount: 100, owner: Dadsbelt	
[4/18/23 08:21PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dadsbelt	
[4/18/23 08:21PM] Player picked up item: Coin, id: 995, amount: 100, owner: Dadsbelt	
[4/18/23 08:21PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dadsbelt	
[4/18/23 08:21PM] Player picked up item: Coin, id: 995, amount: 100, owner: Dadsbelt	
[4/18/23 08:21PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dadsbelt	
[4/18/23 08:21PM] Player picked up item: Coin, id: 995, amount: 100, owner: Dadsbelt	
[4/18/23 08:21PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dadsbelt	
[4/18/23 08:21PM] Player picked up item: Coin, id: 995, amount: 100, owner: Dadsbelt	
[4/18/23 08:21PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dadsbelt	
[4/18/23 08:21PM] Player picked up item: Coin, id: 995, amount: 100, owner: Dadsbelt	
[4/18/23 08:21PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dadsbelt	
[4/18/23 08:22PM] Player picked up item: Coin, id: 995, amount: 100, owner: Dadsbelt	
[4/18/23 08:22PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dadsbelt	
[4/18/23 08:22PM] Player picked up item: Coin, id: 995, amount: 100, owner: Dadsbelt	
[4/18/23 08:22PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dadsbelt	
[4/18/23 08:22PM] Player picked up item: Coin, id: 995, amount: 100, owner: Dadsbelt	
[4/18/23 08:22PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dadsbelt	
[4/18/23 08:22PM] Player picked up item: Coin, id: 995, amount: 100, owner: Dadsbelt	
[4/18/23 08:22PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dadsbelt	
[4/18/23 08:22PM] Player picked up item: Coin, id: 995, amount: 200, owner: Dadsbelt	
[4/18/23 08:22PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dadsbelt	
[4/18/23 08:22PM] Player picked up item: Coin, id: 995, amount: 200, owner: Dadsbelt	
[4/18/23 08:23PM] Player picked up item: Coin, id: 995, amount: 200, owner: Dadsbelt	
[4/18/23 08:23PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dadsbelt	
[4/18/23 08:23PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dadsbelt	
[4/18/23 08:23PM] Player picked up item: Coin, id: 995, amount: 200, owner: Dadsbelt	
[4/18/23 08:23PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dadsbelt	
[4/18/23 08:23PM] Player picked up item: Coin, id: 995, amount: 200, owner: Dadsbelt	
[4/18/23 08:23PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dadsbelt	
[4/18/23 08:23PM] Player picked up item: Coin, id: 995, amount: 200, owner: Dadsbelt	
[4/18/23 08:23PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dadsbelt	
[4/18/23 08:23PM] Player picked up item: Coin, id: 995, amount: 200, owner: Dadsbelt	
[4/18/23 08:23PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dadsbelt	
[4/18/23 08:24PM] Player picked up item: Coin, id: 995, amount: 200, owner: Dadsbelt	
[4/18/23 08:24PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dadsbelt	
[4/18/23 08:24PM] Player picked up item: Coin, id: 995, amount: 200, owner: Dadsbelt	
[4/18/23 08:24PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dadsbelt	
[4/18/23 08:24PM] Player picked up item: Coin, id: 995, amount: 200, owner: Dadsbelt	
[4/18/23 08:25PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dadsbelt	
[4/18/23 08:25PM] Player picked up item: Coin, id: 995, amount: 200, owner: Dadsbelt	
[4/18/23 08:25PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dadsbelt	
[4/18/23 08:25PM] Player picked up item: Coin, id: 995, amount: 200, owner: Dadsbelt	
[4/18/23 08:25PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dadsbelt	
[4/18/23 08:29PM] Player picked up item: Blurite Gloves, id: 19988, amount: 1, owner: Dadsbelt	
[4/18/23 08:40PM] Player picked up item: Coin, id: 995, amount: 500, owner: Dadsbelt	
[4/18/23 08:40PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dadsbelt	
[4/18/23 08:40PM] Player picked up item: Coin, id: 995, amount: 500, owner: Dadsbelt	
[4/18/23 08:40PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Dadsbelt	
[4/18/23 08:43PM] Player picked up item: Coin, id: 995, amount: 1714304, owner: Dadsbelt	
[4/18/23 08:43PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Dadsbelt	
