[4/18/23 01:12PM] Player picked up item: Coin, id: 995, amount: 100, owner: Darkvi	
[4/18/23 01:12PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Darkvi	
[4/18/23 01:12PM] Player picked up item: Coin, id: 995, amount: 100, owner: Darkvi	
[4/18/23 01:13PM] Player picked up item: Coin, id: 995, amount: 100, owner: Darkvi	
[4/18/23 01:13PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Darkvi	
[4/18/23 01:13PM] Player picked up item: Coin, id: 995, amount: 100, owner: Darkvi	
[4/18/23 01:13PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Darkvi	
[4/18/23 01:13PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Darkvi	
[4/18/23 01:13PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Darkvi	
[4/18/23 01:13PM] Player picked up item: Coin, id: 995, amount: 100, owner: Darkvi	
[4/18/23 01:13PM] Player picked up item: Coin, id: 995, amount: 100, owner: Darkvi	
[4/18/23 01:14PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Darkvi	
[4/18/23 01:14PM] Player picked up item: Coin, id: 995, amount: 100, owner: Darkvi	
[4/18/23 01:14PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Darkvi	
[4/18/23 01:14PM] Player picked up item: Coin, id: 995, amount: 100, owner: Darkvi	
[4/18/23 01:14PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Darkvi	
[4/18/23 01:15PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Darkvi	
[4/18/23 01:15PM] Player picked up item: Coin, id: 995, amount: 100, owner: Darkvi	
[4/18/23 01:15PM] Player picked up item: Coin, id: 995, amount: 100, owner: Darkvi	
[4/18/23 01:15PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Darkvi	
[4/18/23 01:15PM] Player picked up item: Coin, id: 995, amount: 200, owner: Darkvi	
[4/18/23 01:15PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Darkvi	
[4/18/23 01:16PM] Player picked up item: Coin, id: 995, amount: 200, owner: Darkvi	
[4/18/23 01:16PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Darkvi	
[4/18/23 01:16PM] Player picked up item: Coin, id: 995, amount: 200, owner: Darkvi	
[4/18/23 01:16PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Darkvi	
[4/18/23 01:16PM] Player picked up item: Coin, id: 995, amount: 200, owner: Darkvi	
[4/18/23 01:16PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Darkvi	
[4/18/23 01:18PM] Player picked up item: Coin, id: 995, amount: 200, owner: Darkvi	
[4/18/23 01:18PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Darkvi	
[4/18/23 10:53PM] Player picked up item: Coin, id: 995, amount: 200, owner: Darkvi	
[4/18/23 10:53PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Darkvi	
[4/18/23 10:53PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Darkvi	
[4/18/23 10:53PM] Player picked up item: Coin, id: 995, amount: 200, owner: Darkvi	
[4/18/23 10:53PM] Player picked up item: Coin, id: 995, amount: 200, owner: Darkvi	
[4/18/23 10:53PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Darkvi	
[4/18/23 10:54PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Darkvi	
[4/18/23 10:55PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Darkvi	
[4/18/23 10:56PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Darkvi	
[4/18/23 10:57PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Darkvi	
[4/18/23 10:58PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Darkvi	
[4/18/23 10:58PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Darkvi	
[4/18/23 10:58PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Darkvi	
[4/18/23 10:58PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Darkvi	
[4/18/23 10:58PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Darkvi	
[4/18/23 10:59PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Darkvi	
[4/18/23 10:59PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Darkvi	
[4/18/23 10:59PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Darkvi	
[4/18/23 10:59PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Darkvi	
[4/18/23 11:00PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Darkvi	
[4/18/23 11:00PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Darkvi	
[4/18/23 11:00PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Darkvi	
[4/18/23 11:00PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Darkvi	
[4/18/23 11:00PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Darkvi	
[4/18/23 11:00PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Darkvi	
[4/18/23 11:01PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Darkvi	
[4/18/23 11:02PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Darkvi	
[4/18/23 11:03PM] Player picked up item: Coin, id: 995, amount: 1200, owner: Darkvi	
[4/18/23 11:03PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Darkvi	
[4/18/23 11:03PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Darkvi	
[4/18/23 11:07PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Darkvi	
[4/18/23 11:07PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Darkvi	
[4/18/23 11:07PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Darkvi	
[4/18/23 11:10PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Darkvi	
