[4/19/23 01:25PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Asylum	
[4/19/23 01:25PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Asylum	
[4/19/23 01:25PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Asylum	
[4/19/23 01:26PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Asylum	
[4/19/23 01:26PM] Player picked up item: Coin, id: 995, amount: 100, owner: Asylum	
[4/19/23 01:26PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Asylum	
[4/19/23 01:26PM] Player picked up item: Coin, id: 995, amount: 100, owner: Asylum	
[4/19/23 01:26PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Asylum	
[4/19/23 01:26PM] Player picked up item: Coin, id: 995, amount: 100, owner: Asylum	
[4/19/23 01:26PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Asylum	
[4/19/23 01:27PM] Player picked up item: Coin, id: 995, amount: 100, owner: Asylum	
[4/19/23 01:27PM] Player picked up item: Coin, id: 995, amount: 100, owner: Asylum	
[4/19/23 01:27PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Asylum	
[4/19/23 01:27PM] Player picked up item: Coin, id: 995, amount: 100, owner: Asylum	
[4/19/23 01:27PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Asylum	
[4/19/23 01:27PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Asylum	
[4/19/23 01:27PM] Player picked up item: Coin, id: 995, amount: 100, owner: Asylum	
[4/19/23 01:27PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Asylum	
[4/19/23 01:27PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Asylum	
[4/19/23 01:27PM] Player picked up item: Coin, id: 995, amount: 100, owner: Asylum	
[4/19/23 01:27PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Asylum	
[4/19/23 01:28PM] Player picked up item: Coin, id: 995, amount: 200, owner: Asylum	
[4/19/23 01:28PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Asylum	
[4/19/23 01:28PM] Player picked up item: Coin, id: 995, amount: 200, owner: Asylum	
[4/19/23 01:28PM] Player picked up item: Coin, id: 995, amount: 200, owner: Asylum	
[4/19/23 01:28PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Asylum	
[4/19/23 01:28PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Asylum	
[4/19/23 01:28PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Asylum	
[4/19/23 01:29PM] Player picked up item: Coin, id: 995, amount: 200, owner: Asylum	
[4/19/23 01:29PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Asylum	
[4/19/23 01:29PM] Player picked up item: Coin, id: 995, amount: 800, owner: Asylum	
[4/19/23 01:29PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Asylum	
[4/19/23 01:29PM] Player picked up item: Coin, id: 995, amount: 600, owner: Asylum	
[4/19/23 01:29PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Asylum	
[4/19/23 01:30PM] Player picked up item: Coin, id: 995, amount: 600, owner: Asylum	
[4/19/23 01:30PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Asylum	
[4/19/23 01:30PM] Player picked up item: Coin, id: 995, amount: 400, owner: Asylum	
[4/19/23 01:30PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Asylum	
[4/19/23 01:35PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Asylum	
[4/19/23 01:35PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Asylum	
[4/19/23 01:35PM] Player picked up item: Coin, id: 995, amount: 600, owner: Asylum	
