[4/20/23 08:23PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Feddy	
[4/20/23 08:23PM] Player picked up item: Coin, id: 995, amount: 100, owner: Feddy	
[4/20/23 08:23PM] Player picked up item: Coin, id: 995, amount: 100, owner: Feddy	
[4/20/23 08:23PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Feddy	
[4/20/23 08:24PM] Player picked up item: Coin, id: 995, amount: 100, owner: Feddy	
[4/20/23 08:24PM] Player picked up item: Coin, id: 995, amount: 100, owner: Feddy	
[4/20/23 08:24PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Feddy	
[4/20/23 08:24PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Feddy	
[4/20/23 08:24PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Feddy	
[4/20/23 08:24PM] Player picked up item: Coin, id: 995, amount: 100, owner: Feddy	
[4/20/23 08:24PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Feddy	
[4/20/23 08:24PM] Player picked up item: Coin, id: 995, amount: 100, owner: Feddy	
[4/20/23 08:24PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Feddy	
[4/20/23 08:24PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Feddy	
[4/20/23 08:24PM] Player picked up item: Coin, id: 995, amount: 100, owner: Feddy	
[4/20/23 08:24PM] Player picked up item: Coin, id: 995, amount: 100, owner: Feddy	
[4/20/23 08:24PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Feddy	
[4/20/23 08:24PM] Player picked up item: Coin, id: 995, amount: 100, owner: Feddy	
[4/20/23 08:24PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Feddy	
[4/20/23 08:25PM] Player picked up item: Coin, id: 995, amount: 100, owner: Feddy	
[4/20/23 08:25PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Feddy	
[4/20/23 08:25PM] Player picked up item: Coin, id: 995, amount: 100, owner: Feddy	
[4/20/23 08:25PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Feddy	
[4/20/23 08:25PM] Player picked up item: Coin, id: 995, amount: 100, owner: Feddy	
[4/20/23 08:25PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Feddy	
[4/20/23 08:25PM] Player picked up item: Coin, id: 995, amount: 100, owner: Feddy	
[4/20/23 08:25PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Feddy	
[4/20/23 08:25PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Feddy	
[4/20/23 08:25PM] Player picked up item: Coin, id: 995, amount: 100, owner: Feddy	
[4/20/23 08:25PM] Player picked up item: Coin, id: 995, amount: 100, owner: Feddy	
[4/20/23 08:25PM] Player picked up item: Blurite Amulet, id: 19991, amount: 1, owner: Feddy	
[4/20/23 08:25PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Feddy	
[4/20/23 08:42PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Feddy	
[4/20/23 08:42PM] Player picked up item: Coin, id: 995, amount: 100, owner: Feddy	
[4/20/23 08:42PM] Player picked up item: Coin, id: 995, amount: 100, owner: Feddy	
[4/20/23 08:42PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Feddy	
[4/20/23 08:42PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Feddy	
[4/20/23 08:42PM] Player picked up item: Coin, id: 995, amount: 100, owner: Feddy	
[4/20/23 08:42PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Feddy	
[4/20/23 08:42PM] Player picked up item: Coin, id: 995, amount: 200, owner: Feddy	
[4/20/23 08:42PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Feddy	
[4/20/23 08:45PM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Feddy	
[4/20/23 08:45PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Feddy	
[4/22/23 05:04PM] Player picked up item: Coin, id: 995, amount: 1784675, owner: Feddy	
[4/22/23 05:04PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Feddy	
