[4/18/23 09:27PM] Player picked up item: Coin, id: 995, amount: 100, owner: Nameless0o	
[4/18/23 09:27PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nameless0o	
[4/18/23 09:27PM] Player picked up item: Coin, id: 995, amount: 100, owner: Nameless0o	
[4/18/23 09:27PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Nameless0o	
[4/18/23 09:28PM] Player picked up item: Coin, id: 995, amount: 100, owner: Nameless0o	
[4/18/23 09:28PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Nameless0o	
[4/18/23 09:28PM] Player picked up item: Coin, id: 995, amount: 100, owner: Nameless0o	
[4/18/23 09:28PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nameless0o	
[4/18/23 09:28PM] Player picked up item: Coin, id: 995, amount: 100, owner: Nameless0o	
[4/18/23 09:28PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nameless0o	
[4/18/23 09:28PM] Player picked up item: Coin, id: 995, amount: 100, owner: Nameless0o	
[4/18/23 09:28PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Nameless0o	
[4/18/23 09:29PM] Player picked up item: Coin, id: 995, amount: 100, owner: Nameless0o	
[4/18/23 09:29PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nameless0o	
[4/18/23 09:29PM] Player picked up item: Coin, id: 995, amount: 100, owner: Nameless0o	
[4/18/23 09:29PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nameless0o	
[4/18/23 09:29PM] Player picked up item: Coin, id: 995, amount: 100, owner: Nameless0o	
[4/18/23 09:29PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nameless0o	
[4/18/23 09:29PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Nameless0o	
[4/18/23 09:29PM] Player picked up item: Coin, id: 995, amount: 100, owner: Nameless0o	
[4/18/23 09:30PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nameless0o	
[4/18/23 09:35PM] Player picked up item: Coin, id: 995, amount: 200, owner: Nameless0o	
[4/18/23 09:35PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Nameless0o	
[4/18/23 09:35PM] Player picked up item: Coin, id: 995, amount: 200, owner: Nameless0o	
[4/18/23 09:35PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Nameless0o	
[4/18/23 09:35PM] Player picked up item: Coin, id: 995, amount: 200, owner: Nameless0o	
[4/18/23 09:35PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Nameless0o	
[4/18/23 09:36PM] Player picked up item: Coin, id: 995, amount: 600, owner: Nameless0o	
[4/18/23 09:36PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Nameless0o	
[4/18/23 09:36PM] Player picked up item: Coin, id: 995, amount: 200, owner: Nameless0o	
[4/18/23 09:36PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nameless0o	
[4/18/23 09:36PM] Player picked up item: Coin, id: 995, amount: 600, owner: Nameless0o	
[4/18/23 09:36PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Nameless0o	
[4/18/23 09:37PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Nameless0o	
[4/18/23 09:37PM] Player picked up item: Coin, id: 995, amount: 200, owner: Nameless0o	
[4/18/23 09:37PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Nameless0o	
[4/18/23 09:37PM] Player picked up item: Coin, id: 995, amount: 600, owner: Nameless0o	
[4/18/23 09:37PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Nameless0o	
[4/18/23 09:37PM] Player picked up item: Coin, id: 995, amount: 200, owner: Nameless0o	
[4/18/23 09:37PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nameless0o	
[4/18/23 09:39PM] Player picked up item: Coin, id: 995, amount: 1200, owner: Nameless0o	
[4/18/23 09:39PM] Player picked up item: Lava bones, id: 2023, amount: 8, owner: Nameless0o	
[4/18/23 09:39PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nameless0o	
[4/18/23 09:39PM] Player picked up item: Coin, id: 995, amount: 300, owner: Nameless0o	
[4/18/23 09:39PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nameless0o	
[4/18/23 09:40PM] Player picked up item: Coin, id: 995, amount: 300, owner: Nameless0o	
[4/18/23 09:40PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Nameless0o	
[4/18/23 09:40PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nameless0o	
[4/18/23 09:41PM] Player picked up item: Coin, id: 995, amount: 600, owner: Nameless0o	
[4/18/23 09:41PM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Nameless0o	
[4/18/23 09:41PM] Player picked up item: Coin, id: 995, amount: 300, owner: Nameless0o	
[4/18/23 09:41PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nameless0o	
[4/18/23 09:41PM] Player picked up item: Coin, id: 995, amount: 300, owner: Nameless0o	
[4/18/23 09:41PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Nameless0o	
[4/18/23 09:43PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Nameless0o	
[4/18/23 09:46PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Nameless0o	
[4/18/23 09:47PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nameless0o	
[4/18/23 09:47PM] Player picked up item: Coin, id: 995, amount: 300, owner: Nameless0o	
[4/18/23 09:47PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nameless0o	
[4/18/23 09:48PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nameless0o	
[4/18/23 09:48PM] Player picked up item: Coin, id: 995, amount: 300, owner: Nameless0o	
[4/18/23 09:48PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nameless0o	
[4/18/23 09:48PM] Player picked up item: Coin, id: 995, amount: 300, owner: Nameless0o	
[4/18/23 09:48PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nameless0o	
[4/18/23 09:48PM] Player picked up item: Coin, id: 995, amount: 300, owner: Nameless0o	
[4/18/23 09:48PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nameless0o	
[4/18/23 09:48PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Nameless0o	
[4/18/23 09:49PM] Player picked up item: Coin, id: 995, amount: 300, owner: Nameless0o	
[4/18/23 09:49PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nameless0o	
[4/18/23 09:49PM] Player picked up item: Coin, id: 995, amount: 300, owner: Nameless0o	
[4/18/23 09:49PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Nameless0o	
[4/18/23 09:50PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Nameless0o	
[4/18/23 09:51PM] Player picked up item: Coin, id: 995, amount: 800, owner: Nameless0o	
[4/18/23 09:56PM] Player picked up item: Coin, id: 995, amount: 1600, owner: Nameless0o	
[4/18/23 09:56PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nameless0o	
