[4/19/23 11:54AM] Player picked up item: Coin, id: 995, amount: 200, owner: No	
[4/19/23 11:54AM] Player picked up item: Coin, id: 995, amount: 100, owner: No	
[4/19/23 11:54AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: No	
[4/19/23 11:54AM] Player picked up item: Coin, id: 995, amount: 100, owner: No	
[4/19/23 11:54AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: No	
[4/19/23 11:55AM] Player picked up item: Coin, id: 995, amount: 200, owner: No	
[4/19/23 11:55AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: No	
[4/19/23 11:55AM] Player picked up item: Coin, id: 995, amount: 400, owner: No	
[4/19/23 11:55AM] Player picked up item: Coin, id: 995, amount: 100, owner: No	
[4/19/23 11:55AM] Player picked up item: Coin, id: 995, amount: 100, owner: No	
[4/19/23 11:55AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: No	
[4/19/23 11:55AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: No	
[4/19/23 11:55AM] Player picked up item: Coin, id: 995, amount: 200, owner: No	
[4/19/23 11:55AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: No	
[4/19/23 11:56AM] Player picked up item: Coin, id: 995, amount: 100, owner: No	
[4/19/23 11:56AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: No	
[4/19/23 11:56AM] Player picked up item: Coin, id: 995, amount: 100, owner: No	
[4/19/23 11:56AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: No	
[4/19/23 11:56AM] Player picked up item: Coin, id: 995, amount: 100, owner: No	
[4/19/23 11:56AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: No	
[4/19/23 11:57AM] Player picked up item: Coin, id: 995, amount: 200, owner: No	
[4/19/23 11:57AM] Player picked up item: Coin, id: 995, amount: 200, owner: No	
[4/19/23 11:57AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: No	
[4/19/23 11:57AM] Player picked up item: Coin, id: 995, amount: 200, owner: No	
[4/19/23 11:57AM] Player picked up item: Coin, id: 995, amount: 200, owner: No	
[4/19/23 11:57AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: No	
[4/19/23 11:57AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: No	
[4/19/23 11:57AM] Player picked up item: Coin, id: 995, amount: 200, owner: No	
[4/19/23 11:58AM] Player picked up item: Coin, id: 995, amount: 200, owner: No	
[4/19/23 11:58AM] Player picked up item: Coin, id: 995, amount: 600, owner: No	
[4/19/23 11:58AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: No	
[4/19/23 11:58AM] Player picked up item: Coin, id: 995, amount: 200, owner: No	
[4/19/23 11:58AM] Player picked up item: Coin, id: 995, amount: 200, owner: No	
[4/19/23 11:58AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: No	
[4/19/23 11:58AM] Player picked up item: Coin, id: 995, amount: 200, owner: No	
[4/19/23 11:58AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: No	
[4/19/23 11:58AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: No	
[4/19/23 11:58AM] Player picked up item: Coin, id: 995, amount: 200, owner: No	
[4/19/23 11:58AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: No	
[4/19/23 11:58AM] Player picked up item: Coin, id: 995, amount: 200, owner: No	
[4/19/23 11:59AM] Player picked up item: Coin, id: 995, amount: 200, owner: No	
[4/19/23 11:59AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: No	
[4/19/23 11:59AM] Player picked up item: Coin, id: 995, amount: 200, owner: No	
[4/19/23 11:59AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: No	
[4/19/23 11:59AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: No	
[4/19/23 11:59AM] Player picked up item: Blurite Helm, id: 19984, amount: 1, owner: No	
[4/19/23 11:59AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: No	
[4/19/23 11:59AM] Player picked up item: Blurite Helm, id: 19984, amount: 1, owner: No	
[4/19/23 11:59AM] Player picked up item: Coin, id: 995, amount: 300, owner: No	
[4/19/23 12:03PM] Player picked up item: Coin, id: 995, amount: 800, owner: No	
[4/19/23 12:03PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: No	
[4/19/23 12:03PM] Player picked up item: Coin, id: 995, amount: 400, owner: No	
[4/19/23 12:04PM] Player picked up item: Coin, id: 995, amount: 800, owner: No	
[4/19/23 12:04PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: No	
[4/19/23 12:04PM] Player picked up item: Coin, id: 995, amount: 1600, owner: No	
[4/19/23 12:04PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: No	
[4/19/23 12:04PM] Player picked up item: Coin, id: 995, amount: 400, owner: No	
[4/19/23 12:04PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: No	
[4/19/23 12:04PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: No	
[4/19/23 12:04PM] Player picked up item: Coin, id: 995, amount: 400, owner: No	
