[4/21/23 11:01AM] Player picked up item: Coin, id: 995, amount: 100, owner: Shady	
[4/21/23 11:01AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shady	
[4/21/23 11:01AM] Player picked up item: Coin, id: 995, amount: 100, owner: Shady	
[4/21/23 11:01AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shady	
[4/21/23 11:01AM] Player picked up item: Coin, id: 995, amount: 100, owner: Shady	
[4/21/23 11:01AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shady	
[4/21/23 11:07AM] Player picked up item: Coin, id: 995, amount: 200, owner: Shady	
[4/21/23 11:07AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Shady	
[4/21/23 11:07AM] Player picked up item: Coin, id: 995, amount: 100, owner: Shady	
[4/21/23 11:07AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shady	
[4/21/23 11:07AM] Player picked up item: Coin, id: 995, amount: 100, owner: Shady	
[4/21/23 11:07AM] Player picked up item: Coin, id: 995, amount: 100, owner: Shady	
[4/21/23 11:07AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shady	
[4/21/23 11:07AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shady	
[4/21/23 11:07AM] Player picked up item: Coin, id: 995, amount: 300, owner: Shady	
[4/21/23 11:07AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Shady	
[4/21/23 11:07AM] Player picked up item: Coin, id: 995, amount: 100, owner: Shady	
[4/21/23 11:07AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shady	
[4/21/23 11:08AM] Player picked up item: Coin, id: 995, amount: 100, owner: Shady	
[4/21/23 11:08AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shady	
[4/21/23 11:08AM] Player picked up item: Coin, id: 995, amount: 100, owner: Shady	
[4/21/23 11:08AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shady	
[4/21/23 11:08AM] Player picked up item: Coin, id: 995, amount: 200, owner: Shady	
[4/21/23 11:08AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Shady	
[4/21/23 11:08AM] Player picked up item: Coin, id: 995, amount: 200, owner: Shady	
[4/21/23 11:08AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Shady	
[4/21/23 11:08AM] Player picked up item: Coin, id: 995, amount: 100, owner: Shady	
[4/21/23 11:08AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shady	
[4/21/23 11:09AM] Player picked up item: Coin, id: 995, amount: 200, owner: Shady	
[4/21/23 11:09AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shady	
[4/21/23 11:10AM] Player picked up item: Coin, id: 995, amount: 200, owner: Shady	
[4/21/23 11:10AM] Player picked up item: Coin, id: 995, amount: 400, owner: Shady	
[4/21/23 11:10AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Shady	
[4/21/23 11:10AM] Player picked up item: Coin, id: 995, amount: 200, owner: Shady	
[4/21/23 11:10AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shady	
[4/21/23 11:10AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shady	
[4/21/23 11:10AM] Player picked up item: Coin, id: 995, amount: 200, owner: Shady	
[4/21/23 11:10AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shady	
[4/21/23 11:20AM] Player picked up item: Blurite Body, id: 19985, amount: 1, owner: Shady	
[4/21/23 11:20AM] Player picked up item: Coin, id: 995, amount: 500, owner: Shady	
[4/21/23 11:20AM] Player picked up item: Coin, id: 995, amount: 2500, owner: Shady	
[4/21/23 11:20AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Shady	
[4/21/23 11:20AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Shady	
[4/21/23 11:20AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Shady	
[4/21/23 11:20AM] Player picked up item: Coin, id: 995, amount: 500, owner: Shady	
[4/21/23 11:20AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Shady	
[4/21/23 11:21AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Shady	
[4/21/23 11:21AM] Player picked up item: Coin, id: 995, amount: 500, owner: Shady	
[4/21/23 11:21AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Shady	
[4/21/23 11:21AM] Player picked up item: Coin, id: 995, amount: 500, owner: Shady	
[4/21/23 11:21AM] Player picked up item: Coin, id: 995, amount: 500, owner: Shady	
[4/21/23 11:21AM] Player picked up item: Coin, id: 995, amount: 500, owner: Shady	
[4/21/23 11:21AM] Player picked up item: Coin, id: 995, amount: 500, owner: Shady	
[4/21/23 11:21AM] Player picked up item: Coin, id: 995, amount: 500, owner: Shady	
[4/21/23 11:21AM] Player picked up item: Coin, id: 995, amount: 500, owner: Shady	
[4/21/23 11:21AM] Player picked up item: Coin, id: 995, amount: 500, owner: Shady	
[4/21/23 11:21AM] Player picked up item: Coin, id: 995, amount: 500, owner: Shady	
[4/21/23 11:21AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Shady	
[4/21/23 11:22AM] Player picked up item: Coin, id: 995, amount: 500, owner: Shady	
[4/21/23 11:22AM] Player picked up item: Coin, id: 995, amount: 1200, owner: Shady	
[4/21/23 11:23AM] Player picked up item: Coin, id: 995, amount: 1800, owner: Shady	
[4/21/23 11:23AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Shady	
[4/21/23 11:23AM] Player picked up item: Coin, id: 995, amount: 600, owner: Shady	
[4/21/23 11:23AM] Player picked up item: Coin, id: 995, amount: 600, owner: Shady	
[4/21/23 11:25AM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Shady	
[4/21/23 11:33AM] Player picked up item: Coin, id: 995, amount: 1374224, owner: Shady	
[4/21/23 11:34AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Shady	
[4/21/23 11:35AM] Player picked up item: Coin, id: 995, amount: 2087584, owner: Shady	
[4/21/23 11:35AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Shady	
[4/21/23 11:36AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Shady	
[4/21/23 11:40AM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Shady	
[4/21/23 11:40AM] Player picked up item: Coin, id: 995, amount: 800, owner: Shady	
[4/21/23 11:40AM] Player picked up item: Imperial Minigun, id: 18636, amount: 1, owner: Shady	
[4/21/23 11:42AM] Player picked up item: Coin, id: 995, amount: 4800, owner: Shady	
[4/21/23 11:42AM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Shady	
[4/21/23 11:42AM] Player picked up item: Coin, id: 995, amount: 800, owner: Shady	
[4/21/23 11:43AM] Player picked up item: Coin, id: 995, amount: 2400, owner: Shady	
[4/21/23 11:43AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Shady	
[4/21/23 11:44AM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Shady	
[4/21/23 11:44AM] Player picked up item: Coin, id: 995, amount: 800, owner: Shady	
[4/21/23 11:44AM] Player picked up item: Coin, id: 995, amount: 2400, owner: Shady	
[4/21/23 11:44AM] Player picked up item: Coin, id: 995, amount: 3200, owner: Shady	
[4/21/23 11:45AM] Player picked up item: Coin, id: 995, amount: 900, owner: Shady	
[4/21/23 11:46AM] Player picked up item: Coin, id: 995, amount: 900, owner: Shady	
