[4/17/23 11:20AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hope	
[4/17/23 11:20AM] Player picked up item: Coin, id: 995, amount: 100, owner: Hope	
[4/17/23 11:20AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hope	
[4/17/23 11:20AM] Player picked up item: Coin, id: 995, amount: 100, owner: Hope	
[4/17/23 11:20AM] Player picked up item: Coin, id: 995, amount: 100, owner: Hope	
[4/17/23 11:20AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hope	
[4/17/23 11:20AM] Player picked up item: Coin, id: 995, amount: 100, owner: Hope	
[4/17/23 11:20AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hope	
[4/17/23 11:20AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Hope	
[4/17/23 11:21AM] Player picked up item: Coin, id: 995, amount: 100, owner: Hope	
[4/17/23 11:21AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hope	
[4/17/23 11:21AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hope	
[4/17/23 11:21AM] Player picked up item: Coin, id: 995, amount: 100, owner: Hope	
[4/17/23 11:21AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Hope	
[4/17/23 11:21AM] Player picked up item: Coin, id: 995, amount: 100, owner: Hope	
[4/17/23 11:21AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hope	
[4/17/23 11:21AM] Player picked up item: Coin, id: 995, amount: 100, owner: Hope	
[4/17/23 11:21AM] Player picked up item: Coin, id: 995, amount: 100, owner: Hope	
[4/17/23 11:21AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hope	
[4/17/23 11:23AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hope	
[4/17/23 11:23AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hope	
[4/17/23 11:23AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hope	
[4/17/23 11:25AM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Hope	
[4/17/23 11:25AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Hope	
[4/17/23 11:25AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Hope	
[4/17/23 11:25AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Hope	
[4/17/23 11:25AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Hope	
[4/17/23 11:25AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Hope	
[4/17/23 11:25AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Hope	
[4/17/23 11:25AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hope	
[4/17/23 11:27AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Hope	
[4/17/23 11:27AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Hope	
[4/17/23 11:27AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Hope	
[4/17/23 11:36AM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Hope	
[4/17/23 11:36AM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Hope	
[4/17/23 11:38AM] Player picked up item: Coin, id: 995, amount: 700, owner: Hope	
[4/17/23 11:38AM] Player picked up item: Coin, id: 995, amount: 700, owner: Hope	
[4/17/23 11:39AM] Player picked up item: Coin, id: 995, amount: 800, owner: Hope	
[4/17/23 11:39AM] Player picked up item: Coin, id: 995, amount: 800, owner: Hope	
[4/17/23 11:40AM] Player picked up item: Coin, id: 995, amount: 2400, owner: Hope	
[4/17/23 11:40AM] Player picked up item: Coin, id: 995, amount: 3200, owner: Hope	
[4/17/23 11:40AM] Player picked up item: Coin, id: 995, amount: 800, owner: Hope	
[4/17/23 11:40AM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Hope	
[4/17/23 11:41AM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Hope	
[4/17/23 11:41AM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Hope	
[4/17/23 11:42AM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Hope	
[4/17/23 11:45AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Hope	
[4/17/23 11:46AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hope	
[4/17/23 11:49AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Hope	
[4/17/23 11:49AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Hope	
[4/17/23 11:52AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Hope	
[4/17/23 11:52AM] Player picked up item: Zinq shield, id: 23056, amount: 1, owner: Hope	
[4/17/23 11:55AM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Hope	
[4/17/23 11:55AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Hope	
[4/17/23 11:55AM] Player picked up item: Coin, id: 995, amount: 1819716, owner: Hope	
[4/17/23 11:55AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Hope	
[4/17/23 11:56AM] Player picked up item: Coin, id: 995, amount: 2163718, owner: Hope	
[4/17/23 11:56AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Hope	
[4/17/23 11:56AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Hope	
[4/17/23 11:56AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Hope	
[4/17/23 11:57AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Hope	
