[4/17/23 10:02AM] Player picked up item: Coin, id: 995, amount: 100, owner: Pinpinabcd	
[4/17/23 10:02AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pinpinabcd	
[4/17/23 10:02AM] Player picked up item: Coin, id: 995, amount: 100, owner: Pinpinabcd	
[4/17/23 10:02AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pinpinabcd	
[4/17/23 10:03AM] Player picked up item: Coin, id: 995, amount: 100, owner: Pinpinabcd	
[4/17/23 10:03AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pinpinabcd	
[4/17/23 10:03AM] Player picked up item: Coin, id: 995, amount: 100, owner: Pinpinabcd	
[4/17/23 10:03AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pinpinabcd	
[4/17/23 10:03AM] Player picked up item: Coin, id: 995, amount: 100, owner: Pinpinabcd	
[4/17/23 10:03AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pinpinabcd	
[4/17/23 10:04AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pinpinabcd	
[4/17/23 10:04AM] Player picked up item: Coin, id: 995, amount: 100, owner: Pinpinabcd	
[4/17/23 10:04AM] Player picked up item: Coin, id: 995, amount: 100, owner: Pinpinabcd	
[4/17/23 10:04AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pinpinabcd	
[4/17/23 10:04AM] Player picked up item: Coin, id: 995, amount: 100, owner: Pinpinabcd	
[4/17/23 10:04AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pinpinabcd	
[4/17/23 10:04AM] Player picked up item: Coin, id: 995, amount: 100, owner: Pinpinabcd	
[4/17/23 10:04AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pinpinabcd	
[4/17/23 10:05AM] Player picked up item: Coin, id: 995, amount: 100, owner: Pinpinabcd	
[4/17/23 10:05AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pinpinabcd	
[4/17/23 10:05AM] Player picked up item: Coin, id: 995, amount: 200, owner: Pinpinabcd	
[4/17/23 10:05AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pinpinabcd	
[4/17/23 10:05AM] Player picked up item: Coin, id: 995, amount: 200, owner: Pinpinabcd	
[4/17/23 10:05AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pinpinabcd	
[4/17/23 10:06AM] Player picked up item: Coin, id: 995, amount: 200, owner: Pinpinabcd	
[4/17/23 10:06AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pinpinabcd	
[4/17/23 10:06AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pinpinabcd	
[4/17/23 10:06AM] Player picked up item: Coin, id: 995, amount: 400, owner: Pinpinabcd	
[4/17/23 10:06AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pinpinabcd	
[4/17/23 10:07AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pinpinabcd	
[4/17/23 10:07AM] Player picked up item: Coin, id: 995, amount: 200, owner: Pinpinabcd	
[4/17/23 10:07AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pinpinabcd	
[4/17/23 10:07AM] Player picked up item: Coin, id: 995, amount: 400, owner: Pinpinabcd	
[4/17/23 10:07AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pinpinabcd	
[4/17/23 10:07AM] Player picked up item: Coin, id: 995, amount: 200, owner: Pinpinabcd	
[4/17/23 10:07AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pinpinabcd	
[4/17/23 10:08AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pinpinabcd	
[4/17/23 10:08AM] Player picked up item: Coin, id: 995, amount: 200, owner: Pinpinabcd	
[4/17/23 10:08AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pinpinabcd	
[4/17/23 10:08AM] Player picked up item: Coin, id: 995, amount: 200, owner: Pinpinabcd	
[4/17/23 10:08AM] Player picked up item: Coin, id: 995, amount: 200, owner: Pinpinabcd	
[4/17/23 10:08AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pinpinabcd	
[4/17/23 10:09AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pinpinabcd	
[4/17/23 10:09AM] Player picked up item: Coin, id: 995, amount: 200, owner: Pinpinabcd	
[4/17/23 10:09AM] Player picked up item: Coin, id: 995, amount: 200, owner: Pinpinabcd	
[4/17/23 10:09AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pinpinabcd	
[4/17/23 10:09AM] Player picked up item: Coin, id: 995, amount: 200, owner: Pinpinabcd	
[4/17/23 10:09AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pinpinabcd	
[4/17/23 10:34AM] Player picked up item: Coin, id: 995, amount: 600, owner: Pinpinabcd	
[4/17/23 10:34AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Pinpinabcd	
[4/17/23 10:39AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Pinpinabcd	
[4/17/23 10:40AM] Player picked up item: Coin, id: 995, amount: 900, owner: Pinpinabcd	
[4/17/23 10:40AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pinpinabcd	
[4/17/23 10:44AM] Player picked up item: Coin, id: 995, amount: 600, owner: Pinpinabcd	
[4/17/23 10:44AM] Player picked up item: Coin, id: 995, amount: 300, owner: Pinpinabcd	
[4/17/23 10:44AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pinpinabcd	
[4/17/23 10:44AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Pinpinabcd	
[4/17/23 10:58AM] Player picked up item: Coin, id: 995, amount: 400, owner: Pinpinabcd	
[4/17/23 11:03AM] Player picked up item: Coin, id: 995, amount: 2024697, owner: Pinpinabcd	
[4/17/23 11:03AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Pinpinabcd	
[4/17/23 11:04AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Pinpinabcd	
[4/17/23 11:04AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Pinpinabcd	
[4/17/23 11:05AM] Player picked up item: Coin, id: 995, amount: 3781952, owner: Pinpinabcd	
[4/17/23 11:05AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Pinpinabcd	
[4/17/23 11:06AM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Pinpinabcd	
[4/17/23 11:06AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Pinpinabcd	
[4/17/23 11:07AM] Player picked up item: Blurite Ring, id: 19992, amount: 1, owner: Pinpinabcd	
[4/17/23 11:09AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Pinpinabcd	
[4/17/23 11:09AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Pinpinabcd	
[4/17/23 11:10AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Pinpinabcd	
[4/17/23 11:10AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Pinpinabcd	
[4/17/23 11:13AM] Player picked up item: Coin, id: 995, amount: 500, owner: Pinpinabcd	
[4/17/23 11:14AM] Player picked up item: Blurite Boots, id: 19989, amount: 1, owner: Pinpinabcd	
