[4/22/23 01:41PM] Player picked up item: Coin, id: 995, amount: 100, owner: Mason	
[4/22/23 01:41PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mason	
[4/22/23 01:41PM] Player picked up item: Coin, id: 995, amount: 100, owner: Shinigami	
[4/22/23 01:41PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shinigami	
[4/22/23 01:42PM] Player picked up item: Coin, id: 995, amount: 100, owner: Mason	
[4/22/23 01:42PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mason	
[4/22/23 01:42PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mason	
[4/22/23 01:42PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mason	
[4/22/23 01:43PM] Player picked up item: Coin, id: 995, amount: 100, owner: Mason	
[4/22/23 01:43PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mason	
[4/22/23 01:43PM] Player picked up item: Coin, id: 995, amount: 100, owner: Mason	
[4/22/23 01:43PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mason	
[4/22/23 01:43PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mason	
[4/22/23 01:43PM] Player picked up item: Coin, id: 995, amount: 100, owner: Mason	
[4/22/23 01:43PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mason	
[4/22/23 01:43PM] Player picked up item: Coin, id: 995, amount: 100, owner: Mason	
[4/22/23 01:43PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mason	
[4/22/23 01:43PM] Player picked up item: Coin, id: 995, amount: 100, owner: Mason	
[4/22/23 01:43PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Mason	
[4/22/23 01:44PM] Player picked up item: Coin, id: 995, amount: 200, owner: Mason	
[4/22/23 01:44PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Mason	
[4/22/23 01:44PM] Player picked up item: Coin, id: 995, amount: 200, owner: Mason	
[4/22/23 01:44PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mason	
[4/22/23 01:44PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mason	
[4/22/23 01:44PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Mason	
[4/22/23 01:45PM] Player picked up item: Coin, id: 995, amount: 200, owner: Mason	
[4/22/23 01:45PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mason	
[4/22/23 01:45PM] Player picked up item: Coin, id: 995, amount: 200, owner: Mason	
[4/22/23 01:45PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mason	
[4/22/23 01:45PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Mason	
[4/22/23 01:45PM] Player picked up item: Coin, id: 995, amount: 200, owner: Mason	
[4/22/23 01:45PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mason	
[4/22/23 01:45PM] Player picked up item: Coin, id: 995, amount: 200, owner: Mason	
[4/22/23 01:45PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mason	
[4/22/23 01:45PM] Player picked up item: Coin, id: 995, amount: 200, owner: Mason	
[4/22/23 01:45PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mason	
[4/22/23 01:46PM] Player picked up item: Coin, id: 995, amount: 200, owner: Mason	
[4/22/23 01:46PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Mason	
[4/22/23 01:46PM] Player picked up item: Coin, id: 995, amount: 200, owner: Mason	
[4/22/23 01:46PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Mason	
[4/22/23 01:46PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mason	
[4/22/23 01:46PM] Player picked up item: Coin, id: 995, amount: 200, owner: Mason	
[4/22/23 01:46PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mason	
[4/22/23 01:46PM] Player picked up item: Coin, id: 995, amount: 200, owner: Mason	
[4/22/23 01:46PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mason	
[4/22/23 01:46PM] Player picked up item: Coin, id: 995, amount: 200, owner: Mason	
[4/22/23 01:46PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Mason	
[4/22/23 01:46PM] Player picked up item: Coin, id: 995, amount: 200, owner: Mason	
[4/22/23 01:46PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mason	
[4/22/23 01:46PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mason	
[4/22/23 01:46PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Mason	
[4/22/23 01:46PM] Player picked up item: Coin, id: 995, amount: 200, owner: Mason	
[4/22/23 01:46PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Mason	
[4/22/23 01:46PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Mason	
[4/22/23 01:47PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mason	
