[4/16/23 12:06PM] Player picked up item: Coin, id: 995, amount: 100, owner: Prey	
[4/16/23 12:06PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Prey	
[4/16/23 12:06PM] Player picked up item: Coin, id: 995, amount: 100, owner: Prey	
[4/16/23 12:06PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Prey	
[4/16/23 12:07PM] Player picked up item: Coin, id: 995, amount: 100, owner: Prey	
[4/16/23 12:07PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Prey	
[4/16/23 12:07PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Prey	
[4/16/23 12:07PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Prey	
[4/16/23 12:07PM] Player picked up item: Coin, id: 995, amount: 100, owner: Prey	
[4/16/23 12:08PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Prey	
[4/16/23 12:08PM] Player picked up item: Blurite Helm, id: 19984, amount: 1, owner: Prey	
[4/16/23 12:08PM] Player picked up item: Coin, id: 995, amount: 100, owner: Prey	
[4/16/23 12:08PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Prey	
[4/16/23 12:08PM] Player picked up item: Coin, id: 995, amount: 100, owner: Prey	
[4/16/23 12:08PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Prey	
[4/16/23 12:08PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Prey	
[4/16/23 12:08PM] Player picked up item: Coin, id: 995, amount: 100, owner: Prey	
[4/16/23 12:08PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Prey	
[4/16/23 12:19PM] Player picked up item: Coin, id: 995, amount: 400, owner: Prey	
[4/16/23 12:19PM] Player picked up item: Coin, id: 995, amount: 400, owner: Prey	
