[4/15/23 09:04AM] Player picked up item: Coin, id: 995, amount: 100, owner: Kingrock	
[4/15/23 09:04AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kingrock	
[4/15/23 09:04AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kingrock	
[4/15/23 09:04AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kingrock	
[4/15/23 09:04AM] Player picked up item: Coin, id: 995, amount: 100, owner: Kingrock	
[4/15/23 09:04AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kingrock	
[4/15/23 09:04AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kingrock	
[4/15/23 09:04AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kingrock	
[4/15/23 09:05AM] Player picked up item: Coin, id: 995, amount: 100, owner: Kingrock	
[4/15/23 09:05AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kingrock	
[4/15/23 09:05AM] Player picked up item: Coin, id: 995, amount: 100, owner: Kingrock	
[4/15/23 09:05AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kingrock	
[4/15/23 09:05AM] Player picked up item: Coin, id: 995, amount: 200, owner: Kingrock	
[4/15/23 09:05AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Kingrock	
[4/15/23 09:05AM] Player picked up item: Coin, id: 995, amount: 100, owner: Kingrock	
[4/15/23 09:05AM] Player picked up item: Coin, id: 995, amount: 100, owner: Kingrock	
[4/15/23 09:05AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kingrock	
[4/15/23 09:05AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kingrock	
[4/15/23 09:05AM] Player picked up item: Coin, id: 995, amount: 100, owner: Kingrock	
[4/15/23 09:05AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kingrock	
[4/15/23 09:06AM] Player picked up item: Coin, id: 995, amount: 200, owner: Kingrock	
[4/15/23 09:06AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kingrock	
[4/15/23 09:06AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kingrock	
[4/15/23 09:06AM] Player picked up item: Coin, id: 995, amount: 400, owner: Kingrock	
[4/15/23 09:06AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Kingrock	
[4/15/23 09:07AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kingrock	
[4/15/23 09:07AM] Player picked up item: Coin, id: 995, amount: 200, owner: Kingrock	
[4/15/23 09:07AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kingrock	
[4/15/23 09:07AM] Player picked up item: Coin, id: 995, amount: 200, owner: Kingrock	
[4/15/23 09:07AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kingrock	
[4/15/23 09:07AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kingrock	
[4/15/23 09:07AM] Player picked up item: Coin, id: 995, amount: 200, owner: Kingrock	
[4/15/23 09:07AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kingrock	
[4/15/23 09:07AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kingrock	
[4/15/23 09:07AM] Player picked up item: Blurite Box, id: 14488, amount: 1, owner: Kingrock	
[4/15/23 09:07AM] Player picked up item: Blurite Box, id: 14488, amount: 1, owner: Kingrock	
[4/15/23 09:08AM] Player picked up item: Coin, id: 995, amount: 200, owner: Kingrock	
[4/15/23 09:08AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kingrock	
[4/15/23 09:08AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kingrock	
[4/15/23 09:08AM] Player picked up item: Coin, id: 995, amount: 200, owner: Kingrock	
[4/15/23 09:08AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kingrock	
[4/15/23 09:08AM] Player picked up item: Coin, id: 995, amount: 200, owner: Kingrock	
[4/15/23 09:08AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kingrock	
[4/15/23 09:08AM] Player picked up item: Coin, id: 995, amount: 200, owner: Kingrock	
[4/15/23 09:08AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kingrock	
[4/15/23 09:08AM] Player picked up item: Coin, id: 995, amount: 200, owner: Kingrock	
[4/15/23 09:08AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kingrock	
[4/15/23 09:08AM] Player picked up item: Coin, id: 995, amount: 200, owner: Kingrock	
[4/15/23 09:08AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kingrock	
[4/15/23 09:08AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kingrock	
[4/15/23 09:08AM] Player picked up item: Coin, id: 995, amount: 200, owner: Kingrock	
