[4/20/23 04:34PM] Player picked up item: Blurite Gloves, id: 19988, amount: 1, owner: Slayer Uim	
[4/20/23 04:34PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Slayer Uim	
[4/20/23 04:34PM] Player picked up item: Coin, id: 995, amount: 200, owner: Slayer Uim	
[4/20/23 04:34PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Slayer Uim	
[4/20/23 04:34PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Slayer Uim	
[4/20/23 04:34PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Slayer Uim	
[4/20/23 04:34PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Slayer Uim	
[4/20/23 04:34PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Slayer Uim	
[4/20/23 04:35PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Slayer Uim	
[4/20/23 04:35PM] Player picked up item: Coin, id: 995, amount: 200, owner: Slayer Uim	
[4/20/23 04:35PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Slayer Uim	
[4/20/23 04:35PM] Player picked up item: Coin, id: 995, amount: 200, owner: Slayer Uim	
[4/20/23 04:35PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Slayer Uim	
[4/20/23 04:35PM] Player picked up item: Coin, id: 995, amount: 200, owner: Slayer Uim	
[4/20/23 04:35PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Slayer Uim	
[4/20/23 04:35PM] Player picked up item: Coin, id: 995, amount: 200, owner: Slayer Uim	
[4/20/23 04:35PM] Player picked up item: Coin, id: 995, amount: 200, owner: Slayer Uim	
[4/20/23 04:35PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Slayer Uim	
[4/20/23 04:35PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Slayer Uim	
[4/20/23 04:35PM] Player picked up item: Coin, id: 995, amount: 200, owner: Slayer Uim	
[4/20/23 04:36PM] Player picked up item: Coin, id: 995, amount: 200, owner: Slayer Uim	
[4/20/23 04:36PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Slayer Uim	
[4/20/23 04:36PM] Player picked up item: Coin, id: 995, amount: 200, owner: Slayer Uim	
[4/20/23 04:36PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Slayer Uim	
[4/20/23 04:36PM] Player picked up item: Coin, id: 995, amount: 200, owner: Slayer Uim	
[4/20/23 04:36PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Slayer Uim	
[4/20/23 04:36PM] Player picked up item: Coin, id: 995, amount: 600, owner: Slayer Uim	
[4/20/23 04:36PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Slayer Uim	
[4/20/23 04:36PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Slayer Uim	
[4/20/23 04:37PM] Player picked up item: Coin, id: 995, amount: 300, owner: Slayer Uim	
[4/20/23 04:37PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Slayer Uim	
[4/20/23 04:37PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Slayer Uim	
[4/20/23 04:37PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Slayer Uim	
[4/20/23 04:37PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Slayer Uim	
[4/20/23 04:37PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Slayer Uim	
[4/20/23 04:37PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Slayer Uim	
[4/20/23 04:37PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Slayer Uim	
[4/20/23 04:37PM] Player picked up item: Coin, id: 995, amount: 900, owner: Slayer Uim	
[4/20/23 04:37PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Slayer Uim	
[4/20/23 04:37PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Slayer Uim	
[4/20/23 04:37PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Slayer Uim	
[4/20/23 04:38PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Slayer Uim	
[4/20/23 04:38PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Slayer Uim	
[4/20/23 04:38PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Slayer Uim	
[4/20/23 04:38PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Slayer Uim	
[4/20/23 04:38PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Slayer Uim	
[4/20/23 04:38PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Slayer Uim	
[4/20/23 04:38PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Slayer Uim	
[4/20/23 04:39PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Slayer Uim	
[4/20/23 04:39PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Slayer Uim	
[4/20/23 04:40PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Slayer Uim	
[4/20/23 04:40PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Slayer Uim	
[4/20/23 04:40PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Slayer Uim	
[4/20/23 04:40PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Slayer Uim	
[4/20/23 04:40PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Slayer Uim	
[4/20/23 04:40PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Slayer Uim	
[4/20/23 04:40PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Slayer Uim	
[4/20/23 04:40PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Slayer Uim	
[4/20/23 04:40PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Slayer Uim	
[4/20/23 04:40PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Slayer Uim	
[4/20/23 04:41PM] Player picked up item: Coin, id: 995, amount: 400, owner: Slayer Uim	
[4/20/23 04:41PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Slayer Uim	
[4/20/23 04:41PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Slayer Uim	
[4/20/23 04:41PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Slayer Uim	
[4/20/23 04:41PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Slayer Uim	
[4/20/23 04:41PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Slayer Uim	
[4/20/23 04:42PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Slayer Uim	
[4/20/23 04:42PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Slayer Uim	
[4/20/23 04:42PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Slayer Uim	
[4/20/23 04:42PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Slayer Uim	
[4/20/23 04:42PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Slayer Uim	
[4/20/23 04:42PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Slayer Uim	
[4/20/23 04:42PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Slayer Uim	
[4/20/23 04:42PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Slayer Uim	
[4/20/23 04:42PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Slayer Uim	
[4/20/23 04:45PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Slayer Uim	
[4/20/23 04:45PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Slayer Uim	
[4/20/23 04:46PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Slayer Uim	
[4/20/23 04:46PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Slayer Uim	
[4/20/23 04:46PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Slayer Uim	
[4/20/23 04:46PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Slayer Uim	
[4/20/23 04:46PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Slayer Uim	
[4/20/23 04:46PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Slayer Uim	
