[4/19/23 06:15PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Xzarbraz	
[4/19/23 06:16PM] Player picked up item: Coin, id: 995, amount: 3103282, owner: Xzarbraz	
[4/19/23 06:16PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Xzarbraz	
[4/19/23 06:17PM] Player picked up item: Lava bones, id: 2023, amount: 600, owner: Xzarbraz	
[4/19/23 06:17PM] Player picked up item: $1 Scroll, id: 10946, amount: 4, owner: Xzarbraz	
[4/19/23 06:43PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Xzarbraz	
[4/19/23 06:43PM] Player picked up item: Vote scroll, id: 23020, amount: 6, owner: Xzarbraz	
[4/19/23 06:45PM] Player picked up item: Coin, id: 995, amount: 2166014, owner: Xzarbraz	
[4/19/23 06:45PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Xzarbraz	
[4/19/23 06:46PM] Player picked up item: $1 Scroll, id: 10946, amount: 10, owner: Xzarbraz	
[4/19/23 06:46PM] Player picked up item: Vote scroll, id: 23020, amount: 6, owner: Xzarbraz	
[4/19/23 07:14PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Xzarbraz	
[4/19/23 07:15PM] Player picked up item: Coin, id: 995, amount: 2874095, owner: Xzarbraz	
[4/19/23 07:15PM] Player picked up item: Lava bones, id: 2023, amount: 80, owner: Xzarbraz	
[4/19/23 07:16PM] Player picked up item: Lava bones, id: 2023, amount: 200, owner: Xzarbraz	
[4/19/23 07:16PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Xzarbraz	
[4/19/23 07:44PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Xzarbraz	
[4/19/23 08:21PM] Player picked up item: Aberrant Amulet, id: 19892, amount: 1, owner: Tellur	
[4/19/23 08:21PM] Player picked up item: Aberrant Cape, id: 4367, amount: 1, owner: Tellur	
[4/19/23 08:21PM] Player picked up item: Aberrant Legs, id: 20594, amount: 1, owner: Tellur	
[4/19/23 08:21PM] Player picked up item: Aberrant Head, id: 20592, amount: 1, owner: Tellur	
[4/19/23 08:24PM] Player picked up item: Aberrant Body, id: 20593, amount: 1, owner: Tellur	
[4/20/23 06:21AM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Xzarbraz	
[4/20/23 06:22AM] Player picked up item: Lava bones, id: 2023, amount: 80, owner: Xzarbraz	
[4/20/23 06:24AM] Player picked up item: $1 Scroll, id: 10946, amount: 4, owner: Xzarbraz	
[4/20/23 06:24AM] Player picked up item: Lava bones, id: 2023, amount: 600, owner: Xzarbraz	
[4/20/23 06:28AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Xzarbraz	
[4/20/23 06:34AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Xzarbraz	
[4/20/23 06:34AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Xzarbraz	
[4/20/23 06:36AM] Player picked up item: $1 Scroll, id: 10946, amount: 10, owner: Xzarbraz	
[4/20/23 06:36AM] Player picked up item: Vote scroll, id: 23020, amount: 6, owner: Xzarbraz	
[4/20/23 07:24AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Xzarbraz	
[4/20/23 07:35AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Xzarbraz	
