[4/15/23 11:51PM] Player picked up item: Coin, id: 995, amount: 100, owner: Fanta	
[4/15/23 11:51PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fanta	
[4/15/23 11:52PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fanta	
[4/15/23 11:52PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fanta	
[4/15/23 11:52PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fanta	
[4/15/23 11:52PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Fanta	
[4/15/23 11:53PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fanta	
[4/15/23 11:53PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fanta	
[4/15/23 11:53PM] Player picked up item: Blurite Ring, id: 19992, amount: 1, owner: Fanta	
[4/15/23 11:56PM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Fanta	
[4/15/23 11:56PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Fanta	
[4/15/23 11:56PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Fanta	
[4/15/23 11:56PM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Fanta	
[4/15/23 11:56PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Fanta	
[4/15/23 11:56PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Fanta	
[4/15/23 11:56PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Fanta	
[4/15/23 11:56PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Fanta	
[4/15/23 11:56PM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Fanta	
[4/15/23 11:58PM] Player picked up item: Coin, id: 995, amount: 400, owner: Fanta	
[4/15/23 11:58PM] Player picked up item: Coin, id: 995, amount: 400, owner: Fanta	
[4/15/23 11:58PM] Player picked up item: Coin, id: 995, amount: 800, owner: Fanta	
[4/15/23 11:58PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Fanta	
[4/15/23 11:58PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Fanta	
[4/15/23 11:58PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fanta	
[4/15/23 11:58PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Fanta	
[4/15/23 11:58PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fanta	
[4/15/23 11:58PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fanta	
[4/15/23 11:58PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Fanta	
[4/15/23 11:59PM] Player picked up item: Blurite Ring, id: 19992, amount: 1, owner: Fanta	
[4/16/23 12:00AM] Player picked up item: Coin, id: 995, amount: 500, owner: Fanta	
[4/16/23 12:00AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fanta	
[4/16/23 12:00AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fanta	
[4/16/23 12:00AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fanta	
[4/16/23 12:00AM] Player picked up item: Lava bones, id: 2023, amount: 7, owner: Fanta	
[4/16/23 12:00AM] Player picked up item: Blurite Ring, id: 19992, amount: 1, owner: Fanta	
[4/16/23 12:07AM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Fanta	
[4/16/23 12:10AM] Player picked up item: Coin, id: 995, amount: 700, owner: Fanta	
[4/16/23 12:10AM] Player picked up item: Imperial Minigun, id: 18636, amount: 1, owner: Fanta	
[4/16/23 12:10AM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Fanta	
[4/16/23 12:11AM] Player picked up item: Coin, id: 995, amount: 700, owner: Fanta	
[4/16/23 12:11AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fanta	
[4/16/23 12:11AM] Player picked up item: Coin, id: 995, amount: 700, owner: Fanta	
[4/16/23 12:13AM] Player picked up item: Coin, id: 995, amount: 1600, owner: Fanta	
[4/16/23 12:13AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Fanta	
[4/16/23 12:13AM] Player picked up item: Coin, id: 995, amount: 800, owner: Fanta	
[4/16/23 12:13AM] Player picked up item: Coin, id: 995, amount: 800, owner: Fanta	
[4/16/23 12:13AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fanta	
[4/16/23 12:14AM] Player picked up item: Coin, id: 995, amount: 800, owner: Fanta	
[4/16/23 12:14AM] Player picked up item: Coin, id: 995, amount: 800, owner: Fanta	
[4/16/23 12:18AM] Player picked up item: Coin, id: 995, amount: 900, owner: Fanta	
[4/16/23 12:20AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Fanta	
[4/16/23 12:20AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fanta	
[4/16/23 12:20AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Fanta	
