[4/18/23 08:20PM] Player picked up item: Coin, id: 995, amount: 100, owner: Icy	
[4/18/23 08:21PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Icy	
[4/18/23 08:21PM] Player picked up item: Coin, id: 995, amount: 100, owner: Icy	
[4/18/23 08:21PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Icy	
[4/18/23 08:21PM] Player picked up item: Coin, id: 995, amount: 100, owner: Icy	
[4/18/23 08:21PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Icy	
[4/18/23 08:21PM] Player picked up item: Coin, id: 995, amount: 200, owner: Icy	
[4/18/23 08:21PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Icy	
[4/18/23 08:22PM] Player picked up item: Coin, id: 995, amount: 100, owner: Icy	
[4/18/23 08:22PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Icy	
[4/18/23 08:22PM] Player picked up item: Coin, id: 995, amount: 100, owner: Icy	
[4/18/23 08:22PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Icy	
[4/18/23 08:22PM] Player picked up item: Coin, id: 995, amount: 100, owner: Icy	
[4/18/23 08:22PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Icy	
[4/18/23 08:26PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Icy	
[4/18/23 08:31PM] Player picked up item: Coin, id: 995, amount: 800, owner: Icy	
[4/18/23 08:34PM] Player picked up item: Blurite Boots, id: 19989, amount: 1, owner: Icy	
[4/18/23 08:38PM] Player picked up item: Blurite Staff, id: 22174, amount: 1, owner: Icy	
[4/18/23 08:38PM] Player picked up item: Blurite Bow, id: 22175, amount: 1, owner: Icy	
[4/18/23 08:39PM] Player picked up item: Blurite Body, id: 19985, amount: 1, owner: Icy	
[4/18/23 08:43PM] Player picked up item: Coin, id: 995, amount: 1181618, owner: Icy	
[4/18/23 08:43PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Icy	
[4/18/23 08:50PM] Player picked up item: Coin, id: 995, amount: 1200, owner: Icy	
[4/18/23 08:51PM] Player picked up item: Coin, id: 995, amount: 2400, owner: Icy	
[4/18/23 08:51PM] Player picked up item: Coin, id: 995, amount: 1200, owner: Icy	
[4/18/23 08:51PM] Player picked up item: Coin, id: 995, amount: 600, owner: Icy	
[4/18/23 08:51PM] Player picked up item: Coin, id: 995, amount: 600, owner: Icy	
[4/18/23 08:51PM] Player picked up item: Coin, id: 995, amount: 600, owner: Icy	
[4/18/23 08:51PM] Player picked up item: Coin, id: 995, amount: 600, owner: Icy	
[4/18/23 08:51PM] Player picked up item: Coin, id: 995, amount: 600, owner: Icy	
[4/18/23 08:51PM] Player picked up item: Coin, id: 995, amount: 600, owner: Icy	
[4/18/23 08:51PM] Player picked up item: Coin, id: 995, amount: 600, owner: Icy	
[4/18/23 08:51PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Icy	
[4/18/23 08:51PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Icy	
[4/18/23 08:51PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Icy	
[4/18/23 08:55PM] Player picked up item: Coin, id: 995, amount: 1400, owner: Icy	
[4/18/23 08:55PM] Player picked up item: Coin, id: 995, amount: 1400, owner: Icy	
[4/18/23 08:55PM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Icy	
[4/18/23 08:58PM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Icy	
[4/18/23 08:58PM] Player picked up item: Coin, id: 995, amount: 2800, owner: Icy	
[4/18/23 08:58PM] Player picked up item: Coin, id: 995, amount: 2100, owner: Icy	
[4/18/23 08:58PM] Player picked up item: Coin, id: 995, amount: 700, owner: Icy	
[4/18/23 08:58PM] Player picked up item: Coin, id: 995, amount: 700, owner: Icy	
[4/18/23 08:59PM] Player picked up item: Coin, id: 995, amount: 700, owner: Icy	
