[4/15/23 05:00AM] Player picked up item: Coin, id: 995, amount: 100, owner: Plebo	
[4/15/23 05:00AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Plebo	
[4/15/23 05:00AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Plebo	
[4/15/23 05:00AM] Player picked up item: Coin, id: 995, amount: 100, owner: Plebo	
[4/15/23 05:00AM] Player picked up item: Coin, id: 995, amount: 100, owner: Plebo	
[4/15/23 05:00AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Plebo	
[4/15/23 05:00AM] Player picked up item: Coin, id: 995, amount: 200, owner: Plebo	
[4/15/23 05:00AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Plebo	
[4/15/23 05:00AM] Player picked up item: Coin, id: 995, amount: 300, owner: Plebo	
[4/15/23 05:00AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Plebo	
[4/15/23 05:00AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Plebo	
[4/15/23 05:00AM] Player picked up item: Coin, id: 995, amount: 100, owner: Plebo	
[4/15/23 05:00AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Plebo	
[4/15/23 05:00AM] Player picked up item: Coin, id: 995, amount: 100, owner: Plebo	
[4/15/23 05:00AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Plebo	
[4/15/23 05:01AM] Player picked up item: Coin, id: 995, amount: 200, owner: Plebo	
[4/15/23 05:01AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Plebo	
[4/15/23 05:01AM] Player picked up item: Coin, id: 995, amount: 200, owner: Plebo	
[4/15/23 05:01AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Plebo	
[4/15/23 05:01AM] Player picked up item: Coin, id: 995, amount: 200, owner: Plebo	
[4/15/23 05:01AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Plebo	
[4/15/23 05:01AM] Player picked up item: Coin, id: 995, amount: 200, owner: Plebo	
[4/15/23 05:01AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Plebo	
[4/15/23 05:01AM] Player picked up item: Coin, id: 995, amount: 200, owner: Plebo	
[4/15/23 05:01AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Plebo	
[4/15/23 05:01AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Plebo	
[4/15/23 05:01AM] Player picked up item: Coin, id: 995, amount: 400, owner: Plebo	
[4/15/23 05:01AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Plebo	
[4/15/23 05:01AM] Player picked up item: Coin, id: 995, amount: 200, owner: Plebo	
[4/15/23 05:01AM] Player picked up item: Coin, id: 995, amount: 200, owner: Plebo	
[4/15/23 05:01AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Plebo	
[4/15/23 05:01AM] Player picked up item: Coin, id: 995, amount: 400, owner: Plebo	
[4/15/23 05:01AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Plebo	
[4/15/23 05:01AM] Player picked up item: Coin, id: 995, amount: 200, owner: Plebo	
[4/15/23 05:01AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Plebo	
[4/15/23 05:02AM] Player picked up item: Coin, id: 995, amount: 200, owner: Plebo	
[4/15/23 05:02AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Plebo	
[4/15/23 05:02AM] Player picked up item: Coin, id: 995, amount: 200, owner: Plebo	
[4/15/23 05:02AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Plebo	
[4/15/23 05:02AM] Player picked up item: Coin, id: 995, amount: 200, owner: Plebo	
[4/15/23 05:02AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Plebo	
[4/15/23 05:02AM] Player picked up item: Coin, id: 995, amount: 200, owner: Plebo	
[4/15/23 05:02AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Plebo	
[4/15/23 05:02AM] Player picked up item: Coin, id: 995, amount: 200, owner: Plebo	
[4/15/23 05:02AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Plebo	
[4/15/23 05:02AM] Player picked up item: Coin, id: 995, amount: 200, owner: Plebo	
[4/15/23 05:02AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Plebo	
[4/15/23 05:03AM] Player picked up item: Coin, id: 995, amount: 600, owner: Plebo	
[4/15/23 05:03AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Plebo	
[4/15/23 05:03AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Plebo	
[4/15/23 05:03AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Plebo	
[4/15/23 05:03AM] Player picked up item: Coin, id: 995, amount: 300, owner: Plebo	
[4/15/23 05:03AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Plebo	
[4/15/23 05:03AM] Player picked up item: Coin, id: 995, amount: 300, owner: Plebo	
[4/15/23 05:03AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Plebo	
[4/15/23 05:03AM] Player picked up item: Coin, id: 995, amount: 300, owner: Plebo	
[4/15/23 05:03AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Plebo	
[4/15/23 05:03AM] Player picked up item: Coin, id: 995, amount: 300, owner: Plebo	
[4/15/23 05:03AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Plebo	
[4/15/23 05:04AM] Player picked up item: Coin, id: 995, amount: 600, owner: Plebo	
[4/15/23 05:04AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Plebo	
[4/15/23 05:04AM] Player picked up item: Coin, id: 995, amount: 300, owner: Plebo	
[4/15/23 05:04AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Plebo	
[4/15/23 05:04AM] Player picked up item: Coin, id: 995, amount: 300, owner: Plebo	
[4/15/23 05:04AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Plebo	
[4/15/23 05:04AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Plebo	
[4/15/23 05:04AM] Player picked up item: Coin, id: 995, amount: 600, owner: Plebo	
[4/15/23 05:04AM] Player picked up item: Coin, id: 995, amount: 300, owner: Plebo	
[4/15/23 05:04AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Plebo	
[4/15/23 05:04AM] Player picked up item: Blurite Box, id: 14488, amount: 1, owner: Plebo	
[4/15/23 05:04AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Plebo	
[4/15/23 06:08AM] Player picked up item: Coin, id: 995, amount: 300, owner: Plebo	
[4/15/23 06:08AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Plebo	
[4/15/23 06:08AM] Player picked up item: Coin, id: 995, amount: 300, owner: Plebo	
[4/15/23 06:08AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Plebo	
[4/15/23 06:09AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Plebo	
[4/15/23 06:09AM] Player picked up item: Coin, id: 995, amount: 300, owner: Plebo	
[4/15/23 06:09AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Plebo	
[4/15/23 06:09AM] Player picked up item: Coin, id: 995, amount: 300, owner: Plebo	
[4/15/23 06:09AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Plebo	
[4/15/23 06:09AM] Player picked up item: Coin, id: 995, amount: 300, owner: Plebo	
[4/15/23 06:09AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Plebo	
[4/15/23 06:09AM] Player picked up item: Coin, id: 995, amount: 300, owner: Plebo	
[4/15/23 06:09AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Plebo	
