[4/18/23 08:04PM] Player picked up item: Coin, id: 995, amount: 100, owner: Tonylife	
[4/18/23 08:04PM] Player picked up item: Coin, id: 995, amount: 100, owner: Tonylife	
[4/18/23 08:04PM] Player picked up item: Coin, id: 995, amount: 200, owner: Tonylife	
[4/18/23 08:04PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Tonylife	
[4/18/23 08:04PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tonylife	
[4/18/23 08:04PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tonylife	
[4/18/23 08:04PM] Player picked up item: Coin, id: 995, amount: 100, owner: Tonylife	
[4/18/23 08:04PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Tonylife	
[4/18/23 08:04PM] Player picked up item: Coin, id: 995, amount: 100, owner: Tonylife	
[4/18/23 08:04PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tonylife	
[4/18/23 08:05PM] Player picked up item: Coin, id: 995, amount: 200, owner: Tonylife	
[4/18/23 08:05PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tonylife	
[4/18/23 08:05PM] Player picked up item: Coin, id: 995, amount: 100, owner: Tonylife	
[4/18/23 08:05PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tonylife	
[4/18/23 08:05PM] Player picked up item: Coin, id: 995, amount: 100, owner: Tonylife	
[4/18/23 08:05PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tonylife	
[4/18/23 08:05PM] Player picked up item: Coin, id: 995, amount: 100, owner: Tonylife	
[4/18/23 08:05PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tonylife	
[4/18/23 08:05PM] Player picked up item: Coin, id: 995, amount: 100, owner: Tonylife	
[4/18/23 08:05PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tonylife	
[4/18/23 08:10PM] Player picked up item: Coin, id: 995, amount: 200, owner: Tonylife	
[4/18/23 08:10PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tonylife	
[4/18/23 08:10PM] Player picked up item: Coin, id: 995, amount: 200, owner: Tonylife	
[4/18/23 08:10PM] Player picked up item: Coin, id: 995, amount: 200, owner: Tonylife	
[4/18/23 08:10PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tonylife	
[4/18/23 08:10PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tonylife	
[4/18/23 08:10PM] Player picked up item: Coin, id: 995, amount: 200, owner: Tonylife	
[4/18/23 08:10PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tonylife	
[4/18/23 08:10PM] Player picked up item: Coin, id: 995, amount: 200, owner: Tonylife	
[4/18/23 08:10PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tonylife	
[4/18/23 08:10PM] Player picked up item: Coin, id: 995, amount: 200, owner: Tonylife	
[4/18/23 08:10PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tonylife	
[4/18/23 08:10PM] Player picked up item: Coin, id: 995, amount: 200, owner: Tonylife	
[4/18/23 08:10PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tonylife	
[4/18/23 08:11PM] Player picked up item: Coin, id: 995, amount: 200, owner: Tonylife	
[4/18/23 08:11PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tonylife	
[4/18/23 08:11PM] Player picked up item: Coin, id: 995, amount: 600, owner: Tonylife	
[4/18/23 08:11PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Tonylife	
[4/18/23 08:11PM] Player picked up item: Coin, id: 995, amount: 200, owner: Tonylife	
[4/18/23 08:11PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tonylife	
[4/18/23 08:11PM] Player picked up item: Coin, id: 995, amount: 200, owner: Tonylife	
[4/18/23 08:11PM] Player picked up item: Coin, id: 995, amount: 200, owner: Tonylife	
[4/18/23 08:11PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Tonylife	
[4/18/23 08:11PM] Player picked up item: Coin, id: 995, amount: 200, owner: Tonylife	
[4/18/23 08:11PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tonylife	
[4/18/23 08:11PM] Player picked up item: Coin, id: 995, amount: 200, owner: Tonylife	
[4/18/23 08:11PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tonylife	
[4/18/23 08:11PM] Player picked up item: Coin, id: 995, amount: 200, owner: Tonylife	
[4/18/23 08:11PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tonylife	
[4/18/23 08:11PM] Player picked up item: Coin, id: 995, amount: 200, owner: Tonylife	
[4/18/23 08:11PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tonylife	
[4/18/23 08:12PM] Player picked up item: Coin, id: 995, amount: 200, owner: Tonylife	
[4/18/23 08:12PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tonylife	
[4/18/23 08:12PM] Player picked up item: Coin, id: 995, amount: 200, owner: Tonylife	
[4/18/23 08:12PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tonylife	
[4/18/23 08:12PM] Player picked up item: Coin, id: 995, amount: 300, owner: Tonylife	
[4/18/23 08:12PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tonylife	
[4/18/23 08:12PM] Player picked up item: Coin, id: 995, amount: 300, owner: Tonylife	
[4/18/23 08:12PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tonylife	
[4/18/23 08:12PM] Player picked up item: Coin, id: 995, amount: 300, owner: Tonylife	
[4/18/23 08:12PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tonylife	
[4/18/23 08:15PM] Player picked up item: Blurite Legs, id: 19986, amount: 1, owner: Tonylife	
[4/18/23 08:19PM] Player picked up item: Coin, id: 995, amount: 400, owner: Tonylife	
[4/18/23 08:19PM] Player picked up item: Blurite Ring, id: 19992, amount: 1, owner: Tonylife	
[4/18/23 08:19PM] Player picked up item: Blurite Box, id: 14488, amount: 1, owner: Tonylife	
[4/18/23 08:20PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Tonylife	
[4/18/23 08:20PM] Player picked up item: Blurite Box, id: 14488, amount: 1, owner: Tonylife	
[4/18/23 08:20PM] Player picked up item: Coin, id: 995, amount: 800, owner: Tonylife	
[4/18/23 08:23PM] Player picked up item: Blurite Amulet, id: 19991, amount: 1, owner: Tonylife	
[4/18/23 08:29PM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Tonylife	
[4/18/23 08:29PM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Tonylife	
[4/18/23 08:29PM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Tonylife	
[4/18/23 08:34PM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Tonylife	
[4/18/23 08:35PM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Tonylife	
[4/18/23 08:37PM] Player picked up item: Imperial Minigun, id: 18636, amount: 1, owner: Tonylife	
[4/18/23 08:37PM] Player picked up item: Imperial Minigun, id: 18636, amount: 1, owner: Tonylife	
[4/18/23 08:38PM] Player picked up item: Coin, id: 995, amount: 3600, owner: Tonylife	
[4/18/23 08:38PM] Player picked up item: Coin, id: 995, amount: 1200, owner: Tonylife	
[4/18/23 08:38PM] Player picked up item: Coin, id: 995, amount: 1800, owner: Tonylife	
[4/18/23 08:40PM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Tonylife	
[4/18/23 08:40PM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Tonylife	
[4/18/23 08:44PM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Tonylife	
[4/18/23 08:48PM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Tonylife	
[4/18/23 08:49PM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Tonylife	
[4/18/23 08:49PM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Tonylife	
