[4/16/23 10:10PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jroc Alt	
[4/16/23 10:10PM] Player picked up item: Coin, id: 995, amount: 100, owner: Jroc Alt	
[4/16/23 10:16PM] Player picked up item: Blurite Gloves, id: 19988, amount: 1, owner: Jono	
[4/16/23 10:29PM] Player picked up item: Coin, id: 995, amount: 1600, owner: Jono	
[4/16/23 10:33PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Jono	
[4/16/23 10:36PM] Player picked up item: Coin, id: 995, amount: 500, owner: Jono	
[4/16/23 10:36PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Jono	
[4/16/23 10:40PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Jono	
[4/16/23 10:40PM] Player picked up item: Blurite Cape, id: 20400, amount: 1, owner: Jono	
[4/16/23 10:52PM] Player picked up item: Coin, id: 995, amount: 700, owner: Jono	
[4/16/23 10:52PM] Player picked up item: Coin, id: 995, amount: 700, owner: Jono	
[4/16/23 10:52PM] Player picked up item: Coin, id: 995, amount: 700, owner: Jono	
[4/16/23 10:52PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Jono	
[4/16/23 10:52PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jono	
[4/16/23 10:52PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jono	
[4/16/23 10:52PM] Player picked up item: Coin, id: 995, amount: 700, owner: Jono	
[4/16/23 10:52PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jono	
[4/16/23 10:52PM] Player picked up item: Coin, id: 995, amount: 700, owner: Jono	
[4/16/23 10:52PM] Player picked up item: Coin, id: 995, amount: 700, owner: Jono	
[4/16/23 10:52PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Jono	
[4/16/23 10:52PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Jono	
[4/16/23 10:52PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jono	
[4/16/23 10:52PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Jono	
[4/16/23 10:52PM] Player picked up item: Coin, id: 995, amount: 700, owner: Jono	
[4/16/23 10:53PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Jono	
[4/16/23 10:53PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Jono	
[4/16/23 10:53PM] Player picked up item: Coin, id: 995, amount: 700, owner: Jono	
[4/16/23 10:53PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Jono	
[4/16/23 10:53PM] Player picked up item: Coin, id: 995, amount: 700, owner: Jono	
[4/16/23 10:53PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jono	
[4/16/23 10:53PM] Player picked up item: Coin, id: 995, amount: 700, owner: Jono	
[4/16/23 10:53PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Jono	
[4/16/23 10:53PM] Player picked up item: Coin, id: 995, amount: 700, owner: Jono	
[4/16/23 10:53PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jono	
[4/16/23 10:53PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Jono	
[4/16/23 10:53PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Jono	
[4/16/23 10:53PM] Player picked up item: Coin, id: 995, amount: 700, owner: Jono	
[4/16/23 10:54PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Jono	
[4/16/23 10:54PM] Player picked up item: Coin, id: 995, amount: 700, owner: Jono	
[4/16/23 10:54PM] Player picked up item: Coin, id: 995, amount: 700, owner: Jono	
[4/16/23 10:54PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jono	
[4/16/23 10:54PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Jono	
[4/16/23 10:54PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Jono	
[4/16/23 10:54PM] Player picked up item: Coin, id: 995, amount: 700, owner: Jono	
[4/16/23 10:54PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jono	
[4/16/23 10:54PM] Player picked up item: Coin, id: 995, amount: 700, owner: Jono	
[4/16/23 10:54PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jono	
[4/16/23 10:54PM] Player picked up item: Coin, id: 995, amount: 700, owner: Jono	
[4/16/23 10:54PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jono	
[4/16/23 10:54PM] Player picked up item: Coin, id: 995, amount: 700, owner: Jono	
[4/16/23 10:54PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jono	
[4/16/23 10:54PM] Player picked up item: Coin, id: 995, amount: 700, owner: Jono	
[4/16/23 10:54PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Jono	
[4/16/23 11:02PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Jono	
[4/16/23 11:02PM] Player picked up item: Coin, id: 995, amount: 1200, owner: Jono	
[4/16/23 11:03PM] Player picked up item: Coin, id: 995, amount: 1800, owner: Jono	
[4/16/23 11:03PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Jono	
[4/16/23 11:03PM] Player picked up item: Coin, id: 995, amount: 600, owner: Jono	
[4/16/23 11:03PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Jono	
[4/16/23 11:03PM] Player picked up item: Coin, id: 995, amount: 600, owner: Jono	
[4/16/23 11:03PM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Jono	
[4/16/23 11:03PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Jono	
[4/16/23 11:03PM] Player picked up item: Coin, id: 995, amount: 600, owner: Jono	
[4/16/23 11:03PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jono	
