[4/16/23 08:09AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Gim K0000	
[4/16/23 08:09AM] Player picked up item: Coin, id: 995, amount: 100, owner: Gim K0000	
[4/16/23 08:09AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Gim K0000	
[4/16/23 08:09AM] Player picked up item: Coin, id: 995, amount: 100, owner: Gim K0000	
[4/16/23 08:09AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Gim K0000	
[4/16/23 08:09AM] Player picked up item: Coin, id: 995, amount: 100, owner: Gim K0000	
[4/16/23 08:09AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Gim K0000	
[4/16/23 08:09AM] Player picked up item: Coin, id: 995, amount: 300, owner: Gim K0000	
[4/16/23 08:09AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Gim K0000	
[4/16/23 08:09AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Gim K0000	
[4/16/23 08:09AM] Player picked up item: Coin, id: 995, amount: 100, owner: Gim K0000	
[4/16/23 08:09AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Gim K0000	
[4/16/23 08:09AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Gim K0000	
[4/16/23 08:09AM] Player picked up item: Coin, id: 995, amount: 100, owner: Gim K0000	
[4/16/23 08:09AM] Player picked up item: Coin, id: 995, amount: 200, owner: Gim K0000	
[4/16/23 08:09AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Gim K0000	
[4/16/23 08:09AM] Player picked up item: Coin, id: 995, amount: 200, owner: Gim K0000	
[4/16/23 08:09AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Gim K0000	
[4/16/23 08:10AM] Player picked up item: Coin, id: 995, amount: 200, owner: Gim K0000	
[4/16/23 08:15AM] Player picked up item: Coin, id: 995, amount: 400, owner: Gim K0000	
[4/16/23 08:15AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Gim K0000	
[4/16/23 08:15AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Gim K0000	
[4/16/23 08:15AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Gim K0000	
[4/16/23 08:17AM] Player picked up item: Coin, id: 995, amount: 400, owner: Gim K0000	
[4/16/23 08:17AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Gim K0000	
[4/16/23 08:19AM] Player picked up item: Coin, id: 995, amount: 500, owner: Gim K0000	
[4/16/23 08:19AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Gim K0000	
[4/16/23 08:19AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Gim K0000	
[4/16/23 08:19AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Gim K0000	
[4/16/23 08:19AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Gim K0000	
[4/16/23 08:19AM] Player picked up item: Coin, id: 995, amount: 500, owner: Gim K0000	
[4/16/23 08:19AM] Player picked up item: Coin, id: 995, amount: 500, owner: Gim K0000	
[4/16/23 08:19AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Gim K0000	
[4/16/23 08:19AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Gim K0000	
[4/16/23 08:19AM] Player picked up item: Coin, id: 995, amount: 500, owner: Gim K0000	
[4/16/23 08:19AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Gim K0000	
[4/16/23 08:19AM] Player picked up item: Coin, id: 995, amount: 500, owner: Gim K0000	
[4/16/23 08:23AM] Player picked up item: Coin, id: 995, amount: 1698193, owner: Gim K0000	
[4/16/23 08:23AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Gim K0000	
[4/16/23 08:24AM] Player picked up item: Coin, id: 995, amount: 2197355, owner: Gim K0000	
[4/16/23 08:24AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Gim K0000	
[4/16/23 08:24AM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Gim K0000	
[4/16/23 08:24AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Gim K0000	
[4/16/23 08:28AM] Player picked up item: Blurite Helm, id: 19984, amount: 1, owner: Gim K0000	
[4/16/23 08:34AM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Gim K0000	
[4/16/23 08:34AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Gim K0000	
[4/16/23 08:41AM] Player picked up item: Coin, id: 995, amount: 5000, owner: Gim K0000	
[4/16/23 08:49AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Gim K0000	
[4/16/23 08:54AM] Player picked up item: Coin, id: 995, amount: 1088370, owner: Gim K0000	
