[4/19/23 11:49AM] Player picked up item: Coin, id: 995, amount: 100, owner: Dajjal	
[4/19/23 11:49AM] Player picked up item: Coin, id: 995, amount: 100, owner: Dajjal	
[4/19/23 11:49AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dajjal	
[4/19/23 11:49AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dajjal	
[4/19/23 11:49AM] Player picked up item: Coin, id: 995, amount: 200, owner: Dajjal	
[4/19/23 11:49AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dajjal	
[4/19/23 11:50AM] Player picked up item: Coin, id: 995, amount: 100, owner: Dajjal	
[4/19/23 11:50AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dajjal	
[4/19/23 11:50AM] Player picked up item: Coin, id: 995, amount: 100, owner: Dajjal	
[4/19/23 11:50AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dajjal	
[4/19/23 11:50AM] Player picked up item: Coin, id: 995, amount: 100, owner: Dajjal	
[4/19/23 11:50AM] Player picked up item: Coin, id: 995, amount: 100, owner: Dajjal	
[4/19/23 11:50AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dajjal	
[4/19/23 11:50AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dajjal	
[4/19/23 11:51AM] Player picked up item: Coin, id: 995, amount: 100, owner: Dajjal	
[4/19/23 11:51AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dajjal	
[4/19/23 11:51AM] Player picked up item: Coin, id: 995, amount: 100, owner: Dajjal	
[4/19/23 11:54AM] Player picked up item: Coin, id: 995, amount: 200, owner: Dajjal	
[4/19/23 11:54AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dajjal	
[4/19/23 11:54AM] Player picked up item: Coin, id: 995, amount: 200, owner: Dajjal	
[4/19/23 11:54AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dajjal	
[4/19/23 11:55AM] Player picked up item: Coin, id: 995, amount: 200, owner: Dajjal	
[4/19/23 11:55AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dajjal	
[4/19/23 11:56AM] Player picked up item: Coin, id: 995, amount: 200, owner: Dajjal	
[4/19/23 11:56AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dajjal	
[4/19/23 11:58AM] Player picked up item: Coin, id: 995, amount: 200, owner: Dajjal	
[4/19/23 11:58AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dajjal	
[4/19/23 11:58AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dajjal	
[4/19/23 11:58AM] Player picked up item: Coin, id: 995, amount: 200, owner: Dajjal	
[4/19/23 11:58AM] Player picked up item: Coin, id: 995, amount: 200, owner: Dajjal	
[4/19/23 11:58AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dajjal	
[4/19/23 11:59AM] Player picked up item: Coin, id: 995, amount: 200, owner: Dajjal	
[4/19/23 11:59AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dajjal	
[4/19/23 11:59AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dajjal	
[4/19/23 11:59AM] Player picked up item: Coin, id: 995, amount: 200, owner: Dajjal	
[4/19/23 12:00PM] Player picked up item: Coin, id: 995, amount: 200, owner: Dajjal	
[4/19/23 12:00PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dajjal	
[4/19/23 12:00PM] Player picked up item: Coin, id: 995, amount: 200, owner: Dajjal	
[4/19/23 12:00PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dajjal	
[4/19/23 12:01PM] Player picked up item: Coin, id: 995, amount: 200, owner: Dajjal	
[4/19/23 12:01PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dajjal	
[4/19/23 12:01PM] Player picked up item: Coin, id: 995, amount: 200, owner: Dajjal	
[4/19/23 12:01PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dajjal	
[4/19/23 12:02PM] Player picked up item: Coin, id: 995, amount: 200, owner: Dajjal	
[4/19/23 12:02PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dajjal	
[4/19/23 12:02PM] Player picked up item: Coin, id: 995, amount: 200, owner: Dajjal	
[4/19/23 12:02PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dajjal	
[4/19/23 12:02PM] Player picked up item: Coin, id: 995, amount: 200, owner: Dajjal	
[4/19/23 12:02PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dajjal	
[4/19/23 12:02PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dajjal	
[4/19/23 12:02PM] Player picked up item: Coin, id: 995, amount: 200, owner: Dajjal	
[4/19/23 12:02PM] Player picked up item: Coin, id: 995, amount: 200, owner: Dajjal	
[4/19/23 12:02PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dajjal	
[4/19/23 12:03PM] Player picked up item: Coin, id: 995, amount: 300, owner: Dajjal	
