[4/17/23 10:34AM] Player picked up item: Coin, id: 995, amount: 100, owner: Wolly	
[4/17/23 10:34AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Wolly	
[4/17/23 10:34AM] Player picked up item: Coin, id: 995, amount: 100, owner: Wolly	
[4/17/23 10:34AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Wolly	
[4/17/23 10:34AM] Player picked up item: Coin, id: 995, amount: 100, owner: Wolly	
[4/17/23 10:34AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Wolly	
[4/17/23 10:35AM] Player picked up item: Blurite Body, id: 19985, amount: 1, owner: Wolly	
[4/17/23 10:35AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Wolly	
[4/17/23 10:35AM] Player picked up item: Coin, id: 995, amount: 100, owner: Wolly	
[4/17/23 10:35AM] Player picked up item: Coin, id: 995, amount: 100, owner: Wolly	
[4/17/23 10:35AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Wolly	
[4/17/23 10:35AM] Player picked up item: Coin, id: 995, amount: 100, owner: Wolly	
[4/17/23 10:35AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Wolly	
[4/17/23 10:35AM] Player picked up item: Coin, id: 995, amount: 200, owner: Wolly	
[4/17/23 10:35AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Wolly	
[4/17/23 10:35AM] Player picked up item: Coin, id: 995, amount: 100, owner: Wolly	
[4/17/23 10:35AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Wolly	
[4/17/23 10:35AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Wolly	
[4/17/23 10:35AM] Player picked up item: Coin, id: 995, amount: 100, owner: Wolly	
[4/17/23 10:35AM] Player picked up item: Coin, id: 995, amount: 100, owner: Wolly	
[4/17/23 10:35AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Wolly	
[4/17/23 10:36AM] Player picked up item: Coin, id: 995, amount: 200, owner: Wolly	
[4/17/23 10:36AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Wolly	
[4/17/23 10:36AM] Player picked up item: Coin, id: 995, amount: 200, owner: Wolly	
[4/17/23 10:36AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Wolly	
[4/17/23 10:36AM] Player picked up item: Coin, id: 995, amount: 200, owner: Wolly	
[4/17/23 10:36AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Wolly	
[4/17/23 10:36AM] Player picked up item: Coin, id: 995, amount: 200, owner: Wolly	
[4/17/23 10:36AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Wolly	
[4/17/23 10:37AM] Player picked up item: Coin, id: 995, amount: 200, owner: Wolly	
[4/17/23 10:37AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Wolly	
[4/17/23 10:37AM] Player picked up item: Coin, id: 995, amount: 200, owner: Wolly	
[4/17/23 10:37AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Wolly	
[4/17/23 10:37AM] Player picked up item: Coin, id: 995, amount: 200, owner: Wolly	
[4/17/23 10:37AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Wolly	
[4/17/23 10:37AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Wolly	
[4/17/23 10:37AM] Player picked up item: Coin, id: 995, amount: 200, owner: Wolly	
[4/17/23 10:37AM] Player picked up item: Coin, id: 995, amount: 200, owner: Wolly	
[4/17/23 10:37AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Wolly	
[4/17/23 10:37AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Wolly	
[4/17/23 10:37AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Wolly	
[4/17/23 10:37AM] Player picked up item: Coin, id: 995, amount: 400, owner: Wolly	
[4/17/23 10:37AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Wolly	
[4/17/23 10:37AM] Player picked up item: Coin, id: 995, amount: 200, owner: Wolly	
[4/17/23 10:37AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Wolly	
[4/17/23 10:37AM] Player picked up item: Coin, id: 995, amount: 200, owner: Wolly	
[4/17/23 10:37AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Wolly	
[4/17/23 10:38AM] Player picked up item: Coin, id: 995, amount: 200, owner: Wolly	
[4/17/23 10:38AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Wolly	
[4/17/23 10:38AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Wolly	
[4/17/23 10:38AM] Player picked up item: Coin, id: 995, amount: 200, owner: Wolly	
[4/17/23 10:38AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Wolly	
[4/17/23 10:38AM] Player picked up item: Coin, id: 995, amount: 200, owner: Wolly	
[4/17/23 10:38AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Wolly	
[4/17/23 10:38AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Wolly	
[4/17/23 10:38AM] Player picked up item: Coin, id: 995, amount: 200, owner: Wolly	
[4/17/23 10:42AM] Player picked up item: Coin, id: 995, amount: 300, owner: Wolly	
[4/17/23 10:42AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Wolly	
[4/17/23 10:42AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Wolly	
[4/17/23 10:42AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Wolly	
[4/17/23 10:42AM] Player picked up item: Coin, id: 995, amount: 300, owner: Wolly	
[4/17/23 10:42AM] Player picked up item: Coin, id: 995, amount: 600, owner: Wolly	
[4/17/23 10:42AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Wolly	
[4/17/23 10:42AM] Player picked up item: Coin, id: 995, amount: 300, owner: Wolly	
[4/17/23 10:42AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Wolly	
[4/17/23 10:42AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Wolly	
[4/17/23 10:42AM] Player picked up item: Coin, id: 995, amount: 300, owner: Wolly	
[4/17/23 10:42AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Wolly	
