[4/22/23 05:38PM] Player picked up item: Coin, id: 995, amount: 100, owner: Eliastofar	
[4/22/23 05:38PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Eliastofar	
[4/22/23 05:38PM] Player picked up item: Coin, id: 995, amount: 100, owner: Eliastofar	
[4/22/23 05:38PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Eliastofar	
[4/22/23 05:38PM] Player picked up item: Coin, id: 995, amount: 100, owner: Eliastofar	
[4/22/23 05:38PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Eliastofar	
[4/22/23 05:39PM] Player picked up item: Coin, id: 995, amount: 100, owner: Eliastofar	
[4/22/23 05:39PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Eliastofar	
[4/22/23 05:39PM] Player picked up item: Coin, id: 995, amount: 100, owner: Eliastofar	
[4/22/23 05:39PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Eliastofar	
[4/22/23 05:39PM] Player picked up item: Coin, id: 995, amount: 100, owner: Eliastofar	
[4/22/23 05:39PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Eliastofar	
[4/22/23 05:39PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Eliastofar	
[4/22/23 05:39PM] Player picked up item: Coin, id: 995, amount: 100, owner: Eliastofar	
[4/22/23 05:39PM] Player picked up item: Coin, id: 995, amount: 100, owner: Eliastofar	
[4/22/23 05:39PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Eliastofar	
[4/22/23 05:39PM] Player picked up item: Coin, id: 995, amount: 100, owner: Eliastofar	
[4/22/23 05:39PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Eliastofar	
[4/22/23 05:40PM] Player picked up item: Coin, id: 995, amount: 400, owner: Eliastofar	
[4/22/23 05:40PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Eliastofar	
[4/22/23 05:40PM] Player picked up item: Coin, id: 995, amount: 200, owner: Eliastofar	
[4/22/23 05:40PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Eliastofar	
[4/22/23 05:40PM] Player picked up item: Coin, id: 995, amount: 200, owner: Eliastofar	
[4/22/23 05:40PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Eliastofar	
[4/22/23 05:40PM] Player picked up item: Coin, id: 995, amount: 200, owner: Eliastofar	
[4/22/23 05:40PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Eliastofar	
[4/22/23 05:40PM] Player picked up item: Coin, id: 995, amount: 400, owner: Eliastofar	
[4/22/23 05:40PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Eliastofar	
[4/22/23 05:41PM] Player picked up item: Coin, id: 995, amount: 200, owner: Eliastofar	
[4/22/23 05:41PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Eliastofar	
[4/22/23 05:41PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Eliastofar	
[4/22/23 05:41PM] Player picked up item: Coin, id: 995, amount: 200, owner: Eliastofar	
[4/22/23 05:41PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Eliastofar	
[4/22/23 05:41PM] Player picked up item: Coin, id: 995, amount: 200, owner: Eliastofar	
[4/22/23 05:41PM] Player picked up item: Coin, id: 995, amount: 200, owner: Eliastofar	
[4/22/23 05:41PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Eliastofar	
[4/22/23 05:41PM] Player picked up item: Coin, id: 995, amount: 200, owner: Eliastofar	
[4/22/23 05:41PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Eliastofar	
[4/22/23 05:41PM] Player picked up item: Coin, id: 995, amount: 200, owner: Eliastofar	
[4/22/23 05:41PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Eliastofar	
[4/22/23 05:42PM] Player picked up item: Coin, id: 995, amount: 200, owner: Eliastofar	
[4/22/23 05:42PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Eliastofar	
[4/22/23 05:42PM] Player picked up item: Coin, id: 995, amount: 200, owner: Eliastofar	
[4/22/23 05:42PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Eliastofar	
[4/22/23 05:42PM] Player picked up item: Coin, id: 995, amount: 200, owner: Eliastofar	
[4/22/23 05:42PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Eliastofar	
[4/22/23 05:42PM] Player picked up item: Coin, id: 995, amount: 200, owner: Eliastofar	
[4/22/23 05:42PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Eliastofar	
[4/22/23 05:42PM] Player picked up item: Coin, id: 995, amount: 200, owner: Eliastofar	
[4/22/23 05:42PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Eliastofar	
[4/22/23 05:42PM] Player picked up item: Coin, id: 995, amount: 200, owner: Eliastofar	
[4/22/23 05:42PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Eliastofar	
[4/22/23 05:42PM] Player picked up item: Coin, id: 995, amount: 200, owner: Eliastofar	
[4/22/23 05:42PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Eliastofar	
[4/22/23 05:43PM] Player picked up item: Coin, id: 995, amount: 200, owner: Eliastofar	
[4/22/23 05:43PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Eliastofar	
[4/22/23 05:44PM] Player picked up item: Coin, id: 995, amount: 300, owner: Eliastofar	
[4/22/23 05:45PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Eliastofar	
[4/22/23 05:50PM] Player picked up item: Coin, id: 995, amount: 400, owner: Eliastofar	
[4/22/23 05:50PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Eliastofar	
[4/22/23 05:52PM] Player picked up item: Blurite Boots, id: 19989, amount: 1, owner: Eliastofar	
[4/22/23 05:52PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Eliastofar	
[4/22/23 05:52PM] Player picked up item: Coin, id: 995, amount: 400, owner: Eliastofar	
[4/22/23 05:52PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Eliastofar	
[4/22/23 05:52PM] Player picked up item: Coin, id: 995, amount: 400, owner: Eliastofar	
[4/22/23 05:52PM] Player picked up item: Coin, id: 995, amount: 400, owner: Eliastofar	
[4/22/23 05:52PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Eliastofar	
[4/22/23 05:53PM] Player picked up item: Coin, id: 995, amount: 400, owner: Eliastofar	
[4/22/23 05:53PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Eliastofar	
[4/22/23 05:53PM] Player picked up item: Coin, id: 995, amount: 400, owner: Eliastofar	
[4/22/23 05:53PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Eliastofar	
[4/22/23 05:53PM] Player picked up item: Coin, id: 995, amount: 400, owner: Eliastofar	
[4/22/23 05:53PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Eliastofar	
[4/22/23 05:53PM] Player picked up item: Coin, id: 995, amount: 400, owner: Eliastofar	
[4/22/23 05:53PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Eliastofar	
[4/22/23 05:53PM] Player picked up item: Coin, id: 995, amount: 400, owner: Eliastofar	
