[4/16/23 02:44AM] Player picked up item: Coin, id: 995, amount: 100, owner: Kebab	
[4/16/23 02:44AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kebab	
[4/16/23 02:45AM] Player picked up item: Coin, id: 995, amount: 100, owner: Kebab	
[4/16/23 02:45AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kebab	
[4/16/23 02:45AM] Player picked up item: Coin, id: 995, amount: 100, owner: Kebab	
[4/16/23 02:45AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kebab	
[4/16/23 02:45AM] Player picked up item: Coin, id: 995, amount: 100, owner: Kebab	
[4/16/23 02:45AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kebab	
[4/16/23 02:45AM] Player picked up item: Coin, id: 995, amount: 100, owner: Kebab	
[4/16/23 02:45AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kebab	
[4/16/23 02:45AM] Player picked up item: Coin, id: 995, amount: 100, owner: Kebab	
[4/16/23 02:45AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kebab	
[4/16/23 02:46AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kebab	
[4/16/23 02:46AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kebab	
[4/16/23 02:46AM] Player picked up item: Coin, id: 995, amount: 100, owner: Kebab	
[4/16/23 02:46AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kebab	
[4/16/23 02:46AM] Player picked up item: Coin, id: 995, amount: 100, owner: Kebab	
[4/16/23 02:46AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kebab	
[4/16/23 02:46AM] Player picked up item: Coin, id: 995, amount: 200, owner: Kebab	
[4/16/23 02:46AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kebab	
[4/16/23 02:47AM] Player picked up item: Coin, id: 995, amount: 200, owner: Kebab	
[4/16/23 02:47AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kebab	
[4/16/23 02:47AM] Player picked up item: Blurite Boots, id: 19989, amount: 1, owner: Kebab	
[4/16/23 02:47AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kebab	
[4/16/23 02:47AM] Player picked up item: Coin, id: 995, amount: 200, owner: Kebab	
[4/16/23 02:47AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kebab	
[4/16/23 02:48AM] Player picked up item: Coin, id: 995, amount: 200, owner: Kebab	
[4/16/23 02:48AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kebab	
[4/16/23 02:48AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kebab	
[4/16/23 02:48AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kebab	
[4/16/23 02:49AM] Player picked up item: Blurite Cape, id: 20400, amount: 1, owner: Kebab	
[4/16/23 02:54AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Kebab	
[4/16/23 03:02AM] Player picked up item: Blurite Box, id: 14488, amount: 1, owner: Kebab	
[4/16/23 03:25AM] Player picked up item: Coin, id: 995, amount: 1529385, owner: Kebab	
[4/16/23 03:25AM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Kebab	
[4/16/23 03:26AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Kebab	
[4/16/23 03:28AM] Player picked up item: Lava bones, id: 2023, amount: 200, owner: Kebab	
[4/16/23 03:28AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Kebab	
[4/16/23 04:43AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Kebab	
[4/16/23 04:43AM] Player picked up item: $1 Scroll, id: 10946, amount: 10, owner: Kebab	
[4/16/23 04:48AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Kebab	
[4/16/23 05:19AM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Kebab	
[4/16/23 05:20AM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Kebab	
[4/16/23 05:25AM] Player picked up item: Coin, id: 995, amount: 1618616, owner: Kebab	
[4/16/23 05:25AM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Kebab	
[4/16/23 05:26AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Kebab	
[4/16/23 05:28AM] Player picked up item: Lava bones, id: 2023, amount: 200, owner: Kebab	
[4/16/23 05:28AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Kebab	
[4/16/23 05:30AM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Kebab	
[4/16/23 05:30AM] Player picked up item: $1 Scroll, id: 10946, amount: 4, owner: Kebab	
[4/16/23 05:37AM] Player picked up item: Revenant Wings, id: 18005, amount: 1, owner: Kebab	
[4/16/23 05:45AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Kebab	
[4/16/23 05:54AM] Player picked up item: Coin, id: 995, amount: 1602607, owner: Kebab	
[4/16/23 05:54AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Kebab	
[4/16/23 05:57AM] Player picked up item: Zinq boots, id: 23054, amount: 1, owner: Kebab	
[4/16/23 05:57AM] Player picked up item: Zinq boots, id: 23054, amount: 1, owner: Kebab	
[4/16/23 06:01AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kebab	
[4/17/23 08:10AM] Player picked up item: $1 Scroll, id: 10946, amount: 10, owner: Kebab	
[4/17/23 08:10AM] Player picked up item: Vote scroll, id: 23020, amount: 6, owner: Kebab	
[4/17/23 08:10AM] Player picked up item: 1% DR & Double Drop Ticket, id: 21816, amount: 4, owner: Kebab	
[4/17/23 08:11AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Kebab	
[4/17/23 08:39AM] Player picked up item: Emerald Crossbow, id: 8088, amount: 1, owner: Coke	
[4/17/23 08:39AM] Player picked up item: Emerald Crossbow, id: 8088, amount: 1, owner: Coke	
[4/17/23 08:42AM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Kebab	
[4/17/23 09:11AM] Player picked up item: Coin, id: 995, amount: 1615360, owner: Kebab	
[4/17/23 09:11AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Kebab	
[4/17/23 11:58AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Muddyboy	
[4/17/23 11:58AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Muddyboy	
[4/17/23 11:59AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Muddyboy	
[4/17/23 12:21PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Muddyboy	
[4/17/23 12:21PM] Player picked up item: Vote scroll, id: 23020, amount: 6, owner: Razvy	
[4/17/23 12:21PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Fpk Kevin	
[4/19/23 07:18AM] Player picked up item: Adamant platebody (h3), id: 19488, amount: 1, owner: Kebab	
