[4/17/23 02:50PM] Player picked up item: Starter Amulet, id: 23089, amount: 1, owner: Roses	
[4/17/23 02:50PM] Player picked up item: Starter Body, id: 704, amount: 1, owner: Roses	
[4/17/23 02:50PM] Player picked up item: Starter Blade, id: 22084, amount: 1, owner: Roses	
[4/17/23 02:50PM] Player picked up item: Starter Staff, id: 22092, amount: 1, owner: Roses	
[4/17/23 02:52PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Emordnys	
[4/17/23 02:53PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Emordnys	
[4/17/23 02:53PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Emordnys	
[4/17/23 02:54PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Emordnys	
[4/17/23 02:56PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Emordnys	
[4/17/23 03:02PM] Player picked up item: Lava bones, id: 2023, amount: 7, owner: Emordnys	
[4/17/23 03:02PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Emordnys	
[4/17/23 03:02PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Emordnys	
[4/17/23 03:03PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Emordnys	
[4/17/23 03:03PM] Player picked up item: Coin, id: 995, amount: 1354174, owner: Emordnys	
[4/17/23 03:04PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Emordnys	
[4/18/23 07:21AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Emordnys	
[4/18/23 07:22AM] Player picked up item: Lava bones, id: 2023, amount: 7, owner: Emordnys	
[4/18/23 07:22AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Emordnys	
[4/18/23 07:22AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Emordnys	
[4/18/23 07:23AM] Player picked up item: Lava bones, id: 2023, amount: 11, owner: Emordnys	
[4/18/23 07:23AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Emordnys	
[4/18/23 07:23AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Emordnys	
[4/18/23 07:23AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Emordnys	
[4/18/23 07:26AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Emordnys	
[4/18/23 07:26AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Emordnys	
[4/18/23 07:26AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Emordnys	
[4/18/23 07:26AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Emordnys	
[4/18/23 07:26AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Emordnys	
[4/18/23 07:27AM] Player picked up item: Coin, id: 995, amount: 400, owner: Emordnys	
[4/18/23 07:28AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Emordnys	
[4/18/23 07:28AM] Player picked up item: Blurite Boots, id: 19989, amount: 1, owner: Emordnys	
[4/18/23 07:28AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Emordnys	
[4/18/23 07:28AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Emordnys	
[4/18/23 07:28AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Emordnys	
[4/18/23 07:28AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Emordnys	
[4/18/23 07:29AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Emordnys	
[4/18/23 07:29AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Emordnys	
[4/18/23 07:29AM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Emordnys	
[4/18/23 07:29AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Emordnys	
[4/18/23 07:29AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Emordnys	
[4/18/23 07:30AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Emordnys	
[4/18/23 07:30AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Emordnys	
[4/18/23 07:30AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Emordnys	
[4/18/23 07:30AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Emordnys	
[4/18/23 07:30AM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Emordnys	
[4/18/23 07:30AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Emordnys	
[4/18/23 07:30AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Emordnys	
[4/18/23 07:30AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Emordnys	
[4/18/23 07:30AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Emordnys	
[4/18/23 07:34AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Emordnys	
[4/18/23 07:34AM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Emordnys	
[4/18/23 07:34AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Emordnys	
[4/18/23 07:34AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Emordnys	
[4/18/23 07:34AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Emordnys	
